,group,variable,month,CONTRAREFERIDOS CANTIDAD,CONTRAREFERIDOS CANTIDAD,TOTALES,TOTALES,TOTALES
TARIJA,internaciones,contrareferidos,2015-08-01,1,1,1,1,2
TARVITA,internaciones,contrareferidos,2015-08-01,9,7,9,7,16
TRINIDAD,internaciones,contrareferidos,2015-08-01,2,0,2,0,2
TUPIZA,internaciones,contrareferidos,2015-08-01,0,90,0,90,90
VALLEGRANDE,internaciones,contrareferidos,2015-08-01,2,0,2,0,2
VILLA TUNARI,internaciones,contrareferidos,2015-08-01,1,0,1,0,1
VILLAZON,internaciones,contrareferidos,2015-08-01,2,1,2,1,3
WARNES,internaciones,contrareferidos,2015-08-01,0,3,0,3,3
YACUIBA,internaciones,contrareferidos,2015-08-01,39,5,39,5,44
YAPACANI,internaciones,contrareferidos,2015-08-01,1,3,1,3,4
ACHACACHI,internaciones,contrareferidos,2015-09-01,10,0,10,0,10
ASCENCION DE GUARAYOS,internaciones,contrareferidos,2015-09-01,6,14,6,14,20
ATOCHA,internaciones,contrareferidos,2015-09-01,0,2,0,2,2
BERMEJO,internaciones,contrareferidos,2015-09-01,15,0,15,0,15
CAMARGO,internaciones,contrareferidos,2015-09-01,10,20,10,20,30
COBIJA,internaciones,contrareferidos,2015-09-01,98,244,98,244,342
COCHABAMBA,internaciones,contrareferidos,2015-09-01,12,225,12,225,237
COMARAPA,internaciones,contrareferidos,2015-09-01,0,27,0,27,27
COROICO,internaciones,contrareferidos,2015-09-01,0,67,0,67,67
COTOCA,internaciones,contrareferidos,2015-09-01,2,18,2,18,20
CULPINA,internaciones,contrareferidos,2015-09-01,0,1,0,1,1
CURAHUARA DE CARANGAS,internaciones,contrareferidos,2015-09-01,0,4,0,4,4
EL ALTO,internaciones,contrareferidos,2015-09-01,42,9,42,9,51
EL TORNO,internaciones,contrareferidos,2015-09-01,2,1,2,1,3
GUANAY,internaciones,contrareferidos,2015-09-01,0,3,0,3,3
LA PAZ,internaciones,contrareferidos,2015-09-01,148,152,148,152,300
LLALLAGUA,internaciones,contrareferidos,2015-09-01,13,0,13,0,13
MONTEAGUDO,internaciones,contrareferidos,2015-09-01,5,11,5,11,16
MONTERO,internaciones,contrareferidos,2015-09-01,358,48,358,48,406
PADILLA,internaciones,contrareferidos,2015-09-01,13,20,13,20,33
PORTACHUELO,internaciones,contrareferidos,2015-09-01,6,6,6,6,12
POTOSI,internaciones,contrareferidos,2015-09-01,5,0,5,0,5
PUERTO SUAREZ,internaciones,contrareferidos,2015-09-01,0,3,0,3,3
PUERTO VILLARROEL,internaciones,contrareferidos,2015-09-01,17,0,17,0,17
PUNATA,internaciones,contrareferidos,2015-09-01,31,57,31,57,88
RIBERALTA,internaciones,contrareferidos,2015-09-01,14,76,14,76,90
SACABA,internaciones,contrareferidos,2015-09-01,0,2,0,2,2
SAN BORJA,internaciones,contrareferidos,2015-09-01,2,2,2,2,4
SAN IGNACIO DE VELASCO,internaciones,contrareferidos,2015-09-01,0,2,0,2,2
SAN JULIAN,internaciones,contrareferidos,2015-09-01,1,0,1,0,1
SAN LORENZO(PND),internaciones,contrareferidos,2015-09-01,0,2,0,2,2
SANTA CRUZ DE LA SIERRA,internaciones,contrareferidos,2015-09-01,1018,25,1018,25,1043
SUCRE,internaciones,contrareferidos,2015-09-01,95,340,95,340,435
TARABUCO,internaciones,contrareferidos,2015-09-01,2,13,2,13,15
TARATA,internaciones,contrareferidos,2015-09-01,0,1,0,1,1
TUPIZA,internaciones,contrareferidos,2015-09-01,66,0,66,0,66
VALLEGRANDE,internaciones,contrareferidos,2015-09-01,2,5,2,5,7
VIACHA,internaciones,contrareferidos,2015-09-01,2,0,2,0,2
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,contrareferidos,2015-09-01,0,2,0,2,2
VILLAZON,internaciones,contrareferidos,2015-09-01,9,0,9,0,9
YACUIBA,internaciones,contrareferidos,2015-09-01,27,0,27,0,27
YAPACANI,internaciones,contrareferidos,2015-09-01,1,0,1,0,1
ZUDAÑEZ,internaciones,contrareferidos,2015-09-01,0,1,0,1,1
ACHACACHI,internaciones,contrareferidos,2015-10-01,14,0,14,0,14
ASCENCION DE GUARAYOS,internaciones,contrareferidos,2015-10-01,3,19,3,19,22
BERMEJO,internaciones,contrareferidos,2015-10-01,18,1,18,1,19
BUENA VISTA,internaciones,contrareferidos,2015-10-01,1,0,1,0,1
CAMARGO,internaciones,contrareferidos,2015-10-01,8,11,8,11,19
CARMEN RIVERO TORREZ,internaciones,contrareferidos,2015-10-01,0,1,0,1,1
CHALLAPATA,internaciones,contrareferidos,2015-10-01,8,0,8,0,8
CHULUMANI (V. DE LA LIBERTAD),internaciones,contrareferidos,2015-10-01,1,0,1,0,1
CLIZA,internaciones,contrareferidos,2015-10-01,0,22,0,22,22
COCHABAMBA,internaciones,contrareferidos,2015-10-01,11,189,11,189,200
COMARAPA,internaciones,contrareferidos,2015-10-01,0,8,0,8,8
CULPINA,internaciones,contrareferidos,2015-10-01,3,3,3,3,6
EL ALTO,internaciones,contrareferidos,2015-10-01,54,17,54,17,71
ENTRE RIOS TRJ,internaciones,contrareferidos,2015-10-01,1,0,1,0,1
GUAYARAMERIN,internaciones,contrareferidos,2015-10-01,2,0,2,0,2
HUACARETA,internaciones,contrareferidos,2015-10-01,0,1,0,1,1
HUANUNI,internaciones,contrareferidos,2015-10-01,0,153,0,153,153
LA PAZ,internaciones,contrareferidos,2015-10-01,344,316,344,316,660
LLALLAGUA,internaciones,contrareferidos,2015-10-01,16,0,16,0,16
MONTEAGUDO,internaciones,contrareferidos,2015-10-01,13,18,13,18,31
MONTERO,internaciones,contrareferidos,2015-10-01,296,3,296,3,299
ORURO,internaciones,contrareferidos,2015-10-01,1,0,1,0,1
PADILLA,internaciones,contrareferidos,2015-10-01,18,22,18,22,40
PATACAMAYA,internaciones,contrareferidos,2015-10-01,0,3,0,3,3
POTOSI,internaciones,contrareferidos,2015-10-01,53,0,53,0,53
PUERTO QUIJARRO,internaciones,contrareferidos,2015-10-01,0,30,0,30,30
PUERTO SUAREZ,internaciones,contrareferidos,2015-10-01,0,1,0,1,1
PUERTO VILLARROEL,internaciones,contrareferidos,2015-10-01,4,7,4,7,11
PUNATA,internaciones,contrareferidos,2015-10-01,26,60,26,60,86
RIBERALTA,internaciones,contrareferidos,2015-10-01,17,128,17,128,145
RURRENABAQUE,internaciones,contrareferidos,2015-10-01,1,0,1,0,1
SACABA,internaciones,contrareferidos,2015-10-01,0,3,0,3,3
SAN IGNACIO DE VELASCO,internaciones,contrareferidos,2015-10-01,2,3,2,3,5
SAN JAVIER(STC),internaciones,contrareferidos,2015-10-01,1,0,1,0,1
SAN JOSE DE CHIQUITOS,internaciones,contrareferidos,2015-10-01,2,2,2,2,4
SAN RAMON SCZ,internaciones,contrareferidos,2015-10-01,3,1,3,1,4
SANTA CRUZ DE LA SIERRA,internaciones,contrareferidos,2015-10-01,1076,78,1076,78,1154
SUCRE,internaciones,contrareferidos,2015-10-01,120,337,120,337,457
TARABUCO,internaciones,contrareferidos,2015-10-01,5,13,5,13,18
TARIJA,internaciones,contrareferidos,2015-10-01,1,0,1,0,1
TARVITA,internaciones,contrareferidos,2015-10-01,3,7,3,7,10
TRINIDAD,internaciones,contrareferidos,2015-10-01,2,0,2,0,2
TUPIZA,internaciones,contrareferidos,2015-10-01,62,0,62,0,62
VALLEGRANDE,internaciones,contrareferidos,2015-10-01,1,3,1,3,4
VILLA TUNARI,internaciones,contrareferidos,2015-10-01,1,0,1,0,1
WARNES,internaciones,contrareferidos,2015-10-01,0,1,0,1,1
YACUIBA,internaciones,contrareferidos,2015-10-01,3,4,3,4,7
ZUDAÑEZ,internaciones,contrareferidos,2015-10-01,0,2,0,2,2
ACHACACHI,internaciones,contrareferidos,2015-11-01,7,0,7,0,7
ASCENCION DE GUARAYOS,internaciones,contrareferidos,2015-11-01,3,10,3,10,13
ATOCHA,internaciones,contrareferidos,2015-11-01,0,20,0,20,20
BERMEJO,internaciones,contrareferidos,2015-11-01,10,4,10,4,14
BUENA VISTA,internaciones,contrareferidos,2015-11-01,0,1,0,1,1
CAMIRI,internaciones,contrareferidos,2015-11-01,0,15,0,15,15
CARANAVI,internaciones,contrareferidos,2015-11-01,7,4,7,4,11
CARAPARI,internaciones,contrareferidos,2015-11-01,1,1,1,1,2
CHALLAPATA,internaciones,contrareferidos,2015-11-01,4,0,4,0,4
CLIZA,internaciones,contrareferidos,2015-11-01,1,6,1,6,7
COBIJA,internaciones,contrareferidos,2015-11-01,111,180,111,180,291
COCHABAMBA,internaciones,contrareferidos,2015-11-01,16,177,16,177,193
COMARAPA,internaciones,contrareferidos,2015-11-01,0,22,0,22,22
COROICO,internaciones,contrareferidos,2015-11-01,0,40,0,40,40
CUATRO CAÑADAS,internaciones,contrareferidos,2015-11-01,1,0,1,0,1
CULPINA,internaciones,contrareferidos,2015-11-01,4,9,4,9,13
EL ALTO,internaciones,contrareferidos,2015-11-01,76,1,76,1,77
EL TORNO,internaciones,contrareferidos,2015-11-01,0,6,0,6,6
EL VILLAR,internaciones,contrareferidos,2015-11-01,0,1,0,1,1
LA PAZ,internaciones,contrareferidos,2015-11-01,354,381,354,381,735
LLALLAGUA,internaciones,contrareferidos,2015-11-01,13,0,13,0,13
MONTEAGUDO,internaciones,contrareferidos,2015-11-01,5,9,5,9,14
MONTERO,internaciones,contrareferidos,2015-11-01,413,58,413,58,471
ORURO,internaciones,contrareferidos,2015-11-01,2,0,2,0,2
PADILLA,internaciones,contrareferidos,2015-11-01,14,31,14,31,45
PORTACHUELO,internaciones,contrareferidos,2015-11-01,3,1,3,1,4
POTOSI,internaciones,contrareferidos,2015-11-01,61,0,61,0,61
PUERTO SUAREZ,internaciones,contrareferidos,2015-11-01,0,6,0,6,6
PUNATA,internaciones,contrareferidos,2015-11-01,24,70,24,70,94
RIBERALTA,internaciones,contrareferidos,2015-11-01,20,94,20,94,114
ROBORE,internaciones,contrareferidos,2015-11-01,1,0,1,0,1
SACABAMBA,internaciones,contrareferidos,2015-11-01,1,1,1,1,2
SAN IGNACIO DE VELASCO,internaciones,contrareferidos,2015-11-01,2,10,2,10,12
SAN JOSE DE CHIQUITOS,internaciones,contrareferidos,2015-11-01,2,0,2,0,2
SAN JULIAN,internaciones,contrareferidos,2015-11-01,4,0,4,0,4
SAN LUCAS,internaciones,contrareferidos,2015-11-01,0,1,0,1,1
SAN MATIAS,internaciones,contrareferidos,2015-11-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,internaciones,contrareferidos,2015-11-01,862,49,862,49,911
SUCRE,internaciones,contrareferidos,2015-11-01,138,359,138,359,497
TARABUCO,internaciones,contrareferidos,2015-11-01,2,7,2,7,9
TARVITA,internaciones,contrareferidos,2015-11-01,0,8,0,8,8
TRINIDAD,internaciones,contrareferidos,2015-11-01,3,0,3,0,3
TUPIZA,internaciones,contrareferidos,2015-11-01,0,82,0,82,82
VALLEGRANDE,internaciones,contrareferidos,2015-11-01,2,3,2,3,5
VILLA SERRANO,internaciones,contrareferidos,2015-11-01,0,1,0,1,1
VILLA TUNARI,internaciones,contrareferidos,2015-11-01,2,0,2,0,2
VINTO,internaciones,contrareferidos,2015-11-01,1,0,1,0,1
YACUIBA,internaciones,contrareferidos,2015-11-01,23,52,23,52,75
YAPACANI,internaciones,contrareferidos,2015-11-01,1,11,1,11,12
ZUDAÑEZ,internaciones,contrareferidos,2015-11-01,1,1,1,1,2
ACHACACHI,internaciones,contrareferidos,2015-12-01,5,0,5,0,5
ASCENCION DE GUARAYOS,internaciones,contrareferidos,2015-12-01,5,22,5,22,27
ATOCHA,internaciones,contrareferidos,2015-12-01,0,1,0,1,1
BERMEJO,internaciones,contrareferidos,2015-12-01,9,1,9,1,10
CAMARGO,internaciones,contrareferidos,2015-12-01,10,19,10,19,29
CAMIRI,internaciones,contrareferidos,2015-12-01,0,15,0,15,15
CHALLAPATA,internaciones,contrareferidos,2015-12-01,8,0,8,0,8
CLIZA,internaciones,contrareferidos,2015-12-01,0,7,0,7,7
COBIJA,internaciones,contrareferidos,2015-12-01,91,245,91,245,336
COCHABAMBA,internaciones,contrareferidos,2015-12-01,9,228,9,228,237
COLOMI,internaciones,contrareferidos,2015-12-01,0,1,0,1,1
COMARAPA,internaciones,contrareferidos,2015-12-01,4,5,4,5,9
CONCEPCION,internaciones,contrareferidos,2015-12-01,1,0,1,0,1
CUATRO CAÑADAS,internaciones,contrareferidos,2015-12-01,0,1,0,1,1
CULPINA,internaciones,contrareferidos,2015-12-01,2,6,2,6,8
EL ALTO,internaciones,contrareferidos,2015-12-01,43,130,43,130,173
EL TORNO,internaciones,contrareferidos,2015-12-01,0,3,0,3,3
INCAHUASI,internaciones,contrareferidos,2015-12-01,0,1,0,1,1
LA PAZ,internaciones,contrareferidos,2015-12-01,15,0,15,0,15
LLALLAGUA,internaciones,contrareferidos,2015-12-01,13,0,13,0,13
MONTEAGUDO,internaciones,contrareferidos,2015-12-01,18,32,18,32,50
MONTERO,internaciones,contrareferidos,2015-12-01,390,38,390,38,428
ORURO,internaciones,contrareferidos,2015-12-01,14,0,14,0,14
PADILLA,internaciones,contrareferidos,2015-12-01,23,22,23,22,45
PALOS BLANCOS,internaciones,contrareferidos,2015-12-01,0,1,0,1,1
POTOSI,internaciones,contrareferidos,2015-12-01,16,0,16,0,16
PUERTO SUAREZ,internaciones,contrareferidos,2015-12-01,1,0,1,0,1
PUNA,internaciones,contrareferidos,2015-12-01,1,0,1,0,1
PUNATA,internaciones,contrareferidos,2015-12-01,18,70,18,70,88
RIBERALTA,internaciones,contrareferidos,2015-12-01,13,37,13,37,50
ROBORE,internaciones,contrareferidos,2015-12-01,0,1,0,1,1
RURRENABAQUE,internaciones,contrareferidos,2015-12-01,1,1,1,1,2
SAN IGNACIO DE VELASCO,internaciones,contrareferidos,2015-12-01,9,19,9,19,28
SAN JOSE DE CHIQUITOS,internaciones,contrareferidos,2015-12-01,2,1,2,1,3
SANTA CRUZ DE LA SIERRA,internaciones,contrareferidos,2015-12-01,944,12,944,12,956
SUCRE,internaciones,contrareferidos,2015-12-01,185,318,185,318,503
TARABUCO,internaciones,contrareferidos,2015-12-01,4,9,4,9,13
TARVITA,internaciones,contrareferidos,2015-12-01,2,7,2,7,9
TOMINA,internaciones,contrareferidos,2015-12-01,0,4,0,4,4
TOTORA(CBBA),internaciones,contrareferidos,2015-12-01,1,0,1,0,1
TRINIDAD,internaciones,contrareferidos,2015-12-01,2,1,2,1,3
VALLEGRANDE,internaciones,contrareferidos,2015-12-01,1,5,1,5,6
VILLA CHARCAS,internaciones,contrareferidos,2015-12-01,0,4,0,4,4
YACUIBA,internaciones,contrareferidos,2015-12-01,10,0,10,0,10
YAPACANI,internaciones,contrareferidos,2015-12-01,3,0,3,0,3
ZUDAÑEZ,internaciones,contrareferidos,2015-12-01,2,3,2,3,5
