,group,variable,month,INGRESOS ESPONTÁNEOS CANTIDAD,INGRESOS ESPONTÁNEOS CANTIDAD,TOTALES,TOTALES,TOTALES
COLCAPIRHUA,internaciones,ingresos espontaneos,2015-01-01,26,84,26,84,110
"COLCHA ""K""",internaciones,ingresos espontaneos,2015-01-01,0,1,0,1,1
COLLANA,internaciones,ingresos espontaneos,2015-01-01,0,7,0,7,7
COLOMI,internaciones,ingresos espontaneos,2015-01-01,0,20,0,20,20
COLPA BELGICA,internaciones,ingresos espontaneos,2015-01-01,15,20,15,20,35
COLQUECHACA,internaciones,ingresos espontaneos,2015-01-01,1,9,1,9,10
COLQUIRI,internaciones,ingresos espontaneos,2015-01-01,0,19,0,19,19
COMARAPA,internaciones,ingresos espontaneos,2015-01-01,8,54,8,54,62
COMBAYA,internaciones,ingresos espontaneos,2015-01-01,0,2,0,2,2
CONCEPCION,internaciones,ingresos espontaneos,2015-01-01,12,32,12,32,44
COPACABANA,internaciones,ingresos espontaneos,2015-01-01,1,11,1,11,12
CORIPATA,internaciones,ingresos espontaneos,2015-01-01,0,4,0,4,4
CORO CORO,internaciones,ingresos espontaneos,2015-01-01,0,4,0,4,4
COROICO,internaciones,ingresos espontaneos,2015-01-01,22,62,22,62,84
CORQUE,internaciones,ingresos espontaneos,2015-01-01,0,2,0,2,2
COTAGAITA,internaciones,ingresos espontaneos,2015-01-01,0,2,0,2,2
COTOCA,internaciones,ingresos espontaneos,2015-01-01,35,118,35,118,153
CUATRO CAÑADAS,internaciones,ingresos espontaneos,2015-01-01,17,22,17,22,39
CUCHUMUELA (V. G. VILLARROEL),internaciones,ingresos espontaneos,2015-01-01,0,1,0,1,1
CUEVO,internaciones,ingresos espontaneos,2015-01-01,1,6,1,6,7
CULPINA,internaciones,ingresos espontaneos,2015-01-01,0,22,0,22,22
CURAHUARA DE CARANGAS,internaciones,ingresos espontaneos,2015-01-01,0,2,0,2,2
DESAGUADERO,internaciones,ingresos espontaneos,2015-01-01,0,5,0,5,5
EL ALTO,internaciones,ingresos espontaneos,2015-01-01,934,2500,934,2500,3434
EL PUENTE(STC),internaciones,ingresos espontaneos,2015-01-01,14,17,14,17,31
EL TORNO,internaciones,ingresos espontaneos,2015-01-01,296,417,296,417,713
EL VILLAR,internaciones,ingresos espontaneos,2015-01-01,0,1,0,1,1
ENTRE RIOS TRJ,internaciones,ingresos espontaneos,2015-01-01,3,33,3,33,36
ENTRE RIOS CBBA,internaciones,ingresos espontaneos,2015-01-01,2,21,2,21,23
ESCOMA,internaciones,ingresos espontaneos,2015-01-01,1,10,1,10,11
EUCALIPTUS,internaciones,ingresos espontaneos,2015-01-01,0,8,0,8,8
FERNANDEZ ALONSO,internaciones,ingresos espontaneos,2015-01-01,2,1,2,1,3
FILADELFIA,internaciones,ingresos espontaneos,2015-01-01,0,6,0,6,6
GENERAL SAAVEDRA,internaciones,ingresos espontaneos,2015-01-01,9,30,9,30,39
GRAL. J.J. PEREZ (CHARAZANI),internaciones,ingresos espontaneos,2015-01-01,0,3,0,3,3
GUANAY,internaciones,ingresos espontaneos,2015-01-01,4,28,4,28,32
GUAQUI,internaciones,ingresos espontaneos,2015-01-01,0,4,0,4,4
GUAYARAMERIN,internaciones,ingresos espontaneos,2015-01-01,151,372,151,372,523
GUTIERREZ,internaciones,ingresos espontaneos,2015-01-01,8,25,8,25,33
HUACARETA,internaciones,ingresos espontaneos,2015-01-01,12,20,12,20,32
HUACAYA (VILLA DE HUACAYA),internaciones,ingresos espontaneos,2015-01-01,1,4,1,4,5
HUANUNI,internaciones,ingresos espontaneos,2015-01-01,82,127,82,127,209
HUARACAJE,internaciones,ingresos espontaneos,2015-01-01,5,12,5,12,17
HUATAJATA,internaciones,ingresos espontaneos,2015-01-01,0,1,0,1,1
HUAYLLAMARCA,internaciones,ingresos espontaneos,2015-01-01,2,6,2,6,8
ICLA,internaciones,ingresos espontaneos,2015-01-01,0,5,0,5,5
INCAHUASI,internaciones,ingresos espontaneos,2015-01-01,2,14,2,14,16
INGAVI (HUMAITA),internaciones,ingresos espontaneos,2015-01-01,0,3,0,3,3
INQUISIVI,internaciones,ingresos espontaneos,2015-01-01,1,3,1,3,4
IRUPANA (VILLA DE LANZA),internaciones,ingresos espontaneos,2015-01-01,6,23,6,23,29
IXIAMAS,internaciones,ingresos espontaneos,2015-01-01,5,21,5,21,26
JESUS DE MACHACA,internaciones,ingresos espontaneos,2015-01-01,3,13,3,13,16
LA ASUNTA,internaciones,ingresos espontaneos,2015-01-01,0,41,0,41,41
LA GUARDIA,internaciones,ingresos espontaneos,2015-01-01,36,89,36,89,125
LA PAZ,internaciones,ingresos espontaneos,2015-01-01,2867,4888,2867,4888,7755
LAGUNILLAS,internaciones,ingresos espontaneos,2015-01-01,2,6,2,6,8
LAJA,internaciones,ingresos espontaneos,2015-01-01,0,2,0,2,2
LAS CARRERAS,internaciones,ingresos espontaneos,2015-01-01,0,5,0,5,5
LLALLAGUA,internaciones,ingresos espontaneos,2015-01-01,63,220,63,220,283
LLICA,internaciones,ingresos espontaneos,2015-01-01,0,3,0,3,3
LURIBAY,internaciones,ingresos espontaneos,2015-01-01,0,7,0,7,7
MACHACAMARCA,internaciones,ingresos espontaneos,2015-01-01,0,2,0,2,2
MACHARETI,internaciones,ingresos espontaneos,2015-01-01,0,11,0,11,11
MAGDALENA,internaciones,ingresos espontaneos,2015-01-01,27,61,27,61,88
MAIRANA,internaciones,ingresos espontaneos,2015-01-01,5,47,5,47,52
MAPIRI,internaciones,ingresos espontaneos,2015-01-01,5,30,5,30,35
MECAPACA,internaciones,ingresos espontaneos,2015-01-01,0,6,0,6,6
MINEROS,internaciones,ingresos espontaneos,2015-01-01,0,6,0,6,6
MIZQUE,internaciones,ingresos espontaneos,2015-01-01,14,43,14,43,57
MOCOMOCO,internaciones,ingresos espontaneos,2015-01-01,0,2,0,2,2
MOJOCOYA,internaciones,ingresos espontaneos,2015-01-01,1,14,1,14,15
MONTEAGUDO,internaciones,ingresos espontaneos,2015-01-01,44,106,44,106,150
MONTERO,internaciones,ingresos espontaneos,2015-01-01,362,551,362,551,913
MORO MORO,internaciones,ingresos espontaneos,2015-01-01,1,0,1,0,1
MOROCHATA,internaciones,ingresos espontaneos,2015-01-01,1,2,1,2,3
OCURI,internaciones,ingresos espontaneos,2015-01-01,0,4,0,4,4
OKINAWA,internaciones,ingresos espontaneos,2015-01-01,5,17,5,17,22
OMEREQUE,internaciones,ingresos espontaneos,2015-01-01,8,11,8,11,19
ORURO,internaciones,ingresos espontaneos,2015-01-01,841,1595,841,1595,2436
PADILLA,internaciones,ingresos espontaneos,2015-01-01,16,39,16,39,55
PAILON,internaciones,ingresos espontaneos,2015-01-01,12,85,12,85,97
PALCA,internaciones,ingresos espontaneos,2015-01-01,0,3,0,3,3
PALOS BLANCOS,internaciones,ingresos espontaneos,2015-01-01,8,35,8,35,43
PAMPA AULLAGAS,internaciones,ingresos espontaneos,2015-01-01,0,3,0,3,3
PAMPA GRANDE,internaciones,ingresos espontaneos,2015-01-01,5,21,5,21,26
PAPEL PAMPA,internaciones,ingresos espontaneos,2015-01-01,0,5,0,5,5
PATACAMAYA,internaciones,ingresos espontaneos,2015-01-01,33,0,33,0,33
POCOATA,internaciones,ingresos espontaneos,2015-01-01,0,6,0,6,6
POCONA,internaciones,ingresos espontaneos,2015-01-01,0,8,0,8,8
POJO (CBBA),internaciones,ingresos espontaneos,2015-01-01,0,8,0,8,8
POOPO,internaciones,ingresos espontaneos,2015-01-01,0,3,0,3,3
POROMA,internaciones,ingresos espontaneos,2015-01-01,0,3,0,3,3
PORONGO,internaciones,ingresos espontaneos,2015-01-01,0,4,0,4,4
PORTACHUELO,internaciones,ingresos espontaneos,2015-01-01,64,164,64,164,228
PORVENIR,internaciones,ingresos espontaneos,2015-01-01,3,3,3,3,6
POSTRER VALLE,internaciones,ingresos espontaneos,2015-01-01,0,5,0,5,5
POTOSI,internaciones,ingresos espontaneos,2015-01-01,687,1296,687,1296,1983
PRESTO,internaciones,ingresos espontaneos,2015-01-01,1,6,1,6,7
PUCARA,internaciones,ingresos espontaneos,2015-01-01,0,2,0,2,2
PUCARANI,internaciones,ingresos espontaneos,2015-01-01,3,6,3,6,9
PUERTO ACOSTA,internaciones,ingresos espontaneos,2015-01-01,0,2,0,2,2
PUERTO CARABUCO,internaciones,ingresos espontaneos,2015-01-01,0,1,0,1,1
PUERTO GONZALO MORENO,internaciones,ingresos espontaneos,2015-01-01,0,3,0,3,3
PUERTO PEREZ,internaciones,ingresos espontaneos,2015-01-01,0,1,0,1,1
PUERTO QUIJARRO,internaciones,ingresos espontaneos,2015-01-01,14,30,14,30,44
PUERTO RICO,internaciones,ingresos espontaneos,2015-01-01,6,13,6,13,19
PUERTO SILES,internaciones,ingresos espontaneos,2015-01-01,1,1,1,1,2
PUERTO SUAREZ,internaciones,ingresos espontaneos,2015-01-01,27,58,27,58,85
PUERTO VILLARROEL,internaciones,ingresos espontaneos,2015-01-01,83,171,83,171,254
PUNATA,internaciones,ingresos espontaneos,2015-01-01,85,124,85,124,209
QUILLACOLLO,internaciones,ingresos espontaneos,2015-01-01,43,367,43,367,410
QUIRUSILLAS,internaciones,ingresos espontaneos,2015-01-01,1,2,1,2,3
REYES,internaciones,ingresos espontaneos,2015-01-01,9,20,9,20,29
RIBERALTA,internaciones,ingresos espontaneos,2015-01-01,367,555,367,555,922
ROBORE,internaciones,ingresos espontaneos,2015-01-01,47,74,47,74,121
RURRENABAQUE,internaciones,ingresos espontaneos,2015-01-01,52,91,52,91,143
SABAYA,internaciones,ingresos espontaneos,2015-01-01,0,1,0,1,1
SACABA,internaciones,ingresos espontaneos,2015-01-01,108,408,108,408,516
SACABAMBA,internaciones,ingresos espontaneos,2015-01-01,5,7,5,7,12
SACACA,internaciones,ingresos espontaneos,2015-01-01,1,12,1,12,13
SAIPINA,internaciones,ingresos espontaneos,2015-01-01,2,9,2,9,11
SALINAS DE GARCI MENDOZA,internaciones,ingresos espontaneos,2015-01-01,1,7,1,7,8
SAMAIPATA,internaciones,ingresos espontaneos,2015-01-01,5,12,5,12,17
SAN ANDRES,internaciones,ingresos espontaneos,2015-01-01,0,2,0,2,2
SAN ANTONIO DE LOMERIO,internaciones,ingresos espontaneos,2015-01-01,2,12,2,12,14
SAN BENITO,internaciones,ingresos espontaneos,2015-01-01,1,8,1,8,9
SAN BORJA,internaciones,ingresos espontaneos,2015-01-01,39,121,39,121,160
SAN BUENA VENTURA,internaciones,ingresos espontaneos,2015-01-01,7,26,7,26,33
SAN CARLOS,internaciones,ingresos espontaneos,2015-01-01,37,102,37,102,139
SAN IGNACIO,internaciones,ingresos espontaneos,2015-01-01,23,83,23,83,106
SAN IGNACIO DE VELASCO,internaciones,ingresos espontaneos,2015-01-01,91,219,91,219,310
SAN JAVIER(STC),internaciones,ingresos espontaneos,2015-01-01,8,17,8,17,25
SAN JOAQUIN,internaciones,ingresos espontaneos,2015-01-01,16,26,16,26,42
SAN JOSE DE CHIQUITOS,internaciones,ingresos espontaneos,2015-01-01,41,136,41,136,177
SAN JUAN DE YAPACANI,internaciones,ingresos espontaneos,2015-01-01,32,46,32,46,78
SAN JULIAN,internaciones,ingresos espontaneos,2015-01-01,47,148,47,148,195
SAN LORENZO(TJA),internaciones,ingresos espontaneos,2015-01-01,0,5,0,5,5
SAN LUCAS,internaciones,ingresos espontaneos,2015-01-01,7,37,7,37,44
SAN MATIAS,internaciones,ingresos espontaneos,2015-01-01,21,40,21,40,61
SAN MIGUEL DE VELASCO,internaciones,ingresos espontaneos,2015-01-01,5,20,5,20,25
SAN PEDRO,internaciones,ingresos espontaneos,2015-01-01,4,9,4,9,13
SAN PEDRO DE TIQUINA,internaciones,ingresos espontaneos,2015-01-01,0,1,0,1,1
SAN RAFAEL,internaciones,ingresos espontaneos,2015-01-01,4,15,4,15,19
SAN RAMON BENI,internaciones,ingresos espontaneos,2015-01-01,13,27,13,27,40
SAN RAMON SCZ,internaciones,ingresos espontaneos,2015-01-01,13,34,13,34,47
SANTA ANA,internaciones,ingresos espontaneos,2015-01-01,30,77,30,77,107
SANTA CRUZ DE LA SIERRA,internaciones,ingresos espontaneos,2015-01-01,3747,5525,3747,5525,9272
SANTA ROSA,internaciones,ingresos espontaneos,2015-01-01,11,17,11,17,28
SANTA ROSA DEL SARA,internaciones,ingresos espontaneos,2015-01-01,15,21,15,21,36
SANTIAGO DE CALLAPA,internaciones,ingresos espontaneos,2015-01-01,0,1,0,1,1
SANTIAGO DE HUARI,internaciones,ingresos espontaneos,2015-01-01,0,2,0,2,2
SANTIAGO DE MACHACA,internaciones,ingresos espontaneos,2015-01-01,0,1,0,1,1
SANTIVAÑES,internaciones,ingresos espontaneos,2015-01-01,0,5,0,5,5
SANTUARIO DE QUILLACAS,internaciones,ingresos espontaneos,2015-01-01,0,2,0,2,2
SAPAHAQUI,internaciones,ingresos espontaneos,2015-01-01,0,3,0,3,3
SENA,internaciones,ingresos espontaneos,2015-01-01,4,16,4,16,20
SHINAOTA,internaciones,ingresos espontaneos,2015-01-01,12,62,12,62,74
SICA SICA (VILLA AROMA),internaciones,ingresos espontaneos,2015-01-01,0,4,0,4,4
SICAYA,internaciones,ingresos espontaneos,2015-01-01,0,1,0,1,1
SIPE SIPE,internaciones,ingresos espontaneos,2015-01-01,0,39,0,39,39
SOPACHUY,internaciones,ingresos espontaneos,2015-01-01,8,19,8,19,27
SORACACHI,internaciones,ingresos espontaneos,2015-01-01,0,1,0,1,1
SORATA,internaciones,ingresos espontaneos,2015-01-01,2,16,2,16,18
SUCRE,internaciones,ingresos espontaneos,2015-01-01,1282,2345,1282,2345,3627
TACACOMA,internaciones,ingresos espontaneos,2015-01-01,0,3,0,3,3
TACOPAYA,internaciones,ingresos espontaneos,2015-01-01,2,7,2,7,9
TAPACARI,internaciones,ingresos espontaneos,2015-01-01,0,5,0,5,5
TARABUCO,internaciones,ingresos espontaneos,2015-01-01,12,35,12,35,47
TARACO,internaciones,ingresos espontaneos,2015-01-01,0,4,0,4,4
TARATA,internaciones,ingresos espontaneos,2015-01-01,0,5,0,5,5
TARIJA,internaciones,ingresos espontaneos,2015-01-01,730,1467,730,1467,2197
TARVITA,internaciones,ingresos espontaneos,2015-01-01,3,20,3,20,23
TEOPONTE,internaciones,ingresos espontaneos,2015-01-01,0,6,0,6,6
TIAWANACU,internaciones,ingresos espontaneos,2015-01-01,0,9,0,9,9
TIPUANI,internaciones,ingresos espontaneos,2015-01-01,11,29,11,29,40
TIQUIPAYA,internaciones,ingresos espontaneos,2015-01-01,20,146,20,146,166
TIRAQUE (CBBA),internaciones,ingresos espontaneos,2015-01-01,0,33,0,33,33
TOCO,internaciones,ingresos espontaneos,2015-01-01,0,2,0,2,2
TOLATA,internaciones,ingresos espontaneos,2015-01-01,0,5,0,5,5
TOMINA,internaciones,ingresos espontaneos,2015-01-01,2,17,2,17,19
TORO TORO,internaciones,ingresos espontaneos,2015-01-01,0,2,0,2,2
TOTORA(CBBA),internaciones,ingresos espontaneos,2015-01-01,6,37,6,37,43
TRIGAL,internaciones,ingresos espontaneos,2015-01-01,1,7,1,7,8
TRINIDAD,internaciones,ingresos espontaneos,2015-01-01,334,721,334,721,1055
TUPIZA,internaciones,ingresos espontaneos,2015-01-01,135,206,135,206,341
UMALA,internaciones,ingresos espontaneos,2015-01-01,0,2,0,2,2
UNCIA,internaciones,ingresos espontaneos,2015-01-01,2,17,2,17,19
URUBICHA,internaciones,ingresos espontaneos,2015-01-01,8,13,8,13,21
UYUNI,internaciones,ingresos espontaneos,2015-01-01,48,66,48,66,114
VACAS,internaciones,ingresos espontaneos,2015-01-01,0,5,0,5,5
VALLEGRANDE,internaciones,ingresos espontaneos,2015-01-01,64,125,64,125,189
VIACHA,internaciones,ingresos espontaneos,2015-01-01,18,90,18,90,108
VILA VILA,internaciones,ingresos espontaneos,2015-01-01,0,1,0,1,1
VILLA CHARCAS,internaciones,ingresos espontaneos,2015-01-01,0,16,0,16,16
VILLA MONTES,internaciones,ingresos espontaneos,2015-01-01,66,193,66,193,259
VILLA RIVERO,internaciones,ingresos espontaneos,2015-01-01,4,11,4,11,15
VILLA SERRANO,internaciones,ingresos espontaneos,2015-01-01,0,1,0,1,1
VILLA TUNARI,internaciones,ingresos espontaneos,2015-01-01,113,54,113,54,167
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,ingresos espontaneos,2015-01-01,3,6,3,6,9
VILLAZON,internaciones,ingresos espontaneos,2015-01-01,76,159,76,159,235
VINTO,internaciones,ingresos espontaneos,2015-01-01,34,92,34,92,126
WARNES,internaciones,ingresos espontaneos,2015-01-01,40,85,40,85,125
YACUIBA,internaciones,ingresos espontaneos,2015-01-01,339,665,339,665,1004
YAMPARAEZ,internaciones,ingresos espontaneos,2015-01-01,0,5,0,5,5
YANACACHI,internaciones,ingresos espontaneos,2015-01-01,0,1,0,1,1
YAPACANI,internaciones,ingresos espontaneos,2015-01-01,83,141,83,141,224
YOTALA,internaciones,ingresos espontaneos,2015-01-01,4,11,4,11,15
ZUDAÑEZ,internaciones,ingresos espontaneos,2015-01-01,4,15,4,15,19
ACACIO,internaciones,ingresos espontaneos,2015-02-01,0,2,0,2,2
ACHACACHI,internaciones,ingresos espontaneos,2015-02-01,8,43,8,43,51
ACHOCALLA,internaciones,ingresos espontaneos,2015-02-01,0,3,0,3,3
AIQUILE,internaciones,ingresos espontaneos,2015-02-01,30,51,30,51,81
ALALAY,internaciones,ingresos espontaneos,2015-02-01,1,0,1,0,1
ALCALA,internaciones,ingresos espontaneos,2015-02-01,0,2,0,2,2
ALTO BENI,internaciones,ingresos espontaneos,2015-02-01,0,5,0,5,5
ANTEQUERA,internaciones,ingresos espontaneos,2015-02-01,0,3,0,3,3
ANZALDO,internaciones,ingresos espontaneos,2015-02-01,12,13,12,13,25
APOLO,internaciones,ingresos espontaneos,2015-02-01,2,16,2,16,18
ARANI,internaciones,ingresos espontaneos,2015-02-01,0,5,0,5,5
ARBIETO,internaciones,ingresos espontaneos,2015-02-01,0,13,0,13,13
ASCENCION DE GUARAYOS,internaciones,ingresos espontaneos,2015-02-01,1,99,1,99,100
ATOCHA,internaciones,ingresos espontaneos,2015-02-01,17,46,17,46,63
AYATA,internaciones,ingresos espontaneos,2015-02-01,0,1,0,1,1
AYO AYO,internaciones,ingresos espontaneos,2015-02-01,6,1,6,1,7
AYOPAYA (V. DE INDEPENDENCIA),internaciones,ingresos espontaneos,2015-02-01,10,26,10,26,36
AZURDUY,internaciones,ingresos espontaneos,2015-02-01,5,18,5,18,23
BAURES,internaciones,ingresos espontaneos,2015-02-01,4,13,4,13,17
BELLA FLOR,internaciones,ingresos espontaneos,2015-02-01,0,1,0,1,1
BERMEJO,internaciones,ingresos espontaneos,2015-02-01,193,333,193,333,526
BETANZOS,internaciones,ingresos espontaneos,2015-02-01,2,27,2,27,29
BOLIVAR,internaciones,ingresos espontaneos,2015-02-01,0,2,0,2,2
BOYUIBE,internaciones,ingresos espontaneos,2015-02-01,11,22,11,22,33
BUENA VISTA,internaciones,ingresos espontaneos,2015-02-01,8,1,8,1,9
CABEZAS,internaciones,ingresos espontaneos,2015-02-01,5,9,5,9,14
CAIROMA,internaciones,ingresos espontaneos,2015-02-01,0,6,0,6,6
"CAIZA ""D""",internaciones,ingresos espontaneos,2015-02-01,0,2,0,2,2
CAJUATA,internaciones,ingresos espontaneos,2015-02-01,0,8,0,8,8
CALAMARCA,internaciones,ingresos espontaneos,2015-02-01,0,8,0,8,8
CAMARGO,internaciones,ingresos espontaneos,2015-02-01,85,0,85,0,85
CAMIRI,internaciones,ingresos espontaneos,2015-02-01,171,316,171,316,487
CAPINOTA,internaciones,ingresos espontaneos,2015-02-01,1,27,1,27,28
CAQUIAVIRI,internaciones,ingresos espontaneos,2015-02-01,0,1,0,1,1
CARACOLLO,internaciones,ingresos espontaneos,2015-02-01,5,22,5,22,27
CARANAVI,internaciones,ingresos espontaneos,2015-02-01,30,114,30,114,144
CARAPARI,internaciones,ingresos espontaneos,2015-02-01,2,6,2,6,8
CARMEN RIVERO TORREZ,internaciones,ingresos espontaneos,2015-02-01,5,15,5,15,20
CHALLAPATA,internaciones,ingresos espontaneos,2015-02-01,21,92,21,92,113
CHARAGUA,internaciones,ingresos espontaneos,2015-02-01,12,34,12,34,46
CHAYANTA,internaciones,ingresos espontaneos,2015-02-01,1,9,1,9,10
CHIMORE,internaciones,ingresos espontaneos,2015-02-01,1,13,1,13,14
CHULUMANI (V. DE LA LIBERTAD),internaciones,ingresos espontaneos,2015-02-01,34,61,34,61,95
CHUMA,internaciones,ingresos espontaneos,2015-02-01,0,2,0,2,2
CKOCHAS,internaciones,ingresos espontaneos,2015-02-01,0,4,0,4,4
CLIZA,internaciones,ingresos espontaneos,2015-02-01,18,59,18,59,77
COBIJA,internaciones,ingresos espontaneos,2015-02-01,163,136,163,136,299
COCAPATA,internaciones,ingresos espontaneos,2015-02-01,0,4,0,4,4
COCHABAMBA,internaciones,ingresos espontaneos,2015-02-01,2748,4660,2748,4660,7408
COLCAPIRHUA,internaciones,ingresos espontaneos,2015-02-01,33,71,33,71,104
"COLCHA ""K""",internaciones,ingresos espontaneos,2015-02-01,1,1,1,1,2
COLLANA,internaciones,ingresos espontaneos,2015-02-01,0,1,0,1,1
COLOMI,internaciones,ingresos espontaneos,2015-02-01,1,18,1,18,19
COLPA BELGICA,internaciones,ingresos espontaneos,2015-02-01,14,23,14,23,37
COLQUECHACA,internaciones,ingresos espontaneos,2015-02-01,0,3,0,3,3
COLQUENCHA,internaciones,ingresos espontaneos,2015-02-01,0,3,0,3,3
COMARAPA,internaciones,ingresos espontaneos,2015-02-01,9,43,9,43,52
CONCEPCION,internaciones,ingresos espontaneos,2015-02-01,13,49,13,49,62
COPACABANA,internaciones,ingresos espontaneos,2015-02-01,8,0,8,0,8
CORIPATA,internaciones,ingresos espontaneos,2015-02-01,0,2,0,2,2
CORO CORO,internaciones,ingresos espontaneos,2015-02-01,0,2,0,2,2
COROICO,internaciones,ingresos espontaneos,2015-02-01,23,41,23,41,64
COTAGAITA,internaciones,ingresos espontaneos,2015-02-01,1,5,1,5,6
COTOCA,internaciones,ingresos espontaneos,2015-02-01,27,140,27,140,167
CUATRO CAÑADAS,internaciones,ingresos espontaneos,2015-02-01,14,12,14,12,26
CUEVO,internaciones,ingresos espontaneos,2015-02-01,3,3,3,3,6
CULPINA,internaciones,ingresos espontaneos,2015-02-01,4,23,4,23,27
CURAHUARA DE CARANGAS,internaciones,ingresos espontaneos,2015-02-01,0,3,0,3,3
DESAGUADERO,internaciones,ingresos espontaneos,2015-02-01,0,7,0,7,7
EL ALTO,internaciones,ingresos espontaneos,2015-02-01,645,1937,645,1937,2582
EL CHORO,internaciones,ingresos espontaneos,2015-02-01,0,1,0,1,1
EL PUENTE(STC),internaciones,ingresos espontaneos,2015-02-01,12,15,12,15,27
EL TORNO,internaciones,ingresos espontaneos,2015-02-01,360,374,360,374,734
ENTRE RIOS TRJ,internaciones,ingresos espontaneos,2015-02-01,11,20,11,20,31
ENTRE RIOS CBBA,internaciones,ingresos espontaneos,2015-02-01,5,42,5,42,47
ESCOMA,internaciones,ingresos espontaneos,2015-02-01,3,5,3,5,8
EUCALIPTUS,internaciones,ingresos espontaneos,2015-02-01,1,7,1,7,8
EXALTACION,internaciones,ingresos espontaneos,2015-02-01,0,1,0,1,1
