,group,variable,month,FALLECIDOS ANTES DE LAS 48 HRS. CANTIDAD,FALLECIDOS ANTES DE LAS 48 HRS. CANTIDAD,TOTALES,TOTALES,TOTALES
SOPACHUY,internaciones,fallecidos antes de las 48 hrs.,2018-01-01,1,0,1,0,1
SUCRE,internaciones,fallecidos antes de las 48 hrs.,2018-01-01,12,13,12,13,25
TARABUCO,internaciones,fallecidos antes de las 48 hrs.,2018-01-01,0,1,0,1,1
TARIJA,internaciones,fallecidos antes de las 48 hrs.,2018-01-01,15,16,15,16,31
TRINIDAD,internaciones,fallecidos antes de las 48 hrs.,2018-01-01,6,5,6,5,11
TUPIZA,internaciones,fallecidos antes de las 48 hrs.,2018-01-01,3,1,3,1,4
VALLEGRANDE,internaciones,fallecidos antes de las 48 hrs.,2018-01-01,1,0,1,0,1
VILLA MONTES,internaciones,fallecidos antes de las 48 hrs.,2018-01-01,1,2,1,2,3
VILLA TUNARI,internaciones,fallecidos antes de las 48 hrs.,2018-01-01,3,0,3,0,3
VILLAZON,internaciones,fallecidos antes de las 48 hrs.,2018-01-01,2,2,2,2,4
VINTO,internaciones,fallecidos antes de las 48 hrs.,2018-01-01,1,0,1,0,1
YACUIBA,internaciones,fallecidos antes de las 48 hrs.,2018-01-01,7,4,7,4,11
APOLO,internaciones,fallecidos antes de las 48 hrs.,2018-02-01,0,1,0,1,1
ASCENCION DE GUARAYOS,internaciones,fallecidos antes de las 48 hrs.,2018-02-01,2,0,2,0,2
BERMEJO,internaciones,fallecidos antes de las 48 hrs.,2018-02-01,0,1,0,1,1
CAMIRI,internaciones,fallecidos antes de las 48 hrs.,2018-02-01,0,1,0,1,1
CHARAGUA,internaciones,fallecidos antes de las 48 hrs.,2018-02-01,1,0,1,0,1
COBIJA,internaciones,fallecidos antes de las 48 hrs.,2018-02-01,1,2,1,2,3
COCHABAMBA,internaciones,fallecidos antes de las 48 hrs.,2018-02-01,26,22,26,22,48
CUEVO,internaciones,fallecidos antes de las 48 hrs.,2018-02-01,0,1,0,1,1
EL ALTO,internaciones,fallecidos antes de las 48 hrs.,2018-02-01,5,14,5,14,19
EL TORNO,internaciones,fallecidos antes de las 48 hrs.,2018-02-01,4,2,4,2,6
GUANAY,internaciones,fallecidos antes de las 48 hrs.,2018-02-01,1,0,1,0,1
GUAYARAMERIN,internaciones,fallecidos antes de las 48 hrs.,2018-02-01,2,2,2,2,4
GUTIERREZ,internaciones,fallecidos antes de las 48 hrs.,2018-02-01,1,0,1,0,1
LA ASUNTA,internaciones,fallecidos antes de las 48 hrs.,2018-02-01,1,0,1,0,1
LA PAZ,internaciones,fallecidos antes de las 48 hrs.,2018-02-01,14,17,14,17,31
MAPIRI,internaciones,fallecidos antes de las 48 hrs.,2018-02-01,1,1,1,1,2
MONTEAGUDO,internaciones,fallecidos antes de las 48 hrs.,2018-02-01,1,1,1,1,2
MONTERO,internaciones,fallecidos antes de las 48 hrs.,2018-02-01,7,5,7,5,12
ORURO,internaciones,fallecidos antes de las 48 hrs.,2018-02-01,7,1,7,1,8
PADILLA,internaciones,fallecidos antes de las 48 hrs.,2018-02-01,1,0,1,0,1
PORTACHUELO,internaciones,fallecidos antes de las 48 hrs.,2018-02-01,1,0,1,0,1
POTOSI,internaciones,fallecidos antes de las 48 hrs.,2018-02-01,7,7,7,7,14
REYES,internaciones,fallecidos antes de las 48 hrs.,2018-02-01,1,0,1,0,1
RIBERALTA,internaciones,fallecidos antes de las 48 hrs.,2018-02-01,0,4,0,4,4
ROBORE,internaciones,fallecidos antes de las 48 hrs.,2018-02-01,1,1,1,1,2
SAN BORJA,internaciones,fallecidos antes de las 48 hrs.,2018-02-01,1,0,1,0,1
SAN BUENA VENTURA,internaciones,fallecidos antes de las 48 hrs.,2018-02-01,1,0,1,0,1
SAN IGNACIO DE VELASCO,internaciones,fallecidos antes de las 48 hrs.,2018-02-01,1,1,1,1,2
SAN JOSE DE CHIQUITOS,internaciones,fallecidos antes de las 48 hrs.,2018-02-01,14,0,14,0,14
SAN PEDRO DE BUENA VISTA,internaciones,fallecidos antes de las 48 hrs.,2018-02-01,0,4,0,4,4
SANTA ANA,internaciones,fallecidos antes de las 48 hrs.,2018-02-01,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos antes de las 48 hrs.,2018-02-01,29,25,29,25,54
SUCRE,internaciones,fallecidos antes de las 48 hrs.,2018-02-01,9,11,9,11,20
TARABUCO,internaciones,fallecidos antes de las 48 hrs.,2018-02-01,0,1,0,1,1
TARIJA,internaciones,fallecidos antes de las 48 hrs.,2018-02-01,8,31,8,31,39
TEOPONTE,internaciones,fallecidos antes de las 48 hrs.,2018-02-01,1,0,1,0,1
TRINIDAD,internaciones,fallecidos antes de las 48 hrs.,2018-02-01,3,6,3,6,9
TUPIZA,internaciones,fallecidos antes de las 48 hrs.,2018-02-01,1,1,1,1,2
UYUNI,internaciones,fallecidos antes de las 48 hrs.,2018-02-01,1,0,1,0,1
VIACHA,internaciones,fallecidos antes de las 48 hrs.,2018-02-01,0,1,0,1,1
VILLA MONTES,internaciones,fallecidos antes de las 48 hrs.,2018-02-01,0,1,0,1,1
VILLA TUNARI,internaciones,fallecidos antes de las 48 hrs.,2018-02-01,1,0,1,0,1
YACUIBA,internaciones,fallecidos antes de las 48 hrs.,2018-02-01,4,5,4,5,9
YOTALA,internaciones,fallecidos antes de las 48 hrs.,2018-02-01,1,0,1,0,1
ASCENCION DE GUARAYOS,internaciones,fallecidos antes de las 48 hrs.,2018-03-01,2,0,2,0,2
AZURDUY,internaciones,fallecidos antes de las 48 hrs.,2018-03-01,0,1,0,1,1
BERMEJO,internaciones,fallecidos antes de las 48 hrs.,2018-03-01,1,1,1,1,2
CAMIRI,internaciones,fallecidos antes de las 48 hrs.,2018-03-01,4,1,4,1,5
CARANAVI,internaciones,fallecidos antes de las 48 hrs.,2018-03-01,0,2,0,2,2
CHALLAPATA,internaciones,fallecidos antes de las 48 hrs.,2018-03-01,2,0,2,0,2
CHULUMANI (V. DE LA LIBERTAD),internaciones,fallecidos antes de las 48 hrs.,2018-03-01,1,1,1,1,2
COBIJA,internaciones,fallecidos antes de las 48 hrs.,2018-03-01,2,3,2,3,5
COCHABAMBA,internaciones,fallecidos antes de las 48 hrs.,2018-03-01,35,28,35,28,63
COLQUECHACA,internaciones,fallecidos antes de las 48 hrs.,2018-03-01,0,1,0,1,1
EL ALTO,internaciones,fallecidos antes de las 48 hrs.,2018-03-01,9,9,9,9,18
EL TORNO,internaciones,fallecidos antes de las 48 hrs.,2018-03-01,0,1,0,1,1
GUAYARAMERIN,internaciones,fallecidos antes de las 48 hrs.,2018-03-01,2,3,2,3,5
LA ASUNTA,internaciones,fallecidos antes de las 48 hrs.,2018-03-01,1,0,1,0,1
LA PAZ,internaciones,fallecidos antes de las 48 hrs.,2018-03-01,12,14,12,14,26
MONTERO,internaciones,fallecidos antes de las 48 hrs.,2018-03-01,5,3,5,3,8
ORURO,internaciones,fallecidos antes de las 48 hrs.,2018-03-01,8,4,8,4,12
PADILLA,internaciones,fallecidos antes de las 48 hrs.,2018-03-01,1,0,1,0,1
PORTACHUELO,internaciones,fallecidos antes de las 48 hrs.,2018-03-01,1,0,1,0,1
POTOSI,internaciones,fallecidos antes de las 48 hrs.,2018-03-01,5,10,5,10,15
PUNATA,internaciones,fallecidos antes de las 48 hrs.,2018-03-01,2,0,2,0,2
RIBERALTA,internaciones,fallecidos antes de las 48 hrs.,2018-03-01,4,5,4,5,9
ROBORE,internaciones,fallecidos antes de las 48 hrs.,2018-03-01,1,1,1,1,2
RURRENABAQUE,internaciones,fallecidos antes de las 48 hrs.,2018-03-01,0,1,0,1,1
SACABA,internaciones,fallecidos antes de las 48 hrs.,2018-03-01,1,0,1,0,1
SAN BORJA,internaciones,fallecidos antes de las 48 hrs.,2018-03-01,1,2,1,2,3
SAN IGNACIO DE VELASCO,internaciones,fallecidos antes de las 48 hrs.,2018-03-01,3,2,3,2,5
SAN LUCAS,internaciones,fallecidos antes de las 48 hrs.,2018-03-01,1,0,1,0,1
SAN PEDRO,internaciones,fallecidos antes de las 48 hrs.,2018-03-01,5,6,5,6,11
SANTA ANA,internaciones,fallecidos antes de las 48 hrs.,2018-03-01,0,2,0,2,2
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos antes de las 48 hrs.,2018-03-01,51,43,51,43,94
SUCRE,internaciones,fallecidos antes de las 48 hrs.,2018-03-01,17,20,17,20,37
TARIJA,internaciones,fallecidos antes de las 48 hrs.,2018-03-01,8,15,8,15,23
TRINIDAD,internaciones,fallecidos antes de las 48 hrs.,2018-03-01,6,4,6,4,10
TUPIZA,internaciones,fallecidos antes de las 48 hrs.,2018-03-01,1,0,1,0,1
UYUNI,internaciones,fallecidos antes de las 48 hrs.,2018-03-01,0,1,0,1,1
VALLEGRANDE,internaciones,fallecidos antes de las 48 hrs.,2018-03-01,1,0,1,0,1
VIACHA,internaciones,fallecidos antes de las 48 hrs.,2018-03-01,0,1,0,1,1
VILLA MONTES,internaciones,fallecidos antes de las 48 hrs.,2018-03-01,2,2,2,2,4
VILLA TUNARI,internaciones,fallecidos antes de las 48 hrs.,2018-03-01,0,1,0,1,1
VILLAZON,internaciones,fallecidos antes de las 48 hrs.,2018-03-01,2,0,2,0,2
VINTO,internaciones,fallecidos antes de las 48 hrs.,2018-03-01,1,0,1,0,1
YACUIBA,internaciones,fallecidos antes de las 48 hrs.,2018-03-01,1,4,1,4,5
BERMEJO,internaciones,fallecidos antes de las 48 hrs.,2018-04-01,1,1,1,1,2
CAMARGO,internaciones,fallecidos antes de las 48 hrs.,2018-04-01,0,1,0,1,1
CAMIRI,internaciones,fallecidos antes de las 48 hrs.,2018-04-01,3,2,3,2,5
CARANAVI,internaciones,fallecidos antes de las 48 hrs.,2018-04-01,1,2,1,2,3
CHARAGUA,internaciones,fallecidos antes de las 48 hrs.,2018-04-01,1,0,1,0,1
COBIJA,internaciones,fallecidos antes de las 48 hrs.,2018-04-01,6,0,6,0,6
COCHABAMBA,internaciones,fallecidos antes de las 48 hrs.,2018-04-01,40,21,40,21,61
COTAGAITA,internaciones,fallecidos antes de las 48 hrs.,2018-04-01,0,1,0,1,1
EL ALTO,internaciones,fallecidos antes de las 48 hrs.,2018-04-01,10,4,10,4,14
EL TORNO,internaciones,fallecidos antes de las 48 hrs.,2018-04-01,3,0,3,0,3
ENTRE RIOS TRJ,internaciones,fallecidos antes de las 48 hrs.,2018-04-01,0,1,0,1,1
GUAYARAMERIN,internaciones,fallecidos antes de las 48 hrs.,2018-04-01,3,1,3,1,4
HUARACAJE,internaciones,fallecidos antes de las 48 hrs.,2018-04-01,0,1,0,1,1
LA PAZ,internaciones,fallecidos antes de las 48 hrs.,2018-04-01,14,17,14,17,31
MACHARETI,internaciones,fallecidos antes de las 48 hrs.,2018-04-01,0,1,0,1,1
MONTEAGUDO,internaciones,fallecidos antes de las 48 hrs.,2018-04-01,1,0,1,0,1
MONTERO,internaciones,fallecidos antes de las 48 hrs.,2018-04-01,5,4,5,4,9
ORURO,internaciones,fallecidos antes de las 48 hrs.,2018-04-01,8,6,8,6,14
PALOS BLANCOS,internaciones,fallecidos antes de las 48 hrs.,2018-04-01,1,0,1,0,1
PATACAMAYA,internaciones,fallecidos antes de las 48 hrs.,2018-04-01,0,1,0,1,1
POTOSI,internaciones,fallecidos antes de las 48 hrs.,2018-04-01,15,12,15,12,27
PUERTO SUAREZ,internaciones,fallecidos antes de las 48 hrs.,2018-04-01,2,0,2,0,2
PUERTO VILLARROEL,internaciones,fallecidos antes de las 48 hrs.,2018-04-01,1,0,1,0,1
PUNATA,internaciones,fallecidos antes de las 48 hrs.,2018-04-01,2,0,2,0,2
RIBERALTA,internaciones,fallecidos antes de las 48 hrs.,2018-04-01,3,4,3,4,7
ROBORE,internaciones,fallecidos antes de las 48 hrs.,2018-04-01,3,0,3,0,3
SACABA,internaciones,fallecidos antes de las 48 hrs.,2018-04-01,0,2,0,2,2
SAN BORJA,internaciones,fallecidos antes de las 48 hrs.,2018-04-01,1,3,1,3,4
SAN BUENA VENTURA,internaciones,fallecidos antes de las 48 hrs.,2018-04-01,1,0,1,0,1
SAN IGNACIO,internaciones,fallecidos antes de las 48 hrs.,2018-04-01,0,1,0,1,1
SAN IGNACIO DE VELASCO,internaciones,fallecidos antes de las 48 hrs.,2018-04-01,2,1,2,1,3
SAN JULIAN,internaciones,fallecidos antes de las 48 hrs.,2018-04-01,0,1,0,1,1
SAN RAMON BENI,internaciones,fallecidos antes de las 48 hrs.,2018-04-01,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos antes de las 48 hrs.,2018-04-01,26,27,26,27,53
SUCRE,internaciones,fallecidos antes de las 48 hrs.,2018-04-01,10,13,10,13,23
TARABUCO,internaciones,fallecidos antes de las 48 hrs.,2018-04-01,1,0,1,0,1
TARIJA,internaciones,fallecidos antes de las 48 hrs.,2018-04-01,14,10,14,10,24
TRINIDAD,internaciones,fallecidos antes de las 48 hrs.,2018-04-01,6,5,6,5,11
TUPIZA,internaciones,fallecidos antes de las 48 hrs.,2018-04-01,0,2,0,2,2
VALLEGRANDE,internaciones,fallecidos antes de las 48 hrs.,2018-04-01,1,0,1,0,1
VILLA CHARCAS,internaciones,fallecidos antes de las 48 hrs.,2018-04-01,0,1,0,1,1
VILLA TUNARI,internaciones,fallecidos antes de las 48 hrs.,2018-04-01,1,0,1,0,1
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,fallecidos antes de las 48 hrs.,2018-04-01,0,1,0,1,1
VILLAZON,internaciones,fallecidos antes de las 48 hrs.,2018-04-01,0,4,0,4,4
VINTO,internaciones,fallecidos antes de las 48 hrs.,2018-04-01,1,2,1,2,3
YACUIBA,internaciones,fallecidos antes de las 48 hrs.,2018-04-01,1,6,1,6,7
YAPACANI,internaciones,fallecidos antes de las 48 hrs.,2018-04-01,1,0,1,0,1
BERMEJO,internaciones,fallecidos antes de las 48 hrs.,2018-05-01,1,0,1,0,1
CAMARGO,internaciones,fallecidos antes de las 48 hrs.,2018-05-01,1,0,1,0,1
CAMIRI,internaciones,fallecidos antes de las 48 hrs.,2018-05-01,2,2,2,2,4
CARANAVI,internaciones,fallecidos antes de las 48 hrs.,2018-05-01,0,2,0,2,2
CHULUMANI (V. DE LA LIBERTAD),internaciones,fallecidos antes de las 48 hrs.,2018-05-01,1,1,1,1,2
COBIJA,internaciones,fallecidos antes de las 48 hrs.,2018-05-01,4,2,4,2,6
COCHABAMBA,internaciones,fallecidos antes de las 48 hrs.,2018-05-01,35,24,35,24,59
EL ALTO,internaciones,fallecidos antes de las 48 hrs.,2018-05-01,12,8,12,8,20
EL TORNO,internaciones,fallecidos antes de las 48 hrs.,2018-05-01,2,0,2,0,2
GUANAY,internaciones,fallecidos antes de las 48 hrs.,2018-05-01,0,1,0,1,1
GUAYARAMERIN,internaciones,fallecidos antes de las 48 hrs.,2018-05-01,5,3,5,3,8
GUTIERREZ,internaciones,fallecidos antes de las 48 hrs.,2018-05-01,1,0,1,0,1
LA PAZ,internaciones,fallecidos antes de las 48 hrs.,2018-05-01,13,33,13,33,46
MONTERO,internaciones,fallecidos antes de las 48 hrs.,2018-05-01,2,2,2,2,4
ORURO,internaciones,fallecidos antes de las 48 hrs.,2018-05-01,26,18,26,18,44
PADILLA,internaciones,fallecidos antes de las 48 hrs.,2018-05-01,0,1,0,1,1
PALOS BLANCOS,internaciones,fallecidos antes de las 48 hrs.,2018-05-01,1,0,1,0,1
PORTACHUELO,internaciones,fallecidos antes de las 48 hrs.,2018-05-01,4,0,4,0,4
POTOSI,internaciones,fallecidos antes de las 48 hrs.,2018-05-01,18,4,18,4,22
PUERTO SUAREZ,internaciones,fallecidos antes de las 48 hrs.,2018-05-01,1,1,1,1,2
PUERTO VILLARROEL,internaciones,fallecidos antes de las 48 hrs.,2018-05-01,1,0,1,0,1
PUNATA,internaciones,fallecidos antes de las 48 hrs.,2018-05-01,0,1,0,1,1
RIBERALTA,internaciones,fallecidos antes de las 48 hrs.,2018-05-01,3,4,3,4,7
RURRENABAQUE,internaciones,fallecidos antes de las 48 hrs.,2018-05-01,1,1,1,1,2
SAN BORJA,internaciones,fallecidos antes de las 48 hrs.,2018-05-01,1,0,1,0,1
SAN BUENA VENTURA,internaciones,fallecidos antes de las 48 hrs.,2018-05-01,1,1,1,1,2
SAN IGNACIO DE VELASCO,internaciones,fallecidos antes de las 48 hrs.,2018-05-01,1,5,1,5,6
SAN JAVIER(STC),internaciones,fallecidos antes de las 48 hrs.,2018-05-01,0,1,0,1,1
SAN RAMON SCZ,internaciones,fallecidos antes de las 48 hrs.,2018-05-01,0,1,0,1,1
SANTA ANA,internaciones,fallecidos antes de las 48 hrs.,2018-05-01,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos antes de las 48 hrs.,2018-05-01,56,47,56,47,103
SORATA,internaciones,fallecidos antes de las 48 hrs.,2018-05-01,1,0,1,0,1
SUCRE,internaciones,fallecidos antes de las 48 hrs.,2018-05-01,8,6,8,6,14
TARABUCO,internaciones,fallecidos antes de las 48 hrs.,2018-05-01,1,0,1,0,1
TARIJA,internaciones,fallecidos antes de las 48 hrs.,2018-05-01,8,12,8,12,20
TRINIDAD,internaciones,fallecidos antes de las 48 hrs.,2018-05-01,6,5,6,5,11
TUPIZA,internaciones,fallecidos antes de las 48 hrs.,2018-05-01,0,1,0,1,1
UYUNI,internaciones,fallecidos antes de las 48 hrs.,2018-05-01,2,0,2,0,2
VALLEGRANDE,internaciones,fallecidos antes de las 48 hrs.,2018-05-01,1,2,1,2,3
VIACHA,internaciones,fallecidos antes de las 48 hrs.,2018-05-01,0,1,0,1,1
VILLA MONTES,internaciones,fallecidos antes de las 48 hrs.,2018-05-01,2,1,2,1,3
VILLA TUNARI,internaciones,fallecidos antes de las 48 hrs.,2018-05-01,1,1,1,1,2
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,fallecidos antes de las 48 hrs.,2018-05-01,0,1,0,1,1
VILLAZON,internaciones,fallecidos antes de las 48 hrs.,2018-05-01,2,3,2,3,5
VINTO,internaciones,fallecidos antes de las 48 hrs.,2018-05-01,0,1,0,1,1
YACUIBA,internaciones,fallecidos antes de las 48 hrs.,2018-05-01,2,0,2,0,2
BERMEJO,internaciones,fallecidos antes de las 48 hrs.,2018-06-01,3,1,3,1,4
CABEZAS,internaciones,fallecidos antes de las 48 hrs.,2018-06-01,1,0,1,0,1
CAMARGO,internaciones,fallecidos antes de las 48 hrs.,2018-06-01,0,1,0,1,1
CAMIRI,internaciones,fallecidos antes de las 48 hrs.,2018-06-01,2,2,2,2,4
CARANAVI,internaciones,fallecidos antes de las 48 hrs.,2018-06-01,1,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),internaciones,fallecidos antes de las 48 hrs.,2018-06-01,0,1,0,1,1
COBIJA,internaciones,fallecidos antes de las 48 hrs.,2018-06-01,2,4,2,4,6
COCHABAMBA,internaciones,fallecidos antes de las 48 hrs.,2018-06-01,37,37,37,37,74
EL ALTO,internaciones,fallecidos antes de las 48 hrs.,2018-06-01,10,10,10,10,20
EL TORNO,internaciones,fallecidos antes de las 48 hrs.,2018-06-01,1,2,1,2,3
GUAYARAMERIN,internaciones,fallecidos antes de las 48 hrs.,2018-06-01,2,5,2,5,7
INCAHUASI,internaciones,fallecidos antes de las 48 hrs.,2018-06-01,0,1,0,1,1
INGAVI (HUMAITA),internaciones,fallecidos antes de las 48 hrs.,2018-06-01,1,0,1,0,1
LA ASUNTA,internaciones,fallecidos antes de las 48 hrs.,2018-06-01,0,2,0,2,2
LA PAZ,internaciones,fallecidos antes de las 48 hrs.,2018-06-01,17,24,17,24,41
LORETO,internaciones,fallecidos antes de las 48 hrs.,2018-06-01,1,0,1,0,1
MAGDALENA,internaciones,fallecidos antes de las 48 hrs.,2018-06-01,0,2,0,2,2
MAIRANA,internaciones,fallecidos antes de las 48 hrs.,2018-06-01,0,1,0,1,1
MINEROS,internaciones,fallecidos antes de las 48 hrs.,2018-06-01,0,2,0,2,2
MONTERO,internaciones,fallecidos antes de las 48 hrs.,2018-06-01,3,1,3,1,4
ORURO,internaciones,fallecidos antes de las 48 hrs.,2018-06-01,8,9,8,9,17
PALOS BLANCOS,internaciones,fallecidos antes de las 48 hrs.,2018-06-01,1,0,1,0,1
POTOSI,internaciones,fallecidos antes de las 48 hrs.,2018-06-01,8,9,8,9,17
PUERTO VILLARROEL,internaciones,fallecidos antes de las 48 hrs.,2018-06-01,1,1,1,1,2
PUNATA,internaciones,fallecidos antes de las 48 hrs.,2018-06-01,0,1,0,1,1
REYES,internaciones,fallecidos antes de las 48 hrs.,2018-06-01,0,1,0,1,1
RIBERALTA,internaciones,fallecidos antes de las 48 hrs.,2018-06-01,2,2,2,2,4
SACABA,internaciones,fallecidos antes de las 48 hrs.,2018-06-01,0,2,0,2,2
SAN BORJA,internaciones,fallecidos antes de las 48 hrs.,2018-06-01,0,1,0,1,1
SAN IGNACIO DE VELASCO,internaciones,fallecidos antes de las 48 hrs.,2018-06-01,2,1,2,1,3
SAN MATIAS,internaciones,fallecidos antes de las 48 hrs.,2018-06-01,0,1,0,1,1
SAN MIGUEL DE VELASCO,internaciones,fallecidos antes de las 48 hrs.,2018-06-01,2,0,2,0,2
SANTA ANA,internaciones,fallecidos antes de las 48 hrs.,2018-06-01,0,2,0,2,2
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos antes de las 48 hrs.,2018-06-01,41,44,41,44,85
SORATA,internaciones,fallecidos antes de las 48 hrs.,2018-06-01,1,0,1,0,1
SUCRE,internaciones,fallecidos antes de las 48 hrs.,2018-06-01,13,8,13,8,21
TARABUCO,internaciones,fallecidos antes de las 48 hrs.,2018-06-01,1,0,1,0,1
TARIJA,internaciones,fallecidos antes de las 48 hrs.,2018-06-01,11,9,11,9,20
TRINIDAD,internaciones,fallecidos antes de las 48 hrs.,2018-06-01,8,4,8,4,12
TUPIZA,internaciones,fallecidos antes de las 48 hrs.,2018-06-01,0,2,0,2,2
VIACHA,internaciones,fallecidos antes de las 48 hrs.,2018-06-01,0,2,0,2,2
VILLA MONTES,internaciones,fallecidos antes de las 48 hrs.,2018-06-01,2,1,2,1,3
VILLAZON,internaciones,fallecidos antes de las 48 hrs.,2018-06-01,1,0,1,0,1
VINTO,internaciones,fallecidos antes de las 48 hrs.,2018-06-01,0,1,0,1,1
YACUIBA,internaciones,fallecidos antes de las 48 hrs.,2018-06-01,3,3,3,3,6
AYATA,internaciones,fallecidos antes de las 48 hrs.,2018-07-01,2,0,2,0,2
BERMEJO,internaciones,fallecidos antes de las 48 hrs.,2018-07-01,1,2,1,2,3
CAMIRI,internaciones,fallecidos antes de las 48 hrs.,2018-07-01,1,5,1,5,6
CHALLAPATA,internaciones,fallecidos antes de las 48 hrs.,2018-07-01,0,1,0,1,1
COBIJA,internaciones,fallecidos antes de las 48 hrs.,2018-07-01,6,1,6,1,7
COCHABAMBA,internaciones,fallecidos antes de las 48 hrs.,2018-07-01,36,41,36,41,77
COMARAPA,internaciones,fallecidos antes de las 48 hrs.,2018-07-01,0,1,0,1,1
CONCEPCION,internaciones,fallecidos antes de las 48 hrs.,2018-07-01,0,2,0,2,2
EL ALTO,internaciones,fallecidos antes de las 48 hrs.,2018-07-01,7,9,7,9,16
EL TORNO,internaciones,fallecidos antes de las 48 hrs.,2018-07-01,5,2,5,2,7
