,group,variable,month,CONTRAREFERIDOS CANTIDAD,CONTRAREFERIDOS CANTIDAD,TOTALES,TOTALES,TOTALES
EL ALTO,internaciones,contrareferidos,2018-02-01,18,34,18,34,52
INQUISIVI,internaciones,contrareferidos,2018-02-01,0,2,0,2,2
LA PAZ,internaciones,contrareferidos,2018-02-01,9,72,9,72,81
MONTEAGUDO,internaciones,contrareferidos,2018-02-01,11,21,11,21,32
MONTERO,internaciones,contrareferidos,2018-02-01,58,309,58,309,367
ORURO,internaciones,contrareferidos,2018-02-01,3,0,3,0,3
PADILLA,internaciones,contrareferidos,2018-02-01,5,15,5,15,20
POTOSI,internaciones,contrareferidos,2018-02-01,10,6,10,6,16
PUERTO SUAREZ,internaciones,contrareferidos,2018-02-01,4,5,4,5,9
PUERTO VILLARROEL,internaciones,contrareferidos,2018-02-01,3,4,3,4,7
PUNATA,internaciones,contrareferidos,2018-02-01,22,71,22,71,93
QUILLACOLLO,internaciones,contrareferidos,2018-02-01,0,1,0,1,1
RIBERALTA,internaciones,contrareferidos,2018-02-01,22,90,22,90,112
ROBORE,internaciones,contrareferidos,2018-02-01,2,0,2,0,2
SACABA,internaciones,contrareferidos,2018-02-01,1,0,1,0,1
SAN IGNACIO DE VELASCO,internaciones,contrareferidos,2018-02-01,2,9,2,9,11
SAN JULIAN,internaciones,contrareferidos,2018-02-01,0,1,0,1,1
SAN LUCAS,internaciones,contrareferidos,2018-02-01,3,4,3,4,7
SANTA CRUZ DE LA SIERRA,internaciones,contrareferidos,2018-02-01,211,1324,211,1324,1535
SUCRE,internaciones,contrareferidos,2018-02-01,195,533,195,533,728
TARABUCO,internaciones,contrareferidos,2018-02-01,14,18,14,18,32
TARIJA,internaciones,contrareferidos,2018-02-01,4,14,4,14,18
TARVITA,internaciones,contrareferidos,2018-02-01,4,12,4,12,16
TRINIDAD,internaciones,contrareferidos,2018-02-01,7,8,7,8,15
TUPIZA,internaciones,contrareferidos,2018-02-01,20,45,20,45,65
VALLEGRANDE,internaciones,contrareferidos,2018-02-01,1,7,1,7,8
VILLA MONTES,internaciones,contrareferidos,2018-02-01,3,8,3,8,11
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,contrareferidos,2018-02-01,1,1,1,1,2
VILLAZON,internaciones,contrareferidos,2018-02-01,8,4,8,4,12
YACUIBA,internaciones,contrareferidos,2018-02-01,18,32,18,32,50
ZUDAÑEZ,internaciones,contrareferidos,2018-02-01,2,1,2,1,3
ACHACACHI,internaciones,contrareferidos,2018-03-01,0,8,0,8,8
ASCENCION DE GUARAYOS,internaciones,contrareferidos,2018-03-01,5,11,5,11,16
BERMEJO,internaciones,contrareferidos,2018-03-01,12,7,12,7,19
CAMARGO,internaciones,contrareferidos,2018-03-01,8,9,8,9,17
CAMIRI,internaciones,contrareferidos,2018-03-01,3,26,3,26,29
CARANAVI,internaciones,contrareferidos,2018-03-01,10,28,10,28,38
COBIJA,internaciones,contrareferidos,2018-03-01,47,161,47,161,208
COCHABAMBA,internaciones,contrareferidos,2018-03-01,37,483,37,483,520
EL ALTO,internaciones,contrareferidos,2018-03-01,16,60,16,60,76
LA PAZ,internaciones,contrareferidos,2018-03-01,23,78,23,78,101
MONTEAGUDO,internaciones,contrareferidos,2018-03-01,10,33,10,33,43
MONTERO,internaciones,contrareferidos,2018-03-01,44,320,44,320,364
ORURO,internaciones,contrareferidos,2018-03-01,1,2,1,2,3
PADILLA,internaciones,contrareferidos,2018-03-01,3,25,3,25,28
POTOSI,internaciones,contrareferidos,2018-03-01,7,15,7,15,22
PUERTO SUAREZ,internaciones,contrareferidos,2018-03-01,0,4,0,4,4
PUERTO VILLARROEL,internaciones,contrareferidos,2018-03-01,7,8,7,8,15
PUNATA,internaciones,contrareferidos,2018-03-01,14,77,14,77,91
RIBERALTA,internaciones,contrareferidos,2018-03-01,32,128,32,128,160
ROBORE,internaciones,contrareferidos,2018-03-01,0,1,0,1,1
SAN IGNACIO DE VELASCO,internaciones,contrareferidos,2018-03-01,7,18,7,18,25
SAN JOSE DE CHIQUITOS,internaciones,contrareferidos,2018-03-01,1,0,1,0,1
SAN JULIAN,internaciones,contrareferidos,2018-03-01,0,1,0,1,1
SAN LUCAS,internaciones,contrareferidos,2018-03-01,1,8,1,8,9
SANTA CRUZ DE LA SIERRA,internaciones,contrareferidos,2018-03-01,213,1774,213,1774,1987
SUCRE,internaciones,contrareferidos,2018-03-01,199,487,199,487,686
TARABUCO,internaciones,contrareferidos,2018-03-01,15,28,15,28,43
TARIJA,internaciones,contrareferidos,2018-03-01,10,24,10,24,34
TARVITA,internaciones,contrareferidos,2018-03-01,9,7,9,7,16
TRINIDAD,internaciones,contrareferidos,2018-03-01,7,6,7,6,13
TUPIZA,internaciones,contrareferidos,2018-03-01,37,31,37,31,68
VALLEGRANDE,internaciones,contrareferidos,2018-03-01,3,11,3,11,14
VILLA SERRANO,internaciones,contrareferidos,2018-03-01,1,1,1,1,2
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,contrareferidos,2018-03-01,1,0,1,0,1
VILLAZON,internaciones,contrareferidos,2018-03-01,6,9,6,9,15
YACUIBA,internaciones,contrareferidos,2018-03-01,19,45,19,45,64
ZUDAÑEZ,internaciones,contrareferidos,2018-03-01,0,1,0,1,1
ACHACACHI,internaciones,contrareferidos,2018-04-01,3,11,3,11,14
ASCENCION DE GUARAYOS,internaciones,contrareferidos,2018-04-01,3,8,3,8,11
BERMEJO,internaciones,contrareferidos,2018-04-01,7,12,7,12,19
CAMARGO,internaciones,contrareferidos,2018-04-01,7,18,7,18,25
CAMIRI,internaciones,contrareferidos,2018-04-01,0,21,0,21,21
CARANAVI,internaciones,contrareferidos,2018-04-01,4,35,4,35,39
COBIJA,internaciones,contrareferidos,2018-04-01,31,162,31,162,193
COCHABAMBA,internaciones,contrareferidos,2018-04-01,51,445,51,445,496
EL ALTO,internaciones,contrareferidos,2018-04-01,22,38,22,38,60
EL TORNO,internaciones,contrareferidos,2018-04-01,1,0,1,0,1
LA PAZ,internaciones,contrareferidos,2018-04-01,12,66,12,66,78
MONTEAGUDO,internaciones,contrareferidos,2018-04-01,17,15,17,15,32
MONTERO,internaciones,contrareferidos,2018-04-01,77,314,77,314,391
ORURO,internaciones,contrareferidos,2018-04-01,0,1,0,1,1
PADILLA,internaciones,contrareferidos,2018-04-01,4,16,4,16,20
PATACAMAYA,internaciones,contrareferidos,2018-04-01,0,1,0,1,1
POTOSI,internaciones,contrareferidos,2018-04-01,15,25,15,25,40
PUERTO SUAREZ,internaciones,contrareferidos,2018-04-01,1,1,1,1,2
PUERTO VILLARROEL,internaciones,contrareferidos,2018-04-01,1,2,1,2,3
PUNATA,internaciones,contrareferidos,2018-04-01,17,59,17,59,76
RIBERALTA,internaciones,contrareferidos,2018-04-01,30,244,30,244,274
SAN ANDRES,internaciones,contrareferidos,2018-04-01,0,1,0,1,1
SAN IGNACIO,internaciones,contrareferidos,2018-04-01,1,0,1,0,1
SAN IGNACIO DE VELASCO,internaciones,contrareferidos,2018-04-01,18,15,18,15,33
SAN JOSE DE CHIQUITOS,internaciones,contrareferidos,2018-04-01,2,6,2,6,8
SAN JULIAN,internaciones,contrareferidos,2018-04-01,0,1,0,1,1
SAN LUCAS,internaciones,contrareferidos,2018-04-01,1,2,1,2,3
SAN MIGUEL DE VELASCO,internaciones,contrareferidos,2018-04-01,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,internaciones,contrareferidos,2018-04-01,245,1509,245,1509,1754
SANTA ROSA DEL SARA,internaciones,contrareferidos,2018-04-01,2,1,2,1,3
SUCRE,internaciones,contrareferidos,2018-04-01,189,563,189,563,752
TARABUCO,internaciones,contrareferidos,2018-04-01,14,20,14,20,34
TARIJA,internaciones,contrareferidos,2018-04-01,2,6,2,6,8
TARVITA,internaciones,contrareferidos,2018-04-01,1,14,1,14,15
TRINIDAD,internaciones,contrareferidos,2018-04-01,0,1,0,1,1
TUPIZA,internaciones,contrareferidos,2018-04-01,29,55,29,55,84
VALLEGRANDE,internaciones,contrareferidos,2018-04-01,4,5,4,5,9
VILLAZON,internaciones,contrareferidos,2018-04-01,6,2,6,2,8
YACUIBA,internaciones,contrareferidos,2018-04-01,17,46,17,46,63
ZUDAÑEZ,internaciones,contrareferidos,2018-04-01,0,1,0,1,1
ACHACACHI,internaciones,contrareferidos,2018-05-01,2,11,2,11,13
AIQUILE,internaciones,contrareferidos,2018-05-01,1,6,1,6,7
ASCENCION DE GUARAYOS,internaciones,contrareferidos,2018-05-01,1,7,1,7,8
BERMEJO,internaciones,contrareferidos,2018-05-01,9,9,9,9,18
CAMARGO,internaciones,contrareferidos,2018-05-01,7,18,7,18,25
CAMIRI,internaciones,contrareferidos,2018-05-01,0,24,0,24,24
CARANAVI,internaciones,contrareferidos,2018-05-01,3,35,3,35,38
COBIJA,internaciones,contrareferidos,2018-05-01,31,150,31,150,181
COCHABAMBA,internaciones,contrareferidos,2018-05-01,31,386,31,386,417
EL ALTO,internaciones,contrareferidos,2018-05-01,18,70,18,70,88
LA PAZ,internaciones,contrareferidos,2018-05-01,20,65,20,65,85
MONTEAGUDO,internaciones,contrareferidos,2018-05-01,12,25,12,25,37
MONTERO,internaciones,contrareferidos,2018-05-01,67,339,67,339,406
ORURO,internaciones,contrareferidos,2018-05-01,3,4,3,4,7
PADILLA,internaciones,contrareferidos,2018-05-01,4,11,4,11,15
PATACAMAYA,internaciones,contrareferidos,2018-05-01,0,3,0,3,3
POTOSI,internaciones,contrareferidos,2018-05-01,10,23,10,23,33
PUERTO SUAREZ,internaciones,contrareferidos,2018-05-01,3,5,3,5,8
PUERTO VILLARROEL,internaciones,contrareferidos,2018-05-01,5,5,5,5,10
PUNATA,internaciones,contrareferidos,2018-05-01,25,50,25,50,75
RIBERALTA,internaciones,contrareferidos,2018-05-01,59,247,59,247,306
SAN IGNACIO DE VELASCO,internaciones,contrareferidos,2018-05-01,0,9,0,9,9
SAN LUCAS,internaciones,contrareferidos,2018-05-01,0,2,0,2,2
SANTA CRUZ DE LA SIERRA,internaciones,contrareferidos,2018-05-01,238,936,238,936,1174
SUCRE,internaciones,contrareferidos,2018-05-01,110,533,110,533,643
TARABUCO,internaciones,contrareferidos,2018-05-01,20,22,20,22,42
TARIJA,internaciones,contrareferidos,2018-05-01,10,15,10,15,25
TRINIDAD,internaciones,contrareferidos,2018-05-01,0,3,0,3,3
TUPIZA,internaciones,contrareferidos,2018-05-01,10,31,10,31,41
VALLEGRANDE,internaciones,contrareferidos,2018-05-01,0,4,0,4,4
VIACHA,internaciones,contrareferidos,2018-05-01,0,1,0,1,1
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,contrareferidos,2018-05-01,3,1,3,1,4
VILLAZON,internaciones,contrareferidos,2018-05-01,2,6,2,6,8
YACUIBA,internaciones,contrareferidos,2018-05-01,9,10,9,10,19
ACHACACHI,internaciones,contrareferidos,2018-06-01,2,1,2,1,3
AIQUILE,internaciones,contrareferidos,2018-06-01,3,7,3,7,10
ASCENCION DE GUARAYOS,internaciones,contrareferidos,2018-06-01,2,6,2,6,8
BERMEJO,internaciones,contrareferidos,2018-06-01,5,8,5,8,13
CAMARGO,internaciones,contrareferidos,2018-06-01,14,28,14,28,42
CAMIRI,internaciones,contrareferidos,2018-06-01,0,12,0,12,12
CARANAVI,internaciones,contrareferidos,2018-06-01,12,40,12,40,52
CLIZA,internaciones,contrareferidos,2018-06-01,0,11,0,11,11
COBIJA,internaciones,contrareferidos,2018-06-01,41,122,41,122,163
COCHABAMBA,internaciones,contrareferidos,2018-06-01,45,324,45,324,369
COROICO,internaciones,contrareferidos,2018-06-01,0,1,0,1,1
EL ALTO,internaciones,contrareferidos,2018-06-01,25,56,25,56,81
FERNANDEZ ALONSO,internaciones,contrareferidos,2018-06-01,0,1,0,1,1
GUAYARAMERIN,internaciones,contrareferidos,2018-06-01,0,1,0,1,1
LA PAZ,internaciones,contrareferidos,2018-06-01,31,91,31,91,122
MAIRANA,internaciones,contrareferidos,2018-06-01,0,1,0,1,1
MIZQUE,internaciones,contrareferidos,2018-06-01,0,2,0,2,2
MONTEAGUDO,internaciones,contrareferidos,2018-06-01,7,22,7,22,29
MONTERO,internaciones,contrareferidos,2018-06-01,58,297,58,297,355
ORURO,internaciones,contrareferidos,2018-06-01,4,1,4,1,5
PADILLA,internaciones,contrareferidos,2018-06-01,6,13,6,13,19
PATACAMAYA,internaciones,contrareferidos,2018-06-01,0,2,0,2,2
POCONA,internaciones,contrareferidos,2018-06-01,0,1,0,1,1
POTOSI,internaciones,contrareferidos,2018-06-01,12,29,12,29,41
PUERTO VILLARROEL,internaciones,contrareferidos,2018-06-01,4,2,4,2,6
PUNATA,internaciones,contrareferidos,2018-06-01,19,55,19,55,74
RIBERALTA,internaciones,contrareferidos,2018-06-01,38,295,38,295,333
SACABA,internaciones,contrareferidos,2018-06-01,0,1,0,1,1
SAN IGNACIO DE VELASCO,internaciones,contrareferidos,2018-06-01,8,14,8,14,22
SAN JOSE DE CHIQUITOS,internaciones,contrareferidos,2018-06-01,0,2,0,2,2
SAN JULIAN,internaciones,contrareferidos,2018-06-01,0,1,0,1,1
SAN LUCAS,internaciones,contrareferidos,2018-06-01,2,4,2,4,6
SAN MIGUEL DE VELASCO,internaciones,contrareferidos,2018-06-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,internaciones,contrareferidos,2018-06-01,187,775,187,775,962
SUCRE,internaciones,contrareferidos,2018-06-01,114,485,114,485,599
TARABUCO,internaciones,contrareferidos,2018-06-01,20,21,20,21,41
TARIJA,internaciones,contrareferidos,2018-06-01,3,7,3,7,10
TARVITA,internaciones,contrareferidos,2018-06-01,2,13,2,13,15
TRINIDAD,internaciones,contrareferidos,2018-06-01,1,0,1,0,1
TUPIZA,internaciones,contrareferidos,2018-06-01,6,36,6,36,42
VALLEGRANDE,internaciones,contrareferidos,2018-06-01,2,7,2,7,9
VIACHA,internaciones,contrareferidos,2018-06-01,0,1,0,1,1
VILLAZON,internaciones,contrareferidos,2018-06-01,4,5,4,5,9
YACUIBA,internaciones,contrareferidos,2018-06-01,13,15,13,15,28
ACHACACHI,internaciones,contrareferidos,2018-07-01,1,4,1,4,5
AIQUILE,internaciones,contrareferidos,2018-07-01,4,12,4,12,16
ASCENCION DE GUARAYOS,internaciones,contrareferidos,2018-07-01,3,5,3,5,8
BERMEJO,internaciones,contrareferidos,2018-07-01,5,15,5,15,20
CAMARGO,internaciones,contrareferidos,2018-07-01,8,16,8,16,24
CAMIRI,internaciones,contrareferidos,2018-07-01,1,17,1,17,18
CARANAVI,internaciones,contrareferidos,2018-07-01,3,25,3,25,28
COBIJA,internaciones,contrareferidos,2018-07-01,27,143,27,143,170
COCHABAMBA,internaciones,contrareferidos,2018-07-01,39,329,39,329,368
COROICO,internaciones,contrareferidos,2018-07-01,1,8,1,8,9
EL ALTO,internaciones,contrareferidos,2018-07-01,24,83,24,83,107
ESCOMA,internaciones,contrareferidos,2018-07-01,0,3,0,3,3
LA PAZ,internaciones,contrareferidos,2018-07-01,22,75,22,75,97
MINEROS,internaciones,contrareferidos,2018-07-01,1,0,1,0,1
MONTEAGUDO,internaciones,contrareferidos,2018-07-01,17,23,17,23,40
MONTERO,internaciones,contrareferidos,2018-07-01,59,289,59,289,348
ORURO,internaciones,contrareferidos,2018-07-01,3,1,3,1,4
PADILLA,internaciones,contrareferidos,2018-07-01,3,9,3,9,12
PATACAMAYA,internaciones,contrareferidos,2018-07-01,0,1,0,1,1
POTOSI,internaciones,contrareferidos,2018-07-01,11,24,11,24,35
PUERTO SUAREZ,internaciones,contrareferidos,2018-07-01,1,5,1,5,6
PUERTO VILLARROEL,internaciones,contrareferidos,2018-07-01,4,9,4,9,13
PUNATA,internaciones,contrareferidos,2018-07-01,31,63,31,63,94
RIBERALTA,internaciones,contrareferidos,2018-07-01,37,325,37,325,362
ROBORE,internaciones,contrareferidos,2018-07-01,0,1,0,1,1
SAN IGNACIO DE VELASCO,internaciones,contrareferidos,2018-07-01,6,22,6,22,28
SANTA CRUZ DE LA SIERRA,internaciones,contrareferidos,2018-07-01,289,776,289,776,1065
SUCRE,internaciones,contrareferidos,2018-07-01,118,493,118,493,611
TARABUCO,internaciones,contrareferidos,2018-07-01,16,35,16,35,51
TARIJA,internaciones,contrareferidos,2018-07-01,9,18,9,18,27
TARVITA,internaciones,contrareferidos,2018-07-01,6,16,6,16,22
TRINIDAD,internaciones,contrareferidos,2018-07-01,1,0,1,0,1
TUPIZA,internaciones,contrareferidos,2018-07-01,16,67,16,67,83
VALLEGRANDE,internaciones,contrareferidos,2018-07-01,0,9,0,9,9
VILLAZON,internaciones,contrareferidos,2018-07-01,6,14,6,14,20
YACUIBA,internaciones,contrareferidos,2018-07-01,25,33,25,33,58
ACHACACHI,internaciones,contrareferidos,2018-08-01,0,5,0,5,5
AIQUILE,internaciones,contrareferidos,2018-08-01,4,10,4,10,14
ANZALDO,internaciones,contrareferidos,2018-08-01,1,0,1,0,1
ASCENCION DE GUARAYOS,internaciones,contrareferidos,2018-08-01,3,4,3,4,7
BERMEJO,internaciones,contrareferidos,2018-08-01,4,5,4,5,9
CAMARGO,internaciones,contrareferidos,2018-08-01,11,21,11,21,32
CAMIRI,internaciones,contrareferidos,2018-08-01,1,15,1,15,16
CARACOLLO,internaciones,contrareferidos,2018-08-01,0,1,0,1,1
CARANAVI,internaciones,contrareferidos,2018-08-01,4,34,4,34,38
CHULUMANI (V. DE LA LIBERTAD),internaciones,contrareferidos,2018-08-01,2,2,2,2,4
COBIJA,internaciones,contrareferidos,2018-08-01,16,115,16,115,131
COCHABAMBA,internaciones,contrareferidos,2018-08-01,50,326,50,326,376
COLCAPIRHUA,internaciones,contrareferidos,2018-08-01,1,2,1,2,3
COROICO,internaciones,contrareferidos,2018-08-01,1,2,1,2,3
EL ALTO,internaciones,contrareferidos,2018-08-01,21,66,21,66,87
ESCOMA,internaciones,contrareferidos,2018-08-01,0,2,0,2,2
HUACARETA,internaciones,contrareferidos,2018-08-01,0,3,0,3,3
LA PAZ,internaciones,contrareferidos,2018-08-01,13,71,13,71,84
MONTEAGUDO,internaciones,contrareferidos,2018-08-01,9,21,9,21,30
MONTERO,internaciones,contrareferidos,2018-08-01,58,324,58,324,382
ORURO,internaciones,contrareferidos,2018-08-01,8,7,8,7,15
PADILLA,internaciones,contrareferidos,2018-08-01,7,20,7,20,27
POTOSI,internaciones,contrareferidos,2018-08-01,4,32,4,32,36
PUERTO QUIJARRO,internaciones,contrareferidos,2018-08-01,0,1,0,1,1
PUERTO SUAREZ,internaciones,contrareferidos,2018-08-01,0,2,0,2,2
PUERTO VILLARROEL,internaciones,contrareferidos,2018-08-01,6,5,6,5,11
PUNATA,internaciones,contrareferidos,2018-08-01,17,66,17,66,83
RIBERALTA,internaciones,contrareferidos,2018-08-01,112,742,112,742,854
SACABA,internaciones,contrareferidos,2018-08-01,0,1,0,1,1
SAN IGNACIO DE VELASCO,internaciones,contrareferidos,2018-08-01,3,21,3,21,24
SAN JOAQUIN,internaciones,contrareferidos,2018-08-01,1,1,1,1,2
SAN JOSE DE CHIQUITOS,internaciones,contrareferidos,2018-08-01,2,0,2,0,2
SAN LUCAS,internaciones,contrareferidos,2018-08-01,0,2,0,2,2
SANTA CRUZ DE LA SIERRA,internaciones,contrareferidos,2018-08-01,276,919,276,919,1195
SUCRE,internaciones,contrareferidos,2018-08-01,116,515,116,515,631
TARABUCO,internaciones,contrareferidos,2018-08-01,12,30,12,30,42
TARIJA,internaciones,contrareferidos,2018-08-01,7,21,7,21,28
TARVITA,internaciones,contrareferidos,2018-08-01,0,5,0,5,5
TRINIDAD,internaciones,contrareferidos,2018-08-01,0,1,0,1,1
TUPIZA,internaciones,contrareferidos,2018-08-01,8,52,8,52,60
VALLEGRANDE,internaciones,contrareferidos,2018-08-01,1,5,1,5,6
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,contrareferidos,2018-08-01,0,2,0,2,2
VILLAZON,internaciones,contrareferidos,2018-08-01,7,9,7,9,16
YACUIBA,internaciones,contrareferidos,2018-08-01,18,30,18,30,48
ACHACACHI,internaciones,contrareferidos,2018-09-01,1,6,1,6,7
AIQUILE,internaciones,contrareferidos,2018-09-01,4,9,4,9,13
ASCENCION DE GUARAYOS,internaciones,contrareferidos,2018-09-01,8,17,8,17,25
ATOCHA,internaciones,contrareferidos,2018-09-01,0,1,0,1,1
BERMEJO,internaciones,contrareferidos,2018-09-01,9,8,9,8,17
CAMARGO,internaciones,contrareferidos,2018-09-01,5,29,5,29,34
CAMIRI,internaciones,contrareferidos,2018-09-01,0,11,0,11,11
CARANAVI,internaciones,contrareferidos,2018-09-01,1,20,1,20,21
COBIJA,internaciones,contrareferidos,2018-09-01,28,165,28,165,193
COCHABAMBA,internaciones,contrareferidos,2018-09-01,45,377,45,377,422
COROICO,internaciones,contrareferidos,2018-09-01,1,4,1,4,5
EL ALTO,internaciones,contrareferidos,2018-09-01,22,103,22,103,125
GUAYARAMERIN,internaciones,contrareferidos,2018-09-01,0,1,0,1,1
LA PAZ,internaciones,contrareferidos,2018-09-01,24,72,24,72,96
MAGDALENA,internaciones,contrareferidos,2018-09-01,1,0,1,0,1
MINEROS,internaciones,contrareferidos,2018-09-01,0,2,0,2,2
MIZQUE,internaciones,contrareferidos,2018-09-01,0,2,0,2,2
MONTEAGUDO,internaciones,contrareferidos,2018-09-01,10,24,10,24,34
MONTERO,internaciones,contrareferidos,2018-09-01,77,269,77,269,346
ORURO,internaciones,contrareferidos,2018-09-01,5,3,5,3,8
PADILLA,internaciones,contrareferidos,2018-09-01,7,26,7,26,33
PASORAPA,internaciones,contrareferidos,2018-09-01,1,0,1,0,1
POTOSI,internaciones,contrareferidos,2018-09-01,8,22,8,22,30
PUERTO QUIJARRO,internaciones,contrareferidos,2018-09-01,1,0,1,0,1
PUERTO SUAREZ,internaciones,contrareferidos,2018-09-01,0,4,0,4,4
PUERTO VILLARROEL,internaciones,contrareferidos,2018-09-01,6,4,6,4,10
PUNATA,internaciones,contrareferidos,2018-09-01,24,69,24,69,93
QUILLACOLLO,internaciones,contrareferidos,2018-09-01,2,0,2,0,2
RIBERALTA,internaciones,contrareferidos,2018-09-01,64,359,64,359,423
SAN IGNACIO,internaciones,contrareferidos,2018-09-01,0,2,0,2,2
SAN IGNACIO DE VELASCO,internaciones,contrareferidos,2018-09-01,8,16,8,16,24
SAN JOSE DE CHIQUITOS,internaciones,contrareferidos,2018-09-01,1,0,1,0,1
SAN LUCAS,internaciones,contrareferidos,2018-09-01,8,0,8,0,8
SANTA CRUZ DE LA SIERRA,internaciones,contrareferidos,2018-09-01,228,934,228,934,1162
SUCRE,internaciones,contrareferidos,2018-09-01,123,515,123,515,638
TARABUCO,internaciones,contrareferidos,2018-09-01,11,24,11,24,35
TARIJA,internaciones,contrareferidos,2018-09-01,15,170,15,170,185
TRINIDAD,internaciones,contrareferidos,2018-09-01,3,4,3,4,7
TUPIZA,internaciones,contrareferidos,2018-09-01,14,46,14,46,60
VALLEGRANDE,internaciones,contrareferidos,2018-09-01,2,6,2,6,8
VIACHA,internaciones,contrareferidos,2018-09-01,2,5,2,5,7
VILLA TUNARI,internaciones,contrareferidos,2018-09-01,5,3,5,3,8
VILLAZON,internaciones,contrareferidos,2018-09-01,4,6,4,6,10
YACUIBA,internaciones,contrareferidos,2018-09-01,13,23,13,23,36
ACHACACHI,internaciones,contrareferidos,2018-10-01,0,3,0,3,3
