,group,variable,month,FALLECIDOS A PARTIR DE LAS 48 HRS. CANTIDAD,FALLECIDOS A PARTIR DE LAS 48 HRS. CANTIDAD,TOTALES,TOTALES,TOTALES
COBIJA,internaciones,fallecidos a partir de las 48 hrs.,2018-08-01,4,1,4,1,5
COCHABAMBA,internaciones,fallecidos a partir de las 48 hrs.,2018-08-01,79,78,79,78,157
COLCAPIRHUA,internaciones,fallecidos a partir de las 48 hrs.,2018-08-01,1,1,1,1,2
COROICO,internaciones,fallecidos a partir de las 48 hrs.,2018-08-01,1,0,1,0,1
EL ALTO,internaciones,fallecidos a partir de las 48 hrs.,2018-08-01,16,23,16,23,39
EL TORNO,internaciones,fallecidos a partir de las 48 hrs.,2018-08-01,3,3,3,3,6
ENTRE RIOS TRJ,internaciones,fallecidos a partir de las 48 hrs.,2018-08-01,0,1,0,1,1
GUAYARAMERIN,internaciones,fallecidos a partir de las 48 hrs.,2018-08-01,1,2,1,2,3
HUACAYA (VILLA DE HUACAYA),internaciones,fallecidos a partir de las 48 hrs.,2018-08-01,1,0,1,0,1
LA GUARDIA,internaciones,fallecidos a partir de las 48 hrs.,2018-08-01,1,0,1,0,1
LA PAZ,internaciones,fallecidos a partir de las 48 hrs.,2018-08-01,95,87,95,87,182
MINEROS,internaciones,fallecidos a partir de las 48 hrs.,2018-08-01,1,0,1,0,1
MONTEAGUDO,internaciones,fallecidos a partir de las 48 hrs.,2018-08-01,1,1,1,1,2
MONTERO,internaciones,fallecidos a partir de las 48 hrs.,2018-08-01,5,5,5,5,10
ORURO,internaciones,fallecidos a partir de las 48 hrs.,2018-08-01,33,21,33,21,54
PORTACHUELO,internaciones,fallecidos a partir de las 48 hrs.,2018-08-01,0,3,0,3,3
POTOSI,internaciones,fallecidos a partir de las 48 hrs.,2018-08-01,11,9,11,9,20
PUERTO VILLARROEL,internaciones,fallecidos a partir de las 48 hrs.,2018-08-01,1,0,1,0,1
PUNATA,internaciones,fallecidos a partir de las 48 hrs.,2018-08-01,1,0,1,0,1
REYES,internaciones,fallecidos a partir de las 48 hrs.,2018-08-01,1,0,1,0,1
RIBERALTA,internaciones,fallecidos a partir de las 48 hrs.,2018-08-01,5,5,5,5,10
SACABA,internaciones,fallecidos a partir de las 48 hrs.,2018-08-01,0,1,0,1,1
SAN BORJA,internaciones,fallecidos a partir de las 48 hrs.,2018-08-01,1,0,1,0,1
SAN JOSE DE CHIQUITOS,internaciones,fallecidos a partir de las 48 hrs.,2018-08-01,1,0,1,0,1
SAN JULIAN,internaciones,fallecidos a partir de las 48 hrs.,2018-08-01,1,0,1,0,1
SANTA ANA,internaciones,fallecidos a partir de las 48 hrs.,2018-08-01,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos a partir de las 48 hrs.,2018-08-01,89,78,89,78,167
SUCRE,internaciones,fallecidos a partir de las 48 hrs.,2018-08-01,26,26,26,26,52
TARIJA,internaciones,fallecidos a partir de las 48 hrs.,2018-08-01,19,18,19,18,37
TRINIDAD,internaciones,fallecidos a partir de las 48 hrs.,2018-08-01,12,10,12,10,22
TUPIZA,internaciones,fallecidos a partir de las 48 hrs.,2018-08-01,2,0,2,0,2
VILLA MONTES,internaciones,fallecidos a partir de las 48 hrs.,2018-08-01,3,0,3,0,3
VILLAZON,internaciones,fallecidos a partir de las 48 hrs.,2018-08-01,1,0,1,0,1
VINTO,internaciones,fallecidos a partir de las 48 hrs.,2018-08-01,0,1,0,1,1
YACUIBA,internaciones,fallecidos a partir de las 48 hrs.,2018-08-01,3,4,3,4,7
AIQUILE,internaciones,fallecidos a partir de las 48 hrs.,2018-09-01,1,0,1,0,1
ASCENCION DE GUARAYOS,internaciones,fallecidos a partir de las 48 hrs.,2018-09-01,1,0,1,0,1
BERMEJO,internaciones,fallecidos a partir de las 48 hrs.,2018-09-01,1,0,1,0,1
CAMIRI,internaciones,fallecidos a partir de las 48 hrs.,2018-09-01,0,1,0,1,1
CARANAVI,internaciones,fallecidos a partir de las 48 hrs.,2018-09-01,3,0,3,0,3
COBIJA,internaciones,fallecidos a partir de las 48 hrs.,2018-09-01,1,1,1,1,2
COCHABAMBA,internaciones,fallecidos a partir de las 48 hrs.,2018-09-01,73,58,73,58,131
COLCAPIRHUA,internaciones,fallecidos a partir de las 48 hrs.,2018-09-01,1,0,1,0,1
COROICO,internaciones,fallecidos a partir de las 48 hrs.,2018-09-01,0,1,0,1,1
EL ALTO,internaciones,fallecidos a partir de las 48 hrs.,2018-09-01,11,15,11,15,26
EL TORNO,internaciones,fallecidos a partir de las 48 hrs.,2018-09-01,3,3,3,3,6
GUAYARAMERIN,internaciones,fallecidos a partir de las 48 hrs.,2018-09-01,1,3,1,3,4
HUACARETA,internaciones,fallecidos a partir de las 48 hrs.,2018-09-01,0,1,0,1,1
LA GUARDIA,internaciones,fallecidos a partir de las 48 hrs.,2018-09-01,1,0,1,0,1
LA PAZ,internaciones,fallecidos a partir de las 48 hrs.,2018-09-01,65,86,65,86,151
MINEROS,internaciones,fallecidos a partir de las 48 hrs.,2018-09-01,0,1,0,1,1
MONTEAGUDO,internaciones,fallecidos a partir de las 48 hrs.,2018-09-01,3,0,3,0,3
MONTERO,internaciones,fallecidos a partir de las 48 hrs.,2018-09-01,6,7,6,7,13
ORURO,internaciones,fallecidos a partir de las 48 hrs.,2018-09-01,24,14,24,14,38
PADILLA,internaciones,fallecidos a partir de las 48 hrs.,2018-09-01,1,0,1,0,1
PORTACHUELO,internaciones,fallecidos a partir de las 48 hrs.,2018-09-01,2,0,2,0,2
POTOSI,internaciones,fallecidos a partir de las 48 hrs.,2018-09-01,18,9,18,9,27
PUNATA,internaciones,fallecidos a partir de las 48 hrs.,2018-09-01,2,1,2,1,3
RIBERALTA,internaciones,fallecidos a partir de las 48 hrs.,2018-09-01,4,2,4,2,6
SACABA,internaciones,fallecidos a partir de las 48 hrs.,2018-09-01,1,0,1,0,1
SAN BORJA,internaciones,fallecidos a partir de las 48 hrs.,2018-09-01,0,2,0,2,2
SAN BUENA VENTURA,internaciones,fallecidos a partir de las 48 hrs.,2018-09-01,1,0,1,0,1
SAN IGNACIO DE VELASCO,internaciones,fallecidos a partir de las 48 hrs.,2018-09-01,1,1,1,1,2
SAN JOSE DE CHIQUITOS,internaciones,fallecidos a partir de las 48 hrs.,2018-09-01,1,2,1,2,3
SAN MATIAS,internaciones,fallecidos a partir de las 48 hrs.,2018-09-01,1,0,1,0,1
SAN MIGUEL DE VELASCO,internaciones,fallecidos a partir de las 48 hrs.,2018-09-01,0,1,0,1,1
SANTA ANA,internaciones,fallecidos a partir de las 48 hrs.,2018-09-01,0,2,0,2,2
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos a partir de las 48 hrs.,2018-09-01,93,75,93,75,168
SUCRE,internaciones,fallecidos a partir de las 48 hrs.,2018-09-01,18,23,18,23,41
TARIJA,internaciones,fallecidos a partir de las 48 hrs.,2018-09-01,15,18,15,18,33
TARVITA,internaciones,fallecidos a partir de las 48 hrs.,2018-09-01,0,1,0,1,1
TRINIDAD,internaciones,fallecidos a partir de las 48 hrs.,2018-09-01,12,6,12,6,18
TUPIZA,internaciones,fallecidos a partir de las 48 hrs.,2018-09-01,1,0,1,0,1
VALLEGRANDE,internaciones,fallecidos a partir de las 48 hrs.,2018-09-01,1,1,1,1,2
VILLA MONTES,internaciones,fallecidos a partir de las 48 hrs.,2018-09-01,2,1,2,1,3
VILLAZON,internaciones,fallecidos a partir de las 48 hrs.,2018-09-01,1,2,1,2,3
YACUIBA,internaciones,fallecidos a partir de las 48 hrs.,2018-09-01,4,1,4,1,5
BERMEJO,internaciones,fallecidos a partir de las 48 hrs.,2018-10-01,0,0,0,0,0
CAMARGO,internaciones,fallecidos a partir de las 48 hrs.,2018-10-01,0,2,0,2,2
CAMIRI,internaciones,fallecidos a partir de las 48 hrs.,2018-10-01,1,0,1,0,1
CARANAVI,internaciones,fallecidos a partir de las 48 hrs.,2018-10-01,0,1,0,1,1
COBIJA,internaciones,fallecidos a partir de las 48 hrs.,2018-10-01,1,3,1,3,4
COCHABAMBA,internaciones,fallecidos a partir de las 48 hrs.,2018-10-01,73,75,73,75,148
COLCAPIRHUA,internaciones,fallecidos a partir de las 48 hrs.,2018-10-01,1,0,1,0,1
CULPINA,internaciones,fallecidos a partir de las 48 hrs.,2018-10-01,1,0,1,0,1
EL ALTO,internaciones,fallecidos a partir de las 48 hrs.,2018-10-01,12,17,12,17,29
EL TORNO,internaciones,fallecidos a partir de las 48 hrs.,2018-10-01,3,1,3,1,4
GUAYARAMERIN,internaciones,fallecidos a partir de las 48 hrs.,2018-10-01,2,3,2,3,5
LA PAZ,internaciones,fallecidos a partir de las 48 hrs.,2018-10-01,69,65,69,65,134
LLALLAGUA,internaciones,fallecidos a partir de las 48 hrs.,2018-10-01,1,0,1,0,1
MAGDALENA,internaciones,fallecidos a partir de las 48 hrs.,2018-10-01,1,0,1,0,1
MINEROS,internaciones,fallecidos a partir de las 48 hrs.,2018-10-01,0,1,0,1,1
MONTEAGUDO,internaciones,fallecidos a partir de las 48 hrs.,2018-10-01,1,1,1,1,2
MONTERO,internaciones,fallecidos a partir de las 48 hrs.,2018-10-01,3,3,3,3,6
ORURO,internaciones,fallecidos a partir de las 48 hrs.,2018-10-01,16,21,16,21,37
PORTACHUELO,internaciones,fallecidos a partir de las 48 hrs.,2018-10-01,1,1,1,1,2
POTOSI,internaciones,fallecidos a partir de las 48 hrs.,2018-10-01,10,13,10,13,23
PUERTO SUAREZ,internaciones,fallecidos a partir de las 48 hrs.,2018-10-01,1,2,1,2,3
PUERTO VILLARROEL,internaciones,fallecidos a partir de las 48 hrs.,2018-10-01,0,1,0,1,1
RIBERALTA,internaciones,fallecidos a partir de las 48 hrs.,2018-10-01,4,5,4,5,9
SACABA,internaciones,fallecidos a partir de las 48 hrs.,2018-10-01,0,2,0,2,2
SAN BORJA,internaciones,fallecidos a partir de las 48 hrs.,2018-10-01,2,0,2,0,2
SAN IGNACIO DE VELASCO,internaciones,fallecidos a partir de las 48 hrs.,2018-10-01,3,2,3,2,5
SANTA ANA,internaciones,fallecidos a partir de las 48 hrs.,2018-10-01,2,0,2,0,2
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos a partir de las 48 hrs.,2018-10-01,60,54,60,54,114
SANTA ROSA,internaciones,fallecidos a partir de las 48 hrs.,2018-10-01,0,1,0,1,1
SUCRE,internaciones,fallecidos a partir de las 48 hrs.,2018-10-01,18,25,18,25,43
TARIJA,internaciones,fallecidos a partir de las 48 hrs.,2018-10-01,15,22,15,22,37
TRINIDAD,internaciones,fallecidos a partir de las 48 hrs.,2018-10-01,9,8,9,8,17
TUPIZA,internaciones,fallecidos a partir de las 48 hrs.,2018-10-01,0,1,0,1,1
UYUNI,internaciones,fallecidos a partir de las 48 hrs.,2018-10-01,1,0,1,0,1
VALLEGRANDE,internaciones,fallecidos a partir de las 48 hrs.,2018-10-01,1,3,1,3,4
VIACHA,internaciones,fallecidos a partir de las 48 hrs.,2018-10-01,0,2,0,2,2
VILLA MONTES,internaciones,fallecidos a partir de las 48 hrs.,2018-10-01,3,0,3,0,3
VILLAZON,internaciones,fallecidos a partir de las 48 hrs.,2018-10-01,0,1,0,1,1
YACUIBA,internaciones,fallecidos a partir de las 48 hrs.,2018-10-01,5,0,5,0,5
BERMEJO,internaciones,fallecidos a partir de las 48 hrs.,2018-11-01,0,1,0,1,1
CAMIRI,internaciones,fallecidos a partir de las 48 hrs.,2018-11-01,1,0,1,0,1
CARANAVI,internaciones,fallecidos a partir de las 48 hrs.,2018-11-01,2,6,2,6,8
CHALLAPATA,internaciones,fallecidos a partir de las 48 hrs.,2018-11-01,1,2,1,2,3
COBIJA,internaciones,fallecidos a partir de las 48 hrs.,2018-11-01,4,3,4,3,7
COCHABAMBA,internaciones,fallecidos a partir de las 48 hrs.,2018-11-01,108,78,108,78,186
COLCAPIRHUA,internaciones,fallecidos a partir de las 48 hrs.,2018-11-01,2,0,2,0,2
COROICO,internaciones,fallecidos a partir de las 48 hrs.,2018-11-01,0,1,0,1,1
EL ALTO,internaciones,fallecidos a partir de las 48 hrs.,2018-11-01,19,14,19,14,33
EL TORNO,internaciones,fallecidos a partir de las 48 hrs.,2018-11-01,2,0,2,0,2
ENTRE RIOS TRJ,internaciones,fallecidos a partir de las 48 hrs.,2018-11-01,0,1,0,1,1
GUAYARAMERIN,internaciones,fallecidos a partir de las 48 hrs.,2018-11-01,1,2,1,2,3
HUANUNI,internaciones,fallecidos a partir de las 48 hrs.,2018-11-01,0,1,0,1,1
LA GUARDIA,internaciones,fallecidos a partir de las 48 hrs.,2018-11-01,2,0,2,0,2
LA PAZ,internaciones,fallecidos a partir de las 48 hrs.,2018-11-01,71,89,71,89,160
LLALLAGUA,internaciones,fallecidos a partir de las 48 hrs.,2018-11-01,1,2,1,2,3
MAIRANA,internaciones,fallecidos a partir de las 48 hrs.,2018-11-01,0,1,0,1,1
MINEROS,internaciones,fallecidos a partir de las 48 hrs.,2018-11-01,0,2,0,2,2
MONTEAGUDO,internaciones,fallecidos a partir de las 48 hrs.,2018-11-01,1,0,1,0,1
MONTERO,internaciones,fallecidos a partir de las 48 hrs.,2018-11-01,3,1,3,1,4
ORURO,internaciones,fallecidos a partir de las 48 hrs.,2018-11-01,25,14,25,14,39
PORTACHUELO,internaciones,fallecidos a partir de las 48 hrs.,2018-11-01,1,2,1,2,3
POTOSI,internaciones,fallecidos a partir de las 48 hrs.,2018-11-01,10,10,10,10,20
PUERTO QUIJARRO,internaciones,fallecidos a partir de las 48 hrs.,2018-11-01,0,1,0,1,1
PUNATA,internaciones,fallecidos a partir de las 48 hrs.,2018-11-01,2,2,2,2,4
REYES,internaciones,fallecidos a partir de las 48 hrs.,2018-11-01,1,0,1,0,1
RIBERALTA,internaciones,fallecidos a partir de las 48 hrs.,2018-11-01,5,4,5,4,9
ROBORE,internaciones,fallecidos a partir de las 48 hrs.,2018-11-01,1,0,1,0,1
SAN BORJA,internaciones,fallecidos a partir de las 48 hrs.,2018-11-01,0,2,0,2,2
SAN IGNACIO DE VELASCO,internaciones,fallecidos a partir de las 48 hrs.,2018-11-01,1,0,1,0,1
SAN JOSE DE CHIQUITOS,internaciones,fallecidos a partir de las 48 hrs.,2018-11-01,0,1,0,1,1
SAN JULIAN,internaciones,fallecidos a partir de las 48 hrs.,2018-11-01,1,0,1,0,1
SAN RAMON SCZ,internaciones,fallecidos a partir de las 48 hrs.,2018-11-01,0,1,0,1,1
SANTA ANA,internaciones,fallecidos a partir de las 48 hrs.,2018-11-01,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos a partir de las 48 hrs.,2018-11-01,89,98,89,98,187
SUCRE,internaciones,fallecidos a partir de las 48 hrs.,2018-11-01,22,19,22,19,41
TARABUCO,internaciones,fallecidos a partir de las 48 hrs.,2018-11-01,0,1,0,1,1
TARIJA,internaciones,fallecidos a partir de las 48 hrs.,2018-11-01,14,20,14,20,34
TRINIDAD,internaciones,fallecidos a partir de las 48 hrs.,2018-11-01,6,5,6,5,11
TUPIZA,internaciones,fallecidos a partir de las 48 hrs.,2018-11-01,1,0,1,0,1
VIACHA,internaciones,fallecidos a partir de las 48 hrs.,2018-11-01,0,1,0,1,1
VILLA MONTES,internaciones,fallecidos a partir de las 48 hrs.,2018-11-01,2,0,2,0,2
VILLA TUNARI,internaciones,fallecidos a partir de las 48 hrs.,2018-11-01,1,1,1,1,2
YACUIBA,internaciones,fallecidos a partir de las 48 hrs.,2018-11-01,1,1,1,1,2
AIQUILE,internaciones,fallecidos a partir de las 48 hrs.,2018-12-01,1,0,1,0,1
BERMEJO,internaciones,fallecidos a partir de las 48 hrs.,2018-12-01,1,0,1,0,1
BOYUIBE,internaciones,fallecidos a partir de las 48 hrs.,2018-12-01,1,0,1,0,1
CAMIRI,internaciones,fallecidos a partir de las 48 hrs.,2018-12-01,2,2,2,2,4
CAPINOTA,internaciones,fallecidos a partir de las 48 hrs.,2018-12-01,1,0,1,0,1
CARANAVI,internaciones,fallecidos a partir de las 48 hrs.,2018-12-01,2,0,2,0,2
CARMEN RIVERO TORREZ,internaciones,fallecidos a partir de las 48 hrs.,2018-12-01,0,1,0,1,1
COBIJA,internaciones,fallecidos a partir de las 48 hrs.,2018-12-01,5,1,5,1,6
COCHABAMBA,internaciones,fallecidos a partir de las 48 hrs.,2018-12-01,73,66,73,66,139
EL ALTO,internaciones,fallecidos a partir de las 48 hrs.,2018-12-01,16,9,16,9,25
EL TORNO,internaciones,fallecidos a partir de las 48 hrs.,2018-12-01,3,0,3,0,3
GUAYARAMERIN,internaciones,fallecidos a partir de las 48 hrs.,2018-12-01,2,3,2,3,5
LA GUARDIA,internaciones,fallecidos a partir de las 48 hrs.,2018-12-01,1,0,1,0,1
LA PAZ,internaciones,fallecidos a partir de las 48 hrs.,2018-12-01,64,54,64,54,118
MONTEAGUDO,internaciones,fallecidos a partir de las 48 hrs.,2018-12-01,0,1,0,1,1
MONTERO,internaciones,fallecidos a partir de las 48 hrs.,2018-12-01,5,2,5,2,7
ORURO,internaciones,fallecidos a partir de las 48 hrs.,2018-12-01,32,20,32,20,52
PALOS BLANCOS,internaciones,fallecidos a partir de las 48 hrs.,2018-12-01,1,0,1,0,1
PORTACHUELO,internaciones,fallecidos a partir de las 48 hrs.,2018-12-01,0,1,0,1,1
POTOSI,internaciones,fallecidos a partir de las 48 hrs.,2018-12-01,11,11,11,11,22
PUNATA,internaciones,fallecidos a partir de las 48 hrs.,2018-12-01,1,1,1,1,2
RIBERALTA,internaciones,fallecidos a partir de las 48 hrs.,2018-12-01,5,2,5,2,7
ROBORE,internaciones,fallecidos a partir de las 48 hrs.,2018-12-01,1,0,1,0,1
RURRENABAQUE,internaciones,fallecidos a partir de las 48 hrs.,2018-12-01,1,0,1,0,1
SACABA,internaciones,fallecidos a partir de las 48 hrs.,2018-12-01,0,1,0,1,1
SAN BORJA,internaciones,fallecidos a partir de las 48 hrs.,2018-12-01,0,1,0,1,1
SAN IGNACIO DE VELASCO,internaciones,fallecidos a partir de las 48 hrs.,2018-12-01,1,0,1,0,1
SAN JULIAN,internaciones,fallecidos a partir de las 48 hrs.,2018-12-01,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos a partir de las 48 hrs.,2018-12-01,92,94,92,94,186
SANTA ROSA,internaciones,fallecidos a partir de las 48 hrs.,2018-12-01,1,0,1,0,1
SOPACHUY,internaciones,fallecidos a partir de las 48 hrs.,2018-12-01,1,0,1,0,1
SUCRE,internaciones,fallecidos a partir de las 48 hrs.,2018-12-01,21,20,21,20,41
TARIJA,internaciones,fallecidos a partir de las 48 hrs.,2018-12-01,9,8,9,8,17
TRINIDAD,internaciones,fallecidos a partir de las 48 hrs.,2018-12-01,9,5,9,5,14
VALLEGRANDE,internaciones,fallecidos a partir de las 48 hrs.,2018-12-01,1,1,1,1,2
VILLA MONTES,internaciones,fallecidos a partir de las 48 hrs.,2018-12-01,1,2,1,2,3
YACUIBA,internaciones,fallecidos a partir de las 48 hrs.,2018-12-01,3,1,3,1,4
YAPACANI,internaciones,fallecidos a partir de las 48 hrs.,2018-12-01,1,0,1,0,1
