,group,variable,month,INGRESOS ESPONTÁNEOS CANTIDAD,INGRESOS ESPONTÁNEOS CANTIDAD,TOTALES,TOTALES,TOTALES
CHAQUI,internaciones,ingresos espontaneos,2018-04-01,0,2,0,2,2
CHARAGUA,internaciones,ingresos espontaneos,2018-04-01,30,80,30,80,110
CHAYANTA,internaciones,ingresos espontaneos,2018-04-01,1,10,1,10,11
CHIMORE,internaciones,ingresos espontaneos,2018-04-01,12,29,12,29,41
CHUA COCANI,internaciones,ingresos espontaneos,2018-04-01,0,1,0,1,1
CHULUMANI (V. DE LA LIBERTAD),internaciones,ingresos espontaneos,2018-04-01,32,49,32,49,81
CHUMA,internaciones,ingresos espontaneos,2018-04-01,4,1,4,1,5
CKOCHAS,internaciones,ingresos espontaneos,2018-04-01,0,3,0,3,3
CLIZA,internaciones,ingresos espontaneos,2018-04-01,10,52,10,52,62
COBIJA,internaciones,ingresos espontaneos,2018-04-01,238,363,238,363,601
COCAPATA,internaciones,ingresos espontaneos,2018-04-01,0,15,0,15,15
COCHABAMBA,internaciones,ingresos espontaneos,2018-04-01,2998,5014,2998,5014,8012
COLCAPIRHUA,internaciones,ingresos espontaneos,2018-04-01,18,113,18,113,131
"COLCHA ""K""",internaciones,ingresos espontaneos,2018-04-01,1,2,1,2,3
COLLANA,internaciones,ingresos espontaneos,2018-04-01,0,1,0,1,1
COLOMI,internaciones,ingresos espontaneos,2018-04-01,1,25,1,25,26
COLPA BELGICA,internaciones,ingresos espontaneos,2018-04-01,5,25,5,25,30
COLQUECHACA,internaciones,ingresos espontaneos,2018-04-01,0,17,0,17,17
COLQUENCHA,internaciones,ingresos espontaneos,2018-04-01,0,6,0,6,6
COLQUIRI,internaciones,ingresos espontaneos,2018-04-01,0,3,0,3,3
COMARAPA,internaciones,ingresos espontaneos,2018-04-01,1,46,1,46,47
CONCEPCION,internaciones,ingresos espontaneos,2018-04-01,11,53,11,53,64
COPACABANA,internaciones,ingresos espontaneos,2018-04-01,2,8,2,8,10
CORIPATA,internaciones,ingresos espontaneos,2018-04-01,0,12,0,12,12
CORO CORO,internaciones,ingresos espontaneos,2018-04-01,0,3,0,3,3
COROICO,internaciones,ingresos espontaneos,2018-04-01,36,47,36,47,83
COTAGAITA,internaciones,ingresos espontaneos,2018-04-01,6,22,6,22,28
COTOCA,internaciones,ingresos espontaneos,2018-04-01,61,207,61,207,268
CUATRO CAÑADAS,internaciones,ingresos espontaneos,2018-04-01,12,26,12,26,38
CUEVO,internaciones,ingresos espontaneos,2018-04-01,2,3,2,3,5
CULPINA,internaciones,ingresos espontaneos,2018-04-01,7,27,7,27,34
CURAHUARA DE CARANGAS,internaciones,ingresos espontaneos,2018-04-01,0,1,0,1,1
DESAGUADERO,internaciones,ingresos espontaneos,2018-04-01,0,2,0,2,2
EL ALTO,internaciones,ingresos espontaneos,2018-04-01,1216,2396,1216,2396,3612
EL PUENTE(STC),internaciones,ingresos espontaneos,2018-04-01,22,27,22,27,49
EL TORNO,internaciones,ingresos espontaneos,2018-04-01,216,519,216,519,735
EL VILLAR,internaciones,ingresos espontaneos,2018-04-01,0,1,0,1,1
ENTRE RIOS TRJ,internaciones,ingresos espontaneos,2018-04-01,4,15,4,15,19
ENTRE RIOS CBBA,internaciones,ingresos espontaneos,2018-04-01,3,39,3,39,42
ESCOMA,internaciones,ingresos espontaneos,2018-04-01,0,3,0,3,3
EUCALIPTUS,internaciones,ingresos espontaneos,2018-04-01,0,6,0,6,6
EXALTACION,internaciones,ingresos espontaneos,2018-04-01,2,4,2,4,6
FERNANDEZ ALONSO,internaciones,ingresos espontaneos,2018-04-01,15,22,15,22,37
FILADELFIA,internaciones,ingresos espontaneos,2018-04-01,5,4,5,4,9
GENERAL SAAVEDRA,internaciones,ingresos espontaneos,2018-04-01,11,31,11,31,42
GRAL. J.J. PEREZ (CHARAZANI),internaciones,ingresos espontaneos,2018-04-01,0,2,0,2,2
GUANAY,internaciones,ingresos espontaneos,2018-04-01,1,29,1,29,30
GUAQUI,internaciones,ingresos espontaneos,2018-04-01,0,2,0,2,2
GUAYARAMERIN,internaciones,ingresos espontaneos,2018-04-01,122,297,122,297,419
GUTIERREZ,internaciones,ingresos espontaneos,2018-04-01,13,32,13,32,45
HUACARETA,internaciones,ingresos espontaneos,2018-04-01,9,15,9,15,24
HUACAYA (VILLA DE HUACAYA),internaciones,ingresos espontaneos,2018-04-01,2,1,2,1,3
HUACHACALLA,internaciones,ingresos espontaneos,2018-04-01,0,1,0,1,1
HUANUNI,internaciones,ingresos espontaneos,2018-04-01,100,113,100,113,213
HUARACAJE,internaciones,ingresos espontaneos,2018-04-01,5,22,5,22,27
HUAYLLAMARCA,internaciones,ingresos espontaneos,2018-04-01,1,1,1,1,2
HUMANATA,internaciones,ingresos espontaneos,2018-04-01,0,1,0,1,1
ICHOCA,internaciones,ingresos espontaneos,2018-04-01,0,2,0,2,2
ICLA,internaciones,ingresos espontaneos,2018-04-01,0,4,0,4,4
INCAHUASI,internaciones,ingresos espontaneos,2018-04-01,1,9,1,9,10
IRUPANA (VILLA DE LANZA),internaciones,ingresos espontaneos,2018-04-01,14,12,14,12,26
IXIAMAS,internaciones,ingresos espontaneos,2018-04-01,7,9,7,9,16
JESUS DE MACHACA,internaciones,ingresos espontaneos,2018-04-01,0,8,0,8,8
LA ASUNTA,internaciones,ingresos espontaneos,2018-04-01,0,58,0,58,58
LA GUARDIA,internaciones,ingresos espontaneos,2018-04-01,67,100,67,100,167
LA PAZ,internaciones,ingresos espontaneos,2018-04-01,2072,4465,2072,4465,6537
LAGUNILLAS,internaciones,ingresos espontaneos,2018-04-01,6,3,6,3,9
LAJA,internaciones,ingresos espontaneos,2018-04-01,0,5,0,5,5
LAS CARRERAS,internaciones,ingresos espontaneos,2018-04-01,0,3,0,3,3
LLALLAGUA,internaciones,ingresos espontaneos,2018-04-01,87,193,87,193,280
LLICA,internaciones,ingresos espontaneos,2018-04-01,0,4,0,4,4
MACHARETI,internaciones,ingresos espontaneos,2018-04-01,9,10,9,10,19
MAGDALENA,internaciones,ingresos espontaneos,2018-04-01,25,60,25,60,85
MAIRANA,internaciones,ingresos espontaneos,2018-04-01,3,33,3,33,36
MAPIRI,internaciones,ingresos espontaneos,2018-04-01,10,37,10,37,47
MECAPACA,internaciones,ingresos espontaneos,2018-04-01,0,3,0,3,3
MINEROS,internaciones,ingresos espontaneos,2018-04-01,16,33,16,33,49
MIZQUE,internaciones,ingresos espontaneos,2018-04-01,8,45,8,45,53
MOCOMOCO,internaciones,ingresos espontaneos,2018-04-01,0,2,0,2,2
MOJOCOYA,internaciones,ingresos espontaneos,2018-04-01,0,11,0,11,11
MONTEAGUDO,internaciones,ingresos espontaneos,2018-04-01,48,106,48,106,154
MONTERO,internaciones,ingresos espontaneos,2018-04-01,369,601,369,601,970
MORO MORO,internaciones,ingresos espontaneos,2018-04-01,0,1,0,1,1
MOROCHATA,internaciones,ingresos espontaneos,2018-04-01,3,9,3,9,12
NAZACARA DE PACAJES,internaciones,ingresos espontaneos,2018-04-01,0,1,0,1,1
OCURI,internaciones,ingresos espontaneos,2018-04-01,1,12,1,12,13
OKINAWA,internaciones,ingresos espontaneos,2018-04-01,1,9,1,9,10
OMEREQUE,internaciones,ingresos espontaneos,2018-04-01,2,16,2,16,18
ORURO,internaciones,ingresos espontaneos,2018-04-01,572,1413,572,1413,1985
PADILLA,internaciones,ingresos espontaneos,2018-04-01,29,59,29,59,88
PAILON,internaciones,ingresos espontaneos,2018-04-01,18,95,18,95,113
PALCA,internaciones,ingresos espontaneos,2018-04-01,0,2,0,2,2
PALOS BLANCOS,internaciones,ingresos espontaneos,2018-04-01,10,44,10,44,54
PAMPA AULLAGAS,internaciones,ingresos espontaneos,2018-04-01,1,1,1,1,2
PASORAPA,internaciones,ingresos espontaneos,2018-04-01,5,3,5,3,8
PATACAMAYA,internaciones,ingresos espontaneos,2018-04-01,1,37,1,37,38
PAZÑA,internaciones,ingresos espontaneos,2018-04-01,0,1,0,1,1
PELECHUCO,internaciones,ingresos espontaneos,2018-04-01,0,1,0,1,1
POCOATA,internaciones,ingresos espontaneos,2018-04-01,0,7,0,7,7
POCONA,internaciones,ingresos espontaneos,2018-04-01,0,5,0,5,5
POJO (CBBA),internaciones,ingresos espontaneos,2018-04-01,0,11,0,11,11
POOPO,internaciones,ingresos espontaneos,2018-04-01,0,1,0,1,1
PORCO,internaciones,ingresos espontaneos,2018-04-01,0,20,0,20,20
POROMA,internaciones,ingresos espontaneos,2018-04-01,0,11,0,11,11
PORONGO,internaciones,ingresos espontaneos,2018-04-01,5,9,5,9,14
PORTACHUELO,internaciones,ingresos espontaneos,2018-04-01,46,140,46,140,186
PORVENIR,internaciones,ingresos espontaneos,2018-04-01,2,1,2,1,3
POSTRER VALLE,internaciones,ingresos espontaneos,2018-04-01,0,1,0,1,1
POTOSI,internaciones,ingresos espontaneos,2018-04-01,728,1460,728,1460,2188
PRESTO,internaciones,ingresos espontaneos,2018-04-01,1,4,1,4,5
PUCARANI,internaciones,ingresos espontaneos,2018-04-01,0,10,0,10,10
PUERTO ACOSTA,internaciones,ingresos espontaneos,2018-04-01,0,4,0,4,4
PUERTO CARABUCO,internaciones,ingresos espontaneos,2018-04-01,0,3,0,3,3
PUERTO GONZALO MORENO,internaciones,ingresos espontaneos,2018-04-01,0,4,0,4,4
PUERTO PEREZ,internaciones,ingresos espontaneos,2018-04-01,0,1,0,1,1
PUERTO QUIJARRO,internaciones,ingresos espontaneos,2018-04-01,12,24,12,24,36
PUERTO RICO,internaciones,ingresos espontaneos,2018-04-01,6,12,6,12,18
PUERTO SUAREZ,internaciones,ingresos espontaneos,2018-04-01,60,86,60,86,146
PUERTO VILLARROEL,internaciones,ingresos espontaneos,2018-04-01,68,200,68,200,268
PUNA,internaciones,ingresos espontaneos,2018-04-01,0,3,0,3,3
PUNATA,internaciones,ingresos espontaneos,2018-04-01,61,129,61,129,190
QUIABAYA,internaciones,ingresos espontaneos,2018-04-01,0,2,0,2,2
QUILLACOLLO,internaciones,ingresos espontaneos,2018-04-01,33,315,33,315,348
QUIME,internaciones,ingresos espontaneos,2018-04-01,0,2,0,2,2
QUIRUSILLAS,internaciones,ingresos espontaneos,2018-04-01,0,1,0,1,1
RAQAYPAMPA(ETA),internaciones,ingresos espontaneos,2018-04-01,0,2,0,2,2
RAVELO,internaciones,ingresos espontaneos,2018-04-01,0,3,0,3,3
REYES,internaciones,ingresos espontaneos,2018-04-01,10,33,10,33,43
RIBERALTA,internaciones,ingresos espontaneos,2018-04-01,298,473,298,473,771
ROBORE,internaciones,ingresos espontaneos,2018-04-01,46,83,46,83,129
RURRENABAQUE,internaciones,ingresos espontaneos,2018-04-01,39,88,39,88,127
SACABA,internaciones,ingresos espontaneos,2018-04-01,118,439,118,439,557
SACABAMBA,internaciones,ingresos espontaneos,2018-04-01,3,6,3,6,9
SACACA,internaciones,ingresos espontaneos,2018-04-01,2,11,2,11,13
SAIPINA,internaciones,ingresos espontaneos,2018-04-01,1,4,1,4,5
SALINAS DE GARCI MENDOZA,internaciones,ingresos espontaneos,2018-04-01,3,7,3,7,10
SAMAIPATA,internaciones,ingresos espontaneos,2018-04-01,7,15,7,15,22
SAN ANDRES,internaciones,ingresos espontaneos,2018-04-01,0,3,0,3,3
SAN ANTONIO DE LOMERIO,internaciones,ingresos espontaneos,2018-04-01,6,17,6,17,23
SAN BENITO,internaciones,ingresos espontaneos,2018-04-01,0,6,0,6,6
SAN BORJA,internaciones,ingresos espontaneos,2018-04-01,49,128,49,128,177
SAN BUENA VENTURA,internaciones,ingresos espontaneos,2018-04-01,13,51,13,51,64
SAN CARLOS,internaciones,ingresos espontaneos,2018-04-01,0,4,0,4,4
SAN IGNACIO,internaciones,ingresos espontaneos,2018-04-01,28,89,28,89,117
SAN IGNACIO DE VELASCO,internaciones,ingresos espontaneos,2018-04-01,131,291,131,291,422
SAN JAVIER(BNI),internaciones,ingresos espontaneos,2018-04-01,3,2,3,2,5
SAN JAVIER(STC),internaciones,ingresos espontaneos,2018-04-01,16,36,16,36,52
SAN JOAQUIN,internaciones,ingresos espontaneos,2018-04-01,12,33,12,33,45
SAN JOSE DE CHIQUITOS,internaciones,ingresos espontaneos,2018-04-01,208,128,208,128,336
SAN JUAN DE YAPACANI,internaciones,ingresos espontaneos,2018-04-01,4,11,4,11,15
SAN JULIAN,internaciones,ingresos espontaneos,2018-04-01,87,203,87,203,290
SAN LORENZO(TJA),internaciones,ingresos espontaneos,2018-04-01,0,3,0,3,3
SAN LUCAS,internaciones,ingresos espontaneos,2018-04-01,5,23,5,23,28
SAN MATIAS,internaciones,ingresos espontaneos,2018-04-01,16,54,16,54,70
SAN MIGUEL DE VELASCO,internaciones,ingresos espontaneos,2018-04-01,13,28,13,28,41
SAN PEDRO,internaciones,ingresos espontaneos,2018-04-01,16,24,16,24,40
SAN PEDRO DE BUENA VISTA,internaciones,ingresos espontaneos,2018-04-01,2,6,2,6,8
SAN PEDRO DE CURAHUARA,internaciones,ingresos espontaneos,2018-04-01,0,2,0,2,2
SAN PEDRO DE TIQUINA,internaciones,ingresos espontaneos,2018-04-01,0,2,0,2,2
SAN RAFAEL,internaciones,ingresos espontaneos,2018-04-01,2,17,2,17,19
SAN RAMON BENI,internaciones,ingresos espontaneos,2018-04-01,6,25,6,25,31
SAN RAMON SCZ,internaciones,ingresos espontaneos,2018-04-01,11,32,11,32,43
SANTA ANA,internaciones,ingresos espontaneos,2018-04-01,30,91,30,91,121
SANTA CRUZ DE LA SIERRA,internaciones,ingresos espontaneos,2018-04-01,4418,7172,4418,7172,11590
SANTA ROSA,internaciones,ingresos espontaneos,2018-04-01,18,40,18,40,58
SANTA ROSA DEL SARA,internaciones,ingresos espontaneos,2018-04-01,21,35,21,35,56
SANTIAGO DE CALLAPA,internaciones,ingresos espontaneos,2018-04-01,0,1,0,1,1
SANTIAGO DE HUARI,internaciones,ingresos espontaneos,2018-04-01,0,1,0,1,1
SANTIAGO DE HUATA,internaciones,ingresos espontaneos,2018-04-01,0,1,0,1,1
SANTIAGO DE MACHACA,internaciones,ingresos espontaneos,2018-04-01,0,7,0,7,7
SANTIVAÑES,internaciones,ingresos espontaneos,2018-04-01,0,2,0,2,2
SAPAHAQUI,internaciones,ingresos espontaneos,2018-04-01,0,6,0,6,6
SENA,internaciones,ingresos espontaneos,2018-04-01,1,7,1,7,8
SHINAOTA,internaciones,ingresos espontaneos,2018-04-01,15,69,15,69,84
SICA SICA (VILLA AROMA),internaciones,ingresos espontaneos,2018-04-01,0,9,0,9,9
SICAYA,internaciones,ingresos espontaneos,2018-04-01,0,1,0,1,1
SIPE SIPE,internaciones,ingresos espontaneos,2018-04-01,0,38,0,38,38
SOPACHUY,internaciones,ingresos espontaneos,2018-04-01,7,10,7,10,17
SORATA,internaciones,ingresos espontaneos,2018-04-01,1,10,1,10,11
SUCRE,internaciones,ingresos espontaneos,2018-04-01,1038,1874,1038,1874,2912
TACACOMA,internaciones,ingresos espontaneos,2018-04-01,0,6,0,6,6
TACOPAYA,internaciones,ingresos espontaneos,2018-04-01,0,2,0,2,2
TAPACARI,internaciones,ingresos espontaneos,2018-04-01,1,4,1,4,5
TARABUCO,internaciones,ingresos espontaneos,2018-04-01,23,51,23,51,74
TARACO,internaciones,ingresos espontaneos,2018-04-01,0,2,0,2,2
TARIJA,internaciones,ingresos espontaneos,2018-04-01,614,1462,614,1462,2076
TARVITA,internaciones,ingresos espontaneos,2018-04-01,2,13,2,13,15
TEOPONTE,internaciones,ingresos espontaneos,2018-04-01,0,8,0,8,8
TIAWANACU,internaciones,ingresos espontaneos,2018-04-01,0,5,0,5,5
TIPUANI,internaciones,ingresos espontaneos,2018-04-01,1,7,1,7,8
TIQUIPAYA,internaciones,ingresos espontaneos,2018-04-01,92,403,92,403,495
TIRAQUE (CBBA),internaciones,ingresos espontaneos,2018-04-01,0,26,0,26,26
TOCO,internaciones,ingresos espontaneos,2018-04-01,0,4,0,4,4
TOLATA,internaciones,ingresos espontaneos,2018-04-01,0,5,0,5,5
TOLEDO,internaciones,ingresos espontaneos,2018-04-01,0,2,0,2,2
TOMINA,internaciones,ingresos espontaneos,2018-04-01,1,4,1,4,5
TORO TORO,internaciones,ingresos espontaneos,2018-04-01,0,7,0,7,7
TOTORA(CBBA),internaciones,ingresos espontaneos,2018-04-01,11,40,11,40,51
TOTORA(ORR),internaciones,ingresos espontaneos,2018-04-01,0,1,0,1,1
TRIGAL,internaciones,ingresos espontaneos,2018-04-01,1,0,1,0,1
TRINIDAD,internaciones,ingresos espontaneos,2018-04-01,366,910,366,910,1276
TUPIZA,internaciones,ingresos espontaneos,2018-04-01,124,189,124,189,313
UNCIA,internaciones,ingresos espontaneos,2018-04-01,0,13,0,13,13
URUBICHA,internaciones,ingresos espontaneos,2018-04-01,4,17,4,17,21
UYUNI,internaciones,ingresos espontaneos,2018-04-01,38,111,38,111,149
VACAS,internaciones,ingresos espontaneos,2018-04-01,0,8,0,8,8
VALLEGRANDE,internaciones,ingresos espontaneos,2018-04-01,53,90,53,90,143
VIACHA,internaciones,ingresos espontaneos,2018-04-01,24,86,24,86,110
VILLA CHARCAS,internaciones,ingresos espontaneos,2018-04-01,2,14,2,14,16
VILLA RIVERO,internaciones,ingresos espontaneos,2018-04-01,0,8,0,8,8
VILLA SERRANO,internaciones,ingresos espontaneos,2018-04-01,0,1,0,1,1
VILLA TUNARI,internaciones,ingresos espontaneos,2018-04-01,120,252,120,252,372
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,ingresos espontaneos,2018-04-01,17,27,17,27,44
VILLAZON,internaciones,ingresos espontaneos,2018-04-01,62,116,62,116,178
VINTO,internaciones,ingresos espontaneos,2018-04-01,33,80,33,80,113
VITICHI,internaciones,ingresos espontaneos,2018-04-01,0,3,0,3,3
WARNES,internaciones,ingresos espontaneos,2018-04-01,2,4,2,4,6
YACO,internaciones,ingresos espontaneos,2018-04-01,0,2,0,2,2
YACUIBA,internaciones,ingresos espontaneos,2018-04-01,234,471,234,471,705
YAMPARAEZ,internaciones,ingresos espontaneos,2018-04-01,1,3,1,3,4
YANACACHI,internaciones,ingresos espontaneos,2018-04-01,0,1,0,1,1
YAPACANI,internaciones,ingresos espontaneos,2018-04-01,107,247,107,247,354
YOTALA,internaciones,ingresos espontaneos,2018-04-01,0,8,0,8,8
ZUDAÑEZ,internaciones,ingresos espontaneos,2018-04-01,6,10,6,10,16
ACACIO,internaciones,ingresos espontaneos,2018-05-01,0,2,0,2,2
ACHACACHI,internaciones,ingresos espontaneos,2018-05-01,4,43,4,43,47
ACHOCALLA,internaciones,ingresos espontaneos,2018-05-01,0,1,0,1,1
AIQUILE,internaciones,ingresos espontaneos,2018-05-01,14,55,14,55,69
ALALAY,internaciones,ingresos espontaneos,2018-05-01,0,1,0,1,1
ALCALA,internaciones,ingresos espontaneos,2018-05-01,0,1,0,1,1
ALTO BENI,internaciones,ingresos espontaneos,2018-05-01,0,9,0,9,9
ANCORAIMES,internaciones,ingresos espontaneos,2018-05-01,0,3,0,3,3
ANDAMARCA,internaciones,ingresos espontaneos,2018-05-01,0,2,0,2,2
ANZALDO,internaciones,ingresos espontaneos,2018-05-01,9,12,9,12,21
APOLO,internaciones,ingresos espontaneos,2018-05-01,0,17,0,17,17
ARANI,internaciones,ingresos espontaneos,2018-05-01,0,2,0,2,2
ARBIETO,internaciones,ingresos espontaneos,2018-05-01,0,7,0,7,7
ARQUE,internaciones,ingresos espontaneos,2018-05-01,1,4,1,4,5
ASCENCION DE GUARAYOS,internaciones,ingresos espontaneos,2018-05-01,61,121,61,121,182
ATOCHA,internaciones,ingresos espontaneos,2018-05-01,12,20,12,20,32
AUCAPATA,internaciones,ingresos espontaneos,2018-05-01,0,2,0,2,2
AYATA,internaciones,ingresos espontaneos,2018-05-01,0,2,0,2,2
AYO AYO,internaciones,ingresos espontaneos,2018-05-01,0,1,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),internaciones,ingresos espontaneos,2018-05-01,6,22,6,22,28
AZURDUY,internaciones,ingresos espontaneos,2018-05-01,6,22,6,22,28
BATALLAS,internaciones,ingresos espontaneos,2018-05-01,0,5,0,5,5
BAURES,internaciones,ingresos espontaneos,2018-05-01,10,12,10,12,22
BELLA FLOR,internaciones,ingresos espontaneos,2018-05-01,0,1,0,1,1
BERMEJO,internaciones,ingresos espontaneos,2018-05-01,67,175,67,175,242
BETANZOS,internaciones,ingresos espontaneos,2018-05-01,1,13,1,13,14
BOLIVAR,internaciones,ingresos espontaneos,2018-05-01,1,0,1,0,1
BOYUIBE,internaciones,ingresos espontaneos,2018-05-01,11,12,11,12,23
BUENA VISTA,internaciones,ingresos espontaneos,2018-05-01,28,38,28,38,66
CABEZAS,internaciones,ingresos espontaneos,2018-05-01,13,10,13,10,23
CAIROMA,internaciones,ingresos espontaneos,2018-05-01,0,4,0,4,4
"CAIZA ""D""",internaciones,ingresos espontaneos,2018-05-01,0,1,0,1,1
CAJUATA,internaciones,ingresos espontaneos,2018-05-01,0,12,0,12,12
CALAMARCA,internaciones,ingresos espontaneos,2018-05-01,0,6,0,6,6
CAMARGO,internaciones,ingresos espontaneos,2018-05-01,32,61,32,61,93
CAMATAQUI (C. VILLA ABECIA),internaciones,ingresos espontaneos,2018-05-01,2,5,2,5,7
CAMIRI,internaciones,ingresos espontaneos,2018-05-01,125,258,125,258,383
CAPINOTA,internaciones,ingresos espontaneos,2018-05-01,9,23,9,23,32
CAQUIAVIRI,internaciones,ingresos espontaneos,2018-05-01,0,1,0,1,1
CARACOLLO,internaciones,ingresos espontaneos,2018-05-01,1,27,1,27,28
CARANAVI,internaciones,ingresos espontaneos,2018-05-01,19,94,19,94,113
CARAPARI,internaciones,ingresos espontaneos,2018-05-01,0,5,0,5,5
CARMEN RIVERO TORREZ,internaciones,ingresos espontaneos,2018-05-01,10,15,10,15,25
CHALLAPATA,internaciones,ingresos espontaneos,2018-05-01,25,68,25,68,93
CHAQUI,internaciones,ingresos espontaneos,2018-05-01,0,6,0,6,6
CHARAGUA,internaciones,ingresos espontaneos,2018-05-01,25,62,25,62,87
CHAYANTA,internaciones,ingresos espontaneos,2018-05-01,0,6,0,6,6
CHIMORE,internaciones,ingresos espontaneos,2018-05-01,7,41,7,41,48
CHUA COCANI,internaciones,ingresos espontaneos,2018-05-01,0,1,0,1,1
CHULUMANI (V. DE LA LIBERTAD),internaciones,ingresos espontaneos,2018-05-01,36,61,36,61,97
CHUMA,internaciones,ingresos espontaneos,2018-05-01,1,3,1,3,4
CKOCHAS,internaciones,ingresos espontaneos,2018-05-01,0,5,0,5,5
CLIZA,internaciones,ingresos espontaneos,2018-05-01,8,67,8,67,75
COBIJA,internaciones,ingresos espontaneos,2018-05-01,223,313,223,313,536
COCAPATA,internaciones,ingresos espontaneos,2018-05-01,0,7,0,7,7
COCHABAMBA,internaciones,ingresos espontaneos,2018-05-01,3043,5139,3043,5139,8182
COLCAPIRHUA,internaciones,ingresos espontaneos,2018-05-01,25,104,25,104,129
"COLCHA ""K""",internaciones,ingresos espontaneos,2018-05-01,0,3,0,3,3
COLLANA,internaciones,ingresos espontaneos,2018-05-01,0,2,0,2,2
COLOMI,internaciones,ingresos espontaneos,2018-05-01,0,22,0,22,22
COLQUECHACA,internaciones,ingresos espontaneos,2018-05-01,0,8,0,8,8
COLQUENCHA,internaciones,ingresos espontaneos,2018-05-01,0,3,0,3,3
COLQUIRI,internaciones,ingresos espontaneos,2018-05-01,0,4,0,4,4
COMARAPA,internaciones,ingresos espontaneos,2018-05-01,2,44,2,44,46
CONCEPCION,internaciones,ingresos espontaneos,2018-05-01,11,45,11,45,56
COPACABANA,internaciones,ingresos espontaneos,2018-05-01,0,5,0,5,5
CORIPATA,internaciones,ingresos espontaneos,2018-05-01,0,11,0,11,11
CORO CORO,internaciones,ingresos espontaneos,2018-05-01,0,3,0,3,3
COROICO,internaciones,ingresos espontaneos,2018-05-01,22,44,22,44,66
COTAGAITA,internaciones,ingresos espontaneos,2018-05-01,4,26,4,26,30
COTOCA,internaciones,ingresos espontaneos,2018-05-01,44,248,44,248,292
CUATRO CAÑADAS,internaciones,ingresos espontaneos,2018-05-01,18,25,18,25,43
CUEVO,internaciones,ingresos espontaneos,2018-05-01,2,8,2,8,10
CULPINA,internaciones,ingresos espontaneos,2018-05-01,3,31,3,31,34
CURAHUARA DE CARANGAS,internaciones,ingresos espontaneos,2018-05-01,0,5,0,5,5
CURVA,internaciones,ingresos espontaneos,2018-05-01,0,1,0,1,1
DESAGUADERO,internaciones,ingresos espontaneos,2018-05-01,0,1,0,1,1
EL ALTO,internaciones,ingresos espontaneos,2018-05-01,1046,2485,1046,2485,3531
EL PUENTE(STC),internaciones,ingresos espontaneos,2018-05-01,19,20,19,20,39
EL TORNO,internaciones,ingresos espontaneos,2018-05-01,186,309,186,309,495
ENTRE RIOS TRJ,internaciones,ingresos espontaneos,2018-05-01,8,28,8,28,36
ENTRE RIOS CBBA,internaciones,ingresos espontaneos,2018-05-01,3,49,3,49,52
ESCOMA,internaciones,ingresos espontaneos,2018-05-01,0,5,0,5,5
EUCALIPTUS,internaciones,ingresos espontaneos,2018-05-01,0,2,0,2,2
EXALTACION,internaciones,ingresos espontaneos,2018-05-01,6,6,6,6,12
FERNANDEZ ALONSO,internaciones,ingresos espontaneos,2018-05-01,12,15,12,15,27
FILADELFIA,internaciones,ingresos espontaneos,2018-05-01,3,1,3,1,4
GENERAL SAAVEDRA,internaciones,ingresos espontaneos,2018-05-01,7,22,7,22,29
GUANAY,internaciones,ingresos espontaneos,2018-05-01,0,10,0,10,10
GUAQUI,internaciones,ingresos espontaneos,2018-05-01,0,2,0,2,2
GUAYARAMERIN,internaciones,ingresos espontaneos,2018-05-01,182,347,182,347,529
GUTIERREZ,internaciones,ingresos espontaneos,2018-05-01,21,45,21,45,66
HUACARETA,internaciones,ingresos espontaneos,2018-05-01,2,21,2,21,23
HUACAYA (VILLA DE HUACAYA),internaciones,ingresos espontaneos,2018-05-01,1,2,1,2,3
HUANUNI,internaciones,ingresos espontaneos,2018-05-01,91,82,91,82,173
HUARACAJE,internaciones,ingresos espontaneos,2018-05-01,2,8,2,8,10
HUMANATA,internaciones,ingresos espontaneos,2018-05-01,0,2,0,2,2
ICLA,internaciones,ingresos espontaneos,2018-05-01,0,4,0,4,4
INCAHUASI,internaciones,ingresos espontaneos,2018-05-01,1,9,1,9,10
INQUISIVI,internaciones,ingresos espontaneos,2018-05-01,0,1,0,1,1
IRUPANA (VILLA DE LANZA),internaciones,ingresos espontaneos,2018-05-01,5,15,5,15,20
IXIAMAS,internaciones,ingresos espontaneos,2018-05-01,3,14,3,14,17
JESUS DE MACHACA,internaciones,ingresos espontaneos,2018-05-01,0,4,0,4,4
LA ASUNTA,internaciones,ingresos espontaneos,2018-05-01,5,56,5,56,61
LA GUARDIA,internaciones,ingresos espontaneos,2018-05-01,32,111,32,111,143
LA PAZ,internaciones,ingresos espontaneos,2018-05-01,2183,4367,2183,4367,6550
LAGUNILLAS,internaciones,ingresos espontaneos,2018-05-01,0,5,0,5,5
LAJA,internaciones,ingresos espontaneos,2018-05-01,0,2,0,2,2
LAS CARRERAS,internaciones,ingresos espontaneos,2018-05-01,0,2,0,2,2
LLALLAGUA,internaciones,ingresos espontaneos,2018-05-01,62,194,62,194,256
LLICA,internaciones,ingresos espontaneos,2018-05-01,0,5,0,5,5
MACHARETI,internaciones,ingresos espontaneos,2018-05-01,5,6,5,6,11
MAGDALENA,internaciones,ingresos espontaneos,2018-05-01,48,52,48,52,100
MAIRANA,internaciones,ingresos espontaneos,2018-05-01,4,40,4,40,44
