municipality,group,variable,month,Niñas(os) menores de 1 año que reciben alimento complementario,TOTAL
CARANGAS,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,1,1
CARAPARI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,118,118
CARIPUYO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,33,33
CARMEN RIVERO TORREZ,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,4,4
CATACORA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,8,8
CHACARILLA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,4,4
CHALLAPATA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,236,236
CHAQUI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,57,57
CHARAGUA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,25,25
CHARAÑA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,11,11
CHAYANTA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,103,103
CHIMORE,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,212,212
CHIPAYA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,13,13
CHOQUE COTA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,1,1
CHUA COCANI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,6,6
CHUMA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,44,44
CHUQUIHUTA AYLLU JUCUMANI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,51,51
CKOCHAS,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,87,87
CLIZA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,107,107
COCAPATA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,125,125
COCHABAMBA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,1774,1774
COLCAPIRHUA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,123,123
"COLCHA ""K""",micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,79,79
COLLANA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,3,3
COLOMI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,113,113
COLPA BELGICA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,40,40
COLQUECHACA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,294,294
COLQUENCHA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,55,55
COLQUIRI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,84,84
COMANCHE,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,13,13
COMBAYA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,6,6
CONCEPCION,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,36,36
COPACABANA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,48,48
CORO CORO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,8,8
COROICO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,39,39
CORQUE,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,34,34
COTAGAITA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,90,90
COTOCA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,171,171
CUCHUMUELA (V. G. VILLARROEL),micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,6,6
CUEVO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,29,29
CULPINA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,132,132
CURAHUARA DE CARANGAS,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,22,22
CURVA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,18,18
DESAGUADERO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,28,28
EL ALTO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,1224,1224
EL CHORO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,12,12
EL PUENTE(STC),micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,104,104
EL PUENTE(TJA),micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,65,65
EL TORNO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,46,46
EL VILLAR,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,21,21
ENTRE RIOS TRJ,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,166,166
ENTRE RIOS CBBA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,350,350
ESCARA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,6,6
ESCOMA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,1,1
ESMERALDA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,1,1
EUCALIPTUS,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,17,17
EUREKA (SANTOS MERCADO),micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,11,11
FERNANDEZ ALONSO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,67,67
FILADELFIA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,57,57
GENERAL SAAVEDRA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,92,92
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,67,67
GUANAY,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,38,38
GUAQUI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,39,39
GUAYARAMERIN,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,345,345
GUTIERREZ,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,51,51
HUACARETA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,45,45
HUACAYA (VILLA DE HUACAYA),micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,5,5
HUACHACALLA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,4,4
HUANUNI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,109,109
HUARINA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,15,15
HUATAJATA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,5,5
HUAYLLAMARCA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,12,12
HUMANATA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,7,7
ICHOCA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,19,19
ICLA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,48,48
INCAHUASI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,67,67
INQUISIVI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,64,64
IXIAMAS,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,23,23
JESUS DE MACHACA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,63,63
LA ASUNTA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,240,240
LA GUARDIA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,624,624
LA PAZ,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,8,8
LA RIVERA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,4,4
LAJA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,115,115
LAS CARRERAS,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,15,15
LICOMA PAMPA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,17,17
LLALLAGUA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,348,348
LLICA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,22,22
LORETO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,11,11
LURIBAY,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,51,51
MACHACAMARCA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,26,26
MACHARETI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,22,22
MAGDALENA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,1,1
MALLA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,17,17
MAPIRI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,9,9
MECAPACA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,50,50
MINEROS,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,8,8
MIZQUE,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,140,140
MOCOMOCO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,64,64
MOJINETE,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,4,4
MOJOCOYA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,46,46
MONTEAGUDO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,187,187
MONTERO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,140,140
MORO MORO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,12,12
MOROCHATA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,49,49
NACEBE (SANTA ROSA DEL ABUNA),micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,25,25
NAZACARA DE PACAJES,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,6,6
NUEVO MANOA (NUEVA ESPERANZA),micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,11,11
OCURI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,73,73
OKINAWA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,63,63
ORURO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,106,106
PADCAYA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,9,9
PAILON,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,95,95
PALCA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,75,75
PALOS BLANCOS,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,132,132
PAMPA AULLAGAS,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,22,22
PAMPA GRANDE,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,6,6
PAPEL PAMPA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,27,27
PASORAPA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,17,17
PATACAMAYA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,68,68
PAZÑA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,31,31
PELECHUCO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,50,50
POCOATA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,142,142
POCONA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,84,84
POJO (CBBA),micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,2,2
POOPO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,38,38
PORCO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,127,127
POROMA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,84,84
PORONGO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,35,35
PORTACHUELO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,13,13
PORVENIR,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,79,79
POSTRER VALLE,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,11,11
POTOSI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,1594,1594
PRESTO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,44,44
PUCARA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,7,7
PUCARANI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,14,14
PUERTO ACOSTA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,29,29
PUERTO CARABUCO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,42,42
PUERTO GONZALO MORENO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,27,27
PUERTO PEREZ,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,4,4
PUERTO QUIJARRO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,60,60
PUERTO RICO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,74,74
PUERTO VILLARROEL,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,367,367
PUNA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,105,105
PUNATA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,178,178
QUIABAYA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,22,22
QUILLACOLLO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,758,758
QUIME,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,69,69
QUIRUSILLAS,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,5,5
RAQAYPAMPA(ETA),micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,60,60
RAVELO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,86,86
RIBERALTA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,194,194
ROBORE,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,67,67
RURRENABAQUE,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,35,35
SABAYA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,23,23
SACABA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,1158,1158
SACABAMBA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,17,17
SACACA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,128,128
SAIPINA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,41,41
SALINAS DE GARCI MENDOZA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,70,70
SAMAIPATA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,30,30
SAN AGUSTIN,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,9,9
SAN ANDRES,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,13,13
SAN ANDRES DE MACHACA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,2,2
SAN ANTONIO DE ESMORUCO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,11,11
SAN ANTONIO DE LOMERIO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,45,45
SAN BENITO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,58,58
SAN BORJA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,5,5
SAN BUENA VENTURA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,23,23
SAN CARLOS,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,12,12
SAN IGNACIO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,1,1
SAN IGNACIO DE VELASCO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,458,458
SAN JAVIER(STC),micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,67,67
SAN JOAQUIN,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,20,20
SAN JOSE DE CHIQUITOS,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,59,59
SAN JUAN DE YAPACANI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,94,94
SAN JULIAN,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,165,165
SAN LORENZO(PND),micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,61,61
SAN LORENZO(TJA),micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,58,58
SAN LUCAS,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,232,232
SAN MATIAS,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,6,6
SAN MIGUEL DE VELASCO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,27,27
SAN PABLO DE LIPEZ,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,22,22
SAN PEDRO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,108,108
SAN PEDRO DE BUENA VISTA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,216,216
SAN PEDRO DE CURAHUARA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,22,22
SAN PEDRO DE QUEMES,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,3,3
SAN PEDRO DE TIQUINA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,18,18
SAN RAFAEL,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,60,60
SAN RAMON BENI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,1,1
SANTA ANA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,123,123
SANTA CRUZ DE LA SIERRA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,1590,1590
SANTA ROSA DEL SARA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,4,4
SANTIAGO DE CALLAPA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,16,16
SANTIAGO DE HUARI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,45,45
SANTIAGO DE MACHACA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,21,21
SANTIVAÑES,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,42,42
SANTUARIO DE QUILLACAS,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,23,23
SAPAHAQUI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,31,31
SHINAOTA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,115,115
SICA SICA (VILLA AROMA),micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,70,70
SICAYA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,16,16
SIPE SIPE,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,303,303
SOPACHUY,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,17,17
SORACACHI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,72,72
SORATA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,91,91
SUCRE,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,431,431
TACACHI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,6,6
TACACOMA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,39,39
TACOBAMBA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,40,40
TACOPAYA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,47,47
TAHUA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,5,5
TAPACARI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,180,180
TARABUCO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,79,79
TARACO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,22,22
TARATA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,64,64
TARIJA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,891,891
TARVITA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2018-01-01,18,18
