municipality,group,variable,month,Niñas(os) RN con lactancia materna inmediata,TOTAL
YACUIBA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-02-01,169,169
YAMPARAEZ,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-02-01,4,4
YANACACHI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-02-01,2,2
YAPACANI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-02-01,108,108
YOCALLA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-02-01,4,4
YOTALA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-02-01,5,5
YUNCHARA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-02-01,7,7
ZUDAÑEZ,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-02-01,12,12
ACACIO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,6,6
ACHACACHI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,44,44
ACHOCALLA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,4,4
AIQUILE,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,28,28
ALCALA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,1,1
ALTO BENI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,6,6
ANCORAIMES,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,13,13
ANDAMARCA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,3,3
ANTEQUERA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,1,1
ANZALDO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,1,1
APOLO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,16,16
ARAMPAMPA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,2,2
ARANI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,2,2
ARBIETO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,7,7
ARQUE,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,13,13
ASCENCION DE GUARAYOS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,50,50
ATOCHA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,5,5
AUCAPATA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,6,6
AYATA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,9,9
AYO AYO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,5,5
AYOPAYA (V. DE INDEPENDENCIA),micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,25,25
AZURDUY,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,12,12
BATALLAS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,13,13
BAURES,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,11,11
BELEN DE ANDAMARCA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,1,1
BELLA FLOR,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,1,1
BERMEJO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,21,21
BETANZOS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,26,26
BOLIVAR,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,7,7
BOYUIBE,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,6,6
BUENA VISTA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,6,6
CABEZAS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,21,21
CAIROMA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,16,16
"CAIZA ""D""",micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,6,6
CAJUATA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,20,20
CALAMARCA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,11,11
CAMARGO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,7,7
CAMIRI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,50,50
CAPINOTA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,18,18
CAQUIAVIRI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,8,8
CARACOLLO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,16,16
CARANAVI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,91,91
CARAPARI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,10,10
CARIPUYO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,4,4
CARMEN RIVERO TORREZ,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,7,7
CHACARILLA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,1,1
CHALLAPATA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,42,42
CHAQUI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,7,7
CHARAGUA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,49,49
CHAYANTA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,16,16
CHIMORE,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,17,17
CHIPAYA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,3,3
CHOQUE COTA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,1,1
CHUA COCANI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,2,2
CHULUMANI (V. DE LA LIBERTAD),micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,26,26
CHUMA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,7,7
CHUQUIHUTA AYLLU JUCUMANI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,13,13
CKOCHAS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,17,17
CLIZA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,37,37
COBIJA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,41,41
COCAPATA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,15,15
COCHABAMBA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,1214,1214
COLCAPIRHUA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,64,64
"COLCHA ""K""",micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,14,14
COLLANA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,3,3
COLOMI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,19,19
COLQUECHACA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,54,54
COLQUENCHA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,13,13
COLQUIRI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,10,10
COMARAPA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,35,35
COMBAYA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,1,1
CONCEPCION,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,4,4
COPACABANA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,10,10
CORIPATA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,15,15
CORO CORO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,8,8
COROICO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,20,20
CORQUE,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,1,1
COTAGAITA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,16,16
COTOCA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,6,6
CUATRO CAÑADAS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,15,15
CUCHUMUELA (V. G. VILLARROEL),micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,2,2
CULPINA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,22,22
CURAHUARA DE CARANGAS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,5,5
CURVA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,1,1
DESAGUADERO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,8,8
EL ALTO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,960,960
EL CHORO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,1,1
EL PUENTE(STC),micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,8,8
EL PUENTE(TJA),micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,9,9
EL TORNO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,52,52
EL VILLAR,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,6,6
ENTRE RIOS TRJ,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,23,23
ENTRE RIOS CBBA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,26,26
ESCOMA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,6,6
EUCALIPTUS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,2,2
EUREKA (SANTOS MERCADO),micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,1,1
FERNANDEZ ALONSO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,10,10
FILADELFIA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,1,1
GENERAL SAAVEDRA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,11,11
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,8,8
GUANAY,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,19,19
GUAQUI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,3,3
GUTIERREZ,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,12,12
HUACARETA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,6,6
HUACAYA (VILLA DE HUACAYA),micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,1,1
HUACHACALLA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,1,1
HUANUNI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,21,21
HUARINA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,1,1
HUATAJATA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,3,3
HUMANATA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,2,2
ICHOCA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,5,5
ICLA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,9,9
INCAHUASI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,14,14
INQUISIVI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,16,16
IRUPANA (VILLA DE LANZA),micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,16,16
IXIAMAS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,8,8
JESUS DE MACHACA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,8,8
LA ASUNTA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,51,51
LA GUARDIA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,68,68
LA PAZ,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,379,379
LAGUNILLAS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,2,2
LAJA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,15,15
LAS CARRERAS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,3,3
LICOMA PAMPA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,2,2
LLALLAGUA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,56,56
LLICA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,1,1
LURIBAY,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,5,5
MACHACAMARCA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,1,1
MACHARETI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,6,6
MAGDALENA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,24,24
MAIRANA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,16,16
MALLA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,2,2
MAPIRI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,21,21
MECAPACA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,7,7
MINEROS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,19,19
MIZQUE,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,27,27
MOCOMOCO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,14,14
MOJOCOYA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,4,4
MONTEAGUDO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,31,31
MONTERO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,81,81
MOROCHATA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,9,9
NUEVO MANOA (NUEVA ESPERANZA),micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,1,1
OCURI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,10,10
OKINAWA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,9,9
OMEREQUE,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,1,1
ORURO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,507,507
PADCAYA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,10,10
PADILLA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,16,16
PAILON,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,41,41
PALCA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,14,14
PALOS BLANCOS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,15,15
PAMPA AULLAGAS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,3,3
PAMPA GRANDE,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,4,4
PAPEL PAMPA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,10,10
PATACAMAYA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,26,26
PAZÑA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,3,3
PELECHUCO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,6,6
POCOATA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,20,20
POCONA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,11,11
POJO (CBBA),micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,17,17
POOPO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,2,2
PORCO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,18,18
POROMA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,14,14
PORONGO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,4,4
PORTACHUELO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,32,32
PORVENIR,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,5,5
POTOSI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,23,23
PRESTO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,7,7
PUCARANI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,42,42
PUERTO ACOSTA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,8,8
PUERTO CARABUCO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,12,12
PUERTO GONZALO MORENO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,9,9
PUERTO PEREZ,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,7,7
PUERTO QUIJARRO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,21,21
PUERTO RICO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,9,9
PUERTO SUAREZ,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,13,13
PUERTO VILLARROEL,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,156,156
PUNA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,15,15
PUNATA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,78,78
QUIABAYA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,1,1
QUILLACOLLO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,191,191
QUIME,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,6,6
RAQAYPAMPA(ETA),micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,18,18
RAVELO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,9,9
REYES,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,16,16
RIBERALTA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,251,251
ROBORE,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,31,31
RURRENABAQUE,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,3,3
SABAYA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,4,4
SACABA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,183,183
SACABAMBA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,2,2
SACACA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,23,23
SAIPINA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,2,2
SALINAS DE GARCI MENDOZA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,8,8
SAMAIPATA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,6,6
SAN AGUSTIN,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,1,1
SAN ANDRES,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,7,7
SAN ANDRES DE MACHACA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,5,5
SAN ANTONIO DE ESMORUCO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,1,1
SAN ANTONIO DE LOMERIO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,13,13
SAN BENITO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,1,1
SAN BORJA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,78,78
SAN BUENA VENTURA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,14,14
SAN CARLOS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,21,21
SAN IGNACIO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,30,30
SAN IGNACIO DE VELASCO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,85,85
SAN JOAQUIN,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,9,9
SAN JOSE DE CHIQUITOS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,16,16
SAN JUAN DE YAPACANI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,7,7
SAN JULIAN,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,9,9
SAN LORENZO(PND),micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,4,4
SAN LORENZO(TJA),micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,7,7
SAN LUCAS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,36,36
SAN MIGUEL DE VELASCO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,6,6
SAN PABLO DE LIPEZ,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,2,2
SAN PEDRO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,5,5
SAN PEDRO DE BUENA VISTA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,47,47
SAN PEDRO DE CURAHUARA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,5,5
SAN PEDRO DE QUEMES,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,1,1
SAN PEDRO DE TIQUINA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,3,3
SAN RAFAEL,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,5,5
SAN RAMON BENI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,11,11
SAN RAMON SCZ,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,4,4
SANTA ANA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,41,41
SANTA CRUZ DE LA SIERRA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,1660,1660
SANTA ROSA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,18,18
SANTA ROSA DEL SARA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,13,13
SANTIAGO DE CALLAPA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,7,7
SANTIAGO DE HUARI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,5,5
SANTIAGO DE HUATA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,8,8
SANTIAGO DE MACHACA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,2,2
SANTIVAÑES,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,5,5
SANTUARIO DE QUILLACAS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,4,4
SAPAHAQUI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,10,10
SENA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,8,8
SHINAOTA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,47,47
SICA SICA (VILLA AROMA),micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,20,20
SICAYA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,4,4
SIPE SIPE,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,47,47
SOPACHUY,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,9,9
SORACACHI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,8,8
SORATA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,19,19
SUCRE,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,291,291
TACACOMA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,4,4
TACOBAMBA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,4,4
TACOPAYA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,4,4
TAHUA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,2,2
TAPACARI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,23,23
TARABUCO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,1,1
TARACO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,4,4
TARATA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,5,5
TARIJA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,454,454
TARVITA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,8,8
TEOPONTE,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,12,12
TIAWANACU,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,9,9
TINGUIPAYA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,19,19
TIPUANI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,11,11
TIQUIPAYA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,127,127
TIRAQUE (CBBA),micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,21,21
TOCO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,7,7
TOLATA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,5,5
TOLEDO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,2,2
TOMAVE,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,12,12
TOMINA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,3,3
TORO TORO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,18,18
TOTORA(CBBA),micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,24,24
TOTORA(ORR),micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,2,2
TRINIDAD,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,185,185
TUPIZA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,20,20
TURCO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,1,1
UMALA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,10,10
UNCIA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,17,17
URIONDO (A. CONCEPCION),micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,6,6
URUBICHA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,7,7
UYUNI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,38,38
VACAS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,5,5
VALLEGRANDE,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,30,30
VIACHA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,48,48
VILA VILA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,4,4
VILLA CHARCAS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,13,13
VILLA MONTES,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,52,52
VILLA NUEVA (LOMA ALTA),micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,1,1
VILLA RIVERO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,2,2
VILLA SERRANO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,12,12
VILLA TUNARI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,140,140
VILLA VACA GUZMAN (MUYUPAMPA),micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,2,2
VILLAZON,micronutrientes,ninas(os) rn con lactancia materna inmediata,2018-03-01,51,51
