municipality,group,variable,month,Niñas(os) de 1 año con 2da. dosis de vitamina A,TOTAL
AZURDUY,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,13,13
BATALLAS,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,8,8
BAURES,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,11,11
BELEN DE ANDAMARCA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,1,1
BELEN DE URMIRI,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,1,1
BELLA FLOR,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,7,7
BERMEJO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,39,39
BETANZOS,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,19,19
BOLIVAR,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,4,4
BOLPEBRA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,5,5
BOYUIBE,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,8,8
BUENA VISTA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,10,10
CABEZAS,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,35,35
CAIROMA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,8,8
"CAIZA ""D""",micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,21,21
CAJUATA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,9,9
CALACOTO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,4,4
CALAMARCA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,11,11
CAMARGO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,28,28
CAMATAQUI (C. VILLA ABECIA),micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,7,7
CAMIRI,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,37,37
CAPINOTA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,43,43
CAQUIAVIRI,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,11,11
CARACOLLO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,16,16
CARANAVI,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,62,62
CARAPARI,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,31,31
CARIPUYO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,11,11
CARMEN RIVERO TORREZ,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,4,4
CATACORA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,1,1
CHACARILLA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,1,1
CHALLAPATA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,41,41
CHAQUI,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,12,12
CHARAGUA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,34,34
CHARAÑA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,1,1
CHAYANTA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,18,18
CHIMORE,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,42,42
CHIPAYA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,2,2
CHOQUE COTA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,2,2
CHUA COCANI,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,3,3
CHULUMANI (V. DE LA LIBERTAD),micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,12,12
CHUMA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,11,11
CHUQUIHUTA AYLLU JUCUMANI,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,11,11
CKOCHAS,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,18,18
CLIZA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,21,21
COBIJA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,87,87
COCAPATA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,33,33
COCHABAMBA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,462,462
COLCAPIRHUA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,56,56
"COLCHA ""K""",micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,20,20
COLLANA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,1,1
COLOMI,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,12,12
COLPA BELGICA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,12,12
COLQUECHACA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,40,40
COLQUENCHA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,13,13
COLQUIRI,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,23,23
COMANCHE,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,3,3
COMARAPA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,21,21
COMBAYA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,2,2
CONCEPCION,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,49,49
COPACABANA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,15,15
CORIPATA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,10,10
CORO CORO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,11,11
COROICO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,11,11
CORQUE,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,8,8
COTAGAITA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,25,25
COTOCA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,136,136
CUATRO CAÑADAS,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,22,22
CUEVO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,8,8
CULPINA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,21,21
CURAHUARA DE CARANGAS,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,11,11
CURVA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,6,6
DESAGUADERO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,5,5
EL ALTO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,1029,1029
EL CHORO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,4,4
EL PUENTE(STC),micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,16,16
EL PUENTE(TJA),micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,19,19
EL TORNO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,68,68
EL VILLAR,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,4,4
ENTRE RIOS TRJ,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,25,25
ENTRE RIOS CBBA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,47,47
ESCOMA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,2,2
ESMERALDA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,1,1
EUCALIPTUS,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,7,7
EUREKA (SANTOS MERCADO),micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,3,3
FERNANDEZ ALONSO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,20,20
FILADELFIA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,9,9
GENERAL SAAVEDRA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,21,21
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,9,9
GUANAY,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,24,24
GUAQUI,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,4,4
GUAYARAMERIN,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,54,54
GUTIERREZ,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,19,19
HUACARETA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,11,11
HUACAYA (VILLA DE HUACAYA),micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,4,4
HUACHACALLA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,4,4
HUANUNI,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,22,22
HUARACAJE,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,7,7
HUARINA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,4,4
HUATAJATA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,3,3
HUAYLLAMARCA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,3,3
HUMANATA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,6,6
ICHOCA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,5,5
ICLA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,6,6
INCAHUASI,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,11,11
INGAVI (HUMAITA),micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,3,3
INQUISIVI,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,18,18
IRUPANA (VILLA DE LANZA),micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,11,11
IXIAMAS,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,11,11
JESUS DE MACHACA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,13,13
LA ASUNTA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,43,43
LA GUARDIA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,200,200
LA PAZ,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,716,716
LAGUNILLAS,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,13,13
LAJA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,27,27
LAS CARRERAS,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,5,5
LICOMA PAMPA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,2,2
LLALLAGUA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,94,94
LORETO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,4,4
LURIBAY,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,8,8
MACHACAMARCA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,6,6
MACHARETI,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,15,15
MAGDALENA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,14,14
MAIRANA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,21,21
MALLA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,4,4
MAPIRI,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,21,21
MECAPACA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,16,16
MINEROS,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,31,31
MIZQUE,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,29,29
MOCOMOCO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,13,13
MOJINETE,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,1,1
MOJOCOYA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,13,13
MONTEAGUDO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,18,18
MONTERO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,214,214
MORO MORO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,4,4
MOROCHATA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,7,7
NACEBE (SANTA ROSA DEL ABUNA),micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,5,5
NUEVO MANOA (NUEVA ESPERANZA),micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,4,4
OCURI,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,19,19
OKINAWA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,17,17
OMEREQUE,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,12,12
ORURO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,306,306
PADCAYA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,29,29
PADILLA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,17,17
PAILON,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,33,33
PALCA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,28,28
PALOS BLANCOS,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,38,38
PAMPA AULLAGAS,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,6,6
PAMPA GRANDE,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,20,20
PAPEL PAMPA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,8,8
PASORAPA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,2,2
PATACAMAYA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,21,21
PAZÑA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,8,8
PELECHUCO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,1,1
POCOATA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,30,30
POCONA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,7,7
POJO (CBBA),micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,10,10
POOPO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,6,6
PORCO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,27,27
POROMA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,14,14
PORONGO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,20,20
PORTACHUELO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,24,24
PORVENIR,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,27,27
POSTRER VALLE,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,3,3
POTOSI,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,291,291
PRESTO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,7,7
PUCARA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,4,4
PUCARANI,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,35,35
PUERTO ACOSTA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,11,11
PUERTO CARABUCO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,21,21
PUERTO GONZALO MORENO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,6,6
PUERTO PEREZ,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,8,8
PUERTO QUIJARRO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,24,24
PUERTO RICO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,19,19
PUERTO SILES,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,5,5
PUERTO SUAREZ,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,18,18
PUERTO VILLARROEL,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,81,81
PUNA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,11,11
PUNATA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,45,45
QUIABAYA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,2,2
QUILLACOLLO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,149,149
QUIME,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,9,9
QUIRUSILLAS,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,3,3
RAQAYPAMPA(ETA),micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,21,21
RAVELO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,12,12
REYES,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,16,16
RIBERALTA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,148,148
ROBORE,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,13,13
RURRENABAQUE,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,18,18
SABAYA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,3,3
SACABA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,200,200
SACABAMBA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,4,4
SACACA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,25,25
SAIPINA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,4,4
SALINAS DE GARCI MENDOZA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,16,16
SAMAIPATA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,21,21
SAN ANDRES,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,17,17
SAN ANDRES DE MACHACA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,4,4
SAN ANTONIO DE ESMORUCO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,1,1
SAN ANTONIO DE LOMERIO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,4,4
SAN BENITO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,7,7
SAN BORJA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,59,59
SAN BUENA VENTURA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,8,8
SAN CARLOS,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,32,32
SAN IGNACIO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,49,49
SAN IGNACIO DE VELASCO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,77,77
SAN JAVIER(BNI),micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,2,2
SAN JAVIER(STC),micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,21,21
SAN JOAQUIN,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,8,8
SAN JOSE DE CHIQUITOS,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,23,23
SAN JUAN DE YAPACANI,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,15,15
SAN JULIAN,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,62,62
SAN LORENZO(PND),micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,20,20
SAN LORENZO(TJA),micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,25,25
SAN LUCAS,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,30,30
SAN MATIAS,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,45,45
SAN MIGUEL DE VELASCO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,24,24
SAN PABLO DE LIPEZ,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,3,3
SAN PEDRO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,21,21
SAN PEDRO DE BUENA VISTA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,32,32
SAN PEDRO DE CURAHUARA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,4,4
SAN PEDRO DE TIQUINA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,1,1
SAN PEDRO(PND),micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,1,1
SAN RAFAEL,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,5,5
SAN RAMON BENI,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,9,9
SAN RAMON SCZ,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,13,13
SANTA ANA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,29,29
SANTA CRUZ DE LA SIERRA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,633,633
SANTA ROSA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,17,17
SANTA ROSA DEL SARA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,24,24
SANTIAGO DE CALLAPA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,6,6
SANTIAGO DE HUARI,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,18,18
SANTIAGO DE HUATA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,2,2
SANTIAGO DE MACHACA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2018-01-01,3,3
