municipality,group,variable,month,Niñas(os) de 1 año con 1ra. dosis de vitamina A,TOTAL
HUARACAJE,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,9,9
HUARINA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,5,5
HUMANATA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,4,4
ICHOCA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,4,4
ICLA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,14,14
INCAHUASI,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,27,27
INGAVI (HUMAITA),micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,2,2
INQUISIVI,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,11,11
IRUPANA (VILLA DE LANZA),micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,24,24
IXIAMAS,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,27,27
JESUS DE MACHACA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,9,9
LA ASUNTA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,73,73
LA GUARDIA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,215,215
LA PAZ,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,1179,1179
LA RIVERA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,2,2
LAGUNILLAS,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,12,12
LAJA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,35,35
LAS CARRERAS,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,3,3
LICOMA PAMPA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,3,3
LLALLAGUA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,87,87
LLICA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,2,2
LORETO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,6,6
LURIBAY,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,23,23
MACHACAMARCA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,10,10
MACHARETI,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,22,22
MAGDALENA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,33,33
MAIRANA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,21,21
MALLA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,6,6
MAPIRI,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,32,32
MECAPACA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,16,16
MINEROS,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,59,59
MIZQUE,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,80,80
MOCOMOCO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,10,10
MOJINETE,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,2,2
MOJOCOYA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,7,7
MONTEAGUDO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,35,35
MONTERO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,322,322
MORO MORO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,4,4
MOROCHATA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,19,19
NACEBE (SANTA ROSA DEL ABUNA),micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,4,4
NAZACARA DE PACAJES,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,1,1
NUEVO MANOA (NUEVA ESPERANZA),micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,5,5
OCURI,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,22,22
OKINAWA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,31,31
OMEREQUE,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,10,10
ORURO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,535,535
PADCAYA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,21,21
PADILLA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,9,9
PAILON,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,74,74
PALCA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,37,37
PALOS BLANCOS,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,42,42
PAMPA AULLAGAS,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,4,4
PAMPA GRANDE,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,15,15
PAPEL PAMPA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,6,6
PASORAPA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,4,4
PATACAMAYA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,31,31
PAZÑA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,13,13
PELECHUCO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,17,17
POCOATA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,30,30
POCONA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,24,24
POJO (CBBA),micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,15,15
POOPO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,12,12
PORCO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,28,28
POROMA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,18,18
PORONGO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,22,22
PORTACHUELO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,52,52
PORVENIR,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,24,24
POTOSI,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,367,367
PRESTO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,11,11
PUCARA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,1,1
PUCARANI,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,53,53
PUERTO ACOSTA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,13,13
PUERTO CARABUCO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,20,20
PUERTO GONZALO MORENO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,24,24
PUERTO PEREZ,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,3,3
PUERTO QUIJARRO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,38,38
PUERTO RICO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,18,18
PUERTO SILES,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,4,4
PUERTO SUAREZ,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,59,59
PUERTO VILLARROEL,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,100,100
PUNA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,21,21
PUNATA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,59,59
QUIABAYA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,4,4
QUILLACOLLO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,205,205
QUIME,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,17,17
QUIRUSILLAS,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,3,3
RAQAYPAMPA(ETA),micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,11,11
RAVELO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,21,21
REYES,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,30,30
RIBERALTA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,251,251
ROBORE,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,28,28
RURRENABAQUE,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,40,40
SABAYA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,13,13
SACABA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,356,356
SACABAMBA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,4,4
SACACA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,31,31
SAIPINA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,15,15
SALINAS DE GARCI MENDOZA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,24,24
SAMAIPATA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,17,17
SAN AGUSTIN,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,4,4
SAN ANDRES,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,23,23
SAN ANDRES DE MACHACA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,1,1
SAN ANTONIO DE ESMORUCO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,3,3
SAN ANTONIO DE LOMERIO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,14,14
SAN BENITO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,19,19
SAN BORJA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,193,193
SAN BUENA VENTURA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,28,28
SAN CARLOS,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,56,56
SAN IGNACIO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,71,71
SAN IGNACIO DE VELASCO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,156,156
SAN JAVIER(BNI),micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,17,17
SAN JAVIER(STC),micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,64,64
SAN JOAQUIN,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,15,15
SAN JOSE DE CHIQUITOS,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,72,72
SAN JUAN DE YAPACANI,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,23,23
SAN JULIAN,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,137,137
SAN LORENZO(PND),micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,25,25
SAN LORENZO(TJA),micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,26,26
SAN LUCAS,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,59,59
SAN MATIAS,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,13,13
SAN MIGUEL DE VELASCO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,16,16
SAN PABLO DE LIPEZ,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,3,3
SAN PEDRO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,27,27
SAN PEDRO DE BUENA VISTA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,59,59
SAN PEDRO DE CURAHUARA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,4,4
SAN PEDRO DE QUEMES,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,1,1
SAN PEDRO DE TIQUINA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,7,7
SAN PEDRO(PND),micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,3,3
SAN RAFAEL,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,6,6
SAN RAMON BENI,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,11,11
SAN RAMON SCZ,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,23,23
SANTA ANA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,47,47
SANTA CRUZ DE LA SIERRA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,2182,2182
SANTA ROSA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,16,16
SANTA ROSA DEL SARA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,41,41
SANTIAGO DE CALLAPA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,4,4
SANTIAGO DE HUARI,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,8,8
SANTIAGO DE HUATA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,5,5
SANTIAGO DE MACHACA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,3,3
SANTIVAÑES,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,12,12
SANTUARIO DE QUILLACAS,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,3,3
SAPAHAQUI,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,15,15
SENA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,19,19
SHINAOTA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,49,49
SICA SICA (VILLA AROMA),micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,21,21
SICAYA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,2,2
SIPE SIPE,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,81,81
SOPACHUY,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,4,4
SORACACHI,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,24,24
SORATA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,34,34
SUCRE,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,583,583
TACACHI,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,1,1
TACACOMA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,12,12
TACOBAMBA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,6,6
TACOPAYA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,12,12
TAHUA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,1,1
TAPACARI,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,42,42
TARABUCO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,23,23
TARACO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,1,1
TARATA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,14,14
TARIJA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,380,380
TARVITA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,20,20
TEOPONTE,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,33,33
TIAWANACU,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,23,23
TINGUIPAYA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,31,31
TIPUANI,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,18,18
TIQUIPAYA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,97,97
TIRAQUE (CBBA),micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,23,23
TITO YUPANQUI (PARQUIPUJIO),micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,3,3
TOCO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,15,15
TODOS SANTOS,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,1,1
TOLATA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,17,17
TOLEDO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,8,8
TOMAVE,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,11,11
TOMINA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,11,11
TORO TORO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,19,19
TOTORA(CBBA),micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,32,32
TOTORA(ORR),micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,5,5
TRIGAL,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,2,2
TRINIDAD,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,231,231
TUPIZA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,87,87
TURCO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,3,3
UMALA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,11,11
UNCIA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,47,47
URIONDO (A. CONCEPCION),micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,21,21
URUBICHA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,15,15
UYUNI,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,62,62
VACAS,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,19,19
VALLEGRANDE,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,25,25
VIACHA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,142,142
VILA VILA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,13,13
VILLA CHARCAS,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,23,23
VILLA MONTES,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,153,153
VILLA NUEVA (LOMA ALTA),micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,15,15
VILLA RIVERO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,14,14
VILLA SERRANO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,14,14
VILLA TUNARI,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,193,193
VILLA VACA GUZMAN (MUYUPAMPA),micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,21,21
VILLAZON,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,88,88
VINTO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,82,82
VITICHI,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,11,11
WALDO BALLIVIAN,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,6,6
WARNES,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,325,325
YACO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,8,8
YACUIBA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,203,203
YAMPARAEZ,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,6,6
YANACACHI,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,10,10
YAPACANI,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,142,142
YOCALLA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,17,17
YOTALA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,11,11
YUNCHARA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,16,16
ZUDAÑEZ,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-04-01,17,17
ACHACACHI,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-05-01,48,48
ACHOCALLA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-05-01,32,32
AIQUILE,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-05-01,35,35
ALALAY,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-05-01,4,4
ALCALA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-05-01,2,2
ALTO BENI,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-05-01,16,16
ANCORAIMES,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-05-01,22,22
ANDAMARCA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-05-01,4,4
ANTEQUERA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-05-01,2,2
ANZALDO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-05-01,12,12
APOLO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-05-01,31,31
ARAMPAMPA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-05-01,8,8
ARANI,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-05-01,15,15
ARBIETO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-05-01,38,38
ARQUE,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-05-01,16,16
ASCENCION DE GUARAYOS,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-05-01,75,75
ATOCHA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-05-01,18,18
AUCAPATA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-05-01,7,7
AYATA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-05-01,10,10
AYO AYO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-05-01,9,9
AYOPAYA (V. DE INDEPENDENCIA),micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-05-01,34,34
AZURDUY,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-05-01,13,13
BATALLAS,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-05-01,24,24
BAURES,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-05-01,5,5
BELEN DE ANDAMARCA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-05-01,3,3
BELEN DE URMIRI,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-05-01,1,1
BELLA FLOR,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-05-01,7,7
BERMEJO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-05-01,46,46
BETANZOS,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-05-01,48,48
BOLIVAR,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-05-01,2,2
BOLPEBRA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-05-01,5,5
BOYUIBE,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-05-01,12,12
BUENA VISTA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-05-01,28,28
CABEZAS,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-05-01,73,73
CAIROMA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-05-01,10,10
"CAIZA ""D""",micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-05-01,18,18
CAJUATA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-05-01,12,12
CALACOTO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-05-01,2,2
CALAMARCA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-05-01,16,16
CAMARGO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2018-05-01,16,16
