municipality,group,variable,month,Niñas(os) menores de 1 año con dosis única de vitamina A,TOTAL
COBIJA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,88,88
COCAPATA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,27,27
COCHABAMBA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,878,878
COLCAPIRHUA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,67,67
"COLCHA ""K""",micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,14,14
COLOMI,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,32,32
COLPA BELGICA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,14,14
COLQUECHACA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,69,69
COLQUENCHA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,14,14
COLQUIRI,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,48,48
COMANCHE,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,1,1
COMARAPA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,35,35
COMBAYA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,3,3
CONCEPCION,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,58,58
COPACABANA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,19,19
CORIPATA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,11,11
CORO CORO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,7,7
COROICO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,22,22
CORQUE,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,8,8
COTAGAITA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,24,24
COTOCA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,112,112
CUATRO CAÑADAS,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,43,43
CUCHUMUELA (V. G. VILLARROEL),micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,3,3
CUEVO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,8,8
CULPINA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,31,31
CURAHUARA DE CARANGAS,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,5,5
CURVA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,1,1
DESAGUADERO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,9,9
EL ALTO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,1601,1601
EL CHORO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,3,3
EL PUENTE(STC),micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,28,28
EL PUENTE(TJA),micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,18,18
EL TORNO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,90,90
EL VILLAR,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,4,4
ENTRE RIOS TRJ,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,34,34
ENTRE RIOS CBBA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,67,67
ESCOMA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,4,4
EUCALIPTUS,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,5,5
EUREKA (SANTOS MERCADO),micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,3,3
EXALTACION,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,2,2
FERNANDEZ ALONSO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,19,19
FILADELFIA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,14,14
GENERAL SAAVEDRA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,21,21
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,9,9
GUANAY,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,35,35
GUAQUI,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,9,9
GUAYARAMERIN,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,83,83
GUTIERREZ,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,24,24
HUACARETA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,7,7
HUACAYA (VILLA DE HUACAYA),micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,8,8
HUANUNI,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,38,38
HUARACAJE,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,5,5
HUARINA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,2,2
HUATAJATA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,4,4
HUAYLLAMARCA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,5,5
HUMANATA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,7,7
ICHOCA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,7,7
ICLA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,8,8
INCAHUASI,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,17,17
INQUISIVI,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,25,25
IRUPANA (VILLA DE LANZA),micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,19,19
IXIAMAS,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,20,20
JESUS DE MACHACA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,14,14
LA ASUNTA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,68,68
LA GUARDIA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,233,233
LA PAZ,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,1079,1079
LAGUNILLAS,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,13,13
LAJA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,30,30
LAS CARRERAS,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,1,1
LICOMA PAMPA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,4,4
LLALLAGUA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,79,79
LLICA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,4,4
LORETO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,19,19
LURIBAY,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,11,11
MACHACAMARCA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,8,8
MACHARETI,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,20,20
MAGDALENA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,18,18
MAIRANA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,21,21
MALLA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,4,4
MAPIRI,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,25,25
MECAPACA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,15,15
MINEROS,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,40,40
MIZQUE,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,26,26
MOCOMOCO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,15,15
MOJINETE,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,1,1
MOJOCOYA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,12,12
MONTEAGUDO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,50,50
MONTERO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,260,260
MORO MORO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,5,5
MOROCHATA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,20,20
NACEBE (SANTA ROSA DEL ABUNA),micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,4,4
NAZACARA DE PACAJES,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,4,4
NUEVO MANOA (NUEVA ESPERANZA),micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,3,3
OCURI,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,16,16
OKINAWA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,24,24
OMEREQUE,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,16,16
ORURO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,422,422
PADCAYA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,25,25
PADILLA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,21,21
PAILON,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,50,50
PALCA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,34,34
PALOS BLANCOS,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,47,47
PAMPA AULLAGAS,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,4,4
PAMPA GRANDE,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,20,20
PAPEL PAMPA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,3,3
PASORAPA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,3,3
PATACAMAYA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,32,32
PAZÑA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,6,6
PELECHUCO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,14,14
POCOATA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,29,29
POCONA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,10,10
POJO (CBBA),micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,13,13
POOPO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,2,2
PORCO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,32,32
POROMA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,16,16
PORONGO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,22,22
PORTACHUELO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,26,26
PORVENIR,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,25,25
POSTRER VALLE,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,2,2
POTOSI,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,355,355
PRESTO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,7,7
PUCARA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,2,2
PUCARANI,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,30,30
PUERTO ACOSTA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,8,8
PUERTO CARABUCO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,21,21
PUERTO GONZALO MORENO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,15,15
PUERTO PEREZ,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,5,5
PUERTO QUIJARRO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,26,26
PUERTO RICO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,24,24
PUERTO SILES,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,3,3
PUERTO SUAREZ,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,38,38
PUERTO VILLARROEL,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,79,79
PUNA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,16,16
PUNATA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,46,46
QUIABAYA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,6,6
QUILLACOLLO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,212,212
QUIME,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,18,18
QUIRUSILLAS,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,3,3
RAQAYPAMPA(ETA),micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,18,18
RAVELO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,7,7
REYES,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,19,19
RIBERALTA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,185,185
ROBORE,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,16,16
RURRENABAQUE,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,33,33
SABAYA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,6,6
SACABA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,363,363
SACABAMBA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,6,6
SACACA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,15,15
SAIPINA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,8,8
SALINAS DE GARCI MENDOZA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,25,25
SAMAIPATA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,19,19
SAN AGUSTIN,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,3,3
SAN ANDRES,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,9,9
SAN ANDRES DE MACHACA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,4,4
SAN ANTONIO DE ESMORUCO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,4,4
SAN ANTONIO DE LOMERIO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,9,9
SAN BENITO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,18,18
SAN BORJA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,82,82
SAN BUENA VENTURA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,23,23
SAN CARLOS,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,34,34
SAN IGNACIO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,32,32
SAN IGNACIO DE VELASCO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,91,91
SAN JAVIER(BNI),micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,15,15
SAN JAVIER(STC),micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,13,13
SAN JOAQUIN,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,12,12
SAN JOSE DE CHIQUITOS,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,56,56
SAN JUAN DE YAPACANI,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,18,18
SAN JULIAN,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,105,105
SAN LORENZO(PND),micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,25,25
SAN LORENZO(TJA),micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,29,29
SAN LUCAS,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,39,39
SAN MATIAS,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,26,26
SAN MIGUEL DE VELASCO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,26,26
SAN PABLO DE LIPEZ,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,5,5
SAN PEDRO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,32,32
SAN PEDRO DE BUENA VISTA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,50,50
SAN PEDRO DE CURAHUARA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,7,7
SAN PEDRO DE QUEMES,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,2,2
SAN PEDRO DE TIQUINA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,5,5
SAN PEDRO(PND),micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,1,1
SAN RAFAEL,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,2,2
SAN RAMON BENI,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,14,14
SAN RAMON SCZ,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,25,25
SANTA ANA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,64,64
SANTA CRUZ DE LA SIERRA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,1124,1124
SANTA ROSA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,14,14
SANTA ROSA DEL SARA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,33,33
SANTIAGO DE CALLAPA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,5,5
SANTIAGO DE HUARI,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,12,12
SANTIAGO DE HUATA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,3,3
SANTIAGO DE MACHACA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,2,2
SANTIVAÑES,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,17,17
SANTUARIO DE QUILLACAS,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,5,5
SAPAHAQUI,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2018-01-01,6,6
