municipality,group,variable,month,Mujeres puérperas con dosis completa de hierro,TOTAL
ACACIO,micronutrientes,mujeres puerperas con dosis completa de hierro,2018-01-01,6,6
ACHACACHI,micronutrientes,mujeres puerperas con dosis completa de hierro,2018-01-01,43,43
ACHOCALLA,micronutrientes,mujeres puerperas con dosis completa de hierro,2018-01-01,3,3
AIQUILE,micronutrientes,mujeres puerperas con dosis completa de hierro,2018-01-01,36,36
ALALAY,micronutrientes,mujeres puerperas con dosis completa de hierro,2018-01-01,1,1
ALCALA,micronutrientes,mujeres puerperas con dosis completa de hierro,2018-01-01,3,3
ALTO BENI,micronutrientes,mujeres puerperas con dosis completa de hierro,2018-01-01,12,12
ANCORAIMES,micronutrientes,mujeres puerperas con dosis completa de hierro,2018-01-01,6,6
ANDAMARCA,micronutrientes,mujeres puerperas con dosis completa de hierro,2018-01-01,3,3
ANTEQUERA,micronutrientes,mujeres puerperas con dosis completa de hierro,2018-01-01,3,3
ANZALDO,micronutrientes,mujeres puerperas con dosis completa de hierro,2018-01-01,1,1
APOLO,micronutrientes,mujeres puerperas con dosis completa de hierro,2018-01-01,15,15
ARAMPAMPA,micronutrientes,mujeres puerperas con dosis completa de hierro,2018-01-01,4,4
ARANI,micronutrientes,mujeres puerperas con dosis completa de hierro,2018-01-01,2,2
ARBIETO,micronutrientes,mujeres puerperas con dosis completa de hierro,2018-01-01,5,5
ARQUE,micronutrientes,mujeres puerperas con dosis completa de hierro,2018-01-01,16,16
ASCENCION DE GUARAYOS,micronutrientes,mujeres puerperas con dosis completa de hierro,2018-01-01,1,1
ATOCHA,micronutrientes,mujeres puerperas con dosis completa de hierro,2018-01-01,11,11
AUCAPATA,micronutrientes,mujeres puerperas con dosis completa de hierro,2018-01-01,3,3
AYATA,micronutrientes,mujeres puerperas con dosis completa de hierro,2018-01-01,8,8
AYO AYO,micronutrientes,mujeres puerperas con dosis completa de hierro,2018-01-01,7,7
AYOPAYA (V. DE INDEPENDENCIA),micronutrientes,mujeres puerperas con dosis completa de hierro,2018-01-01,22,22
AZURDUY,micronutrientes,mujeres puerperas con dosis completa de hierro,2018-01-01,14,14
BATALLAS,micronutrientes,mujeres puerperas con dosis completa de hierro,2018-01-01,18,18
BAURES,micronutrientes,mujeres puerperas con dosis completa de hierro,2018-01-01,11,11
BELEN DE ANDAMARCA,micronutrientes,mujeres puerperas con dosis completa de hierro,2018-01-01,1,1
BELLA FLOR,micronutrientes,mujeres puerperas con dosis completa de hierro,2018-01-01,1,1
BERMEJO,micronutrientes,mujeres puerperas con dosis completa de hierro,2018-01-01,42,42
BETANZOS,micronutrientes,mujeres puerperas con dosis completa de hierro,2018-01-01,33,33
BOLIVAR,micronutrientes,mujeres puerperas con dosis completa de hierro,2018-01-01,8,8
BOYUIBE,micronutrientes,mujeres puerperas con dosis completa de hierro,2018-01-01,1,1
BUENA VISTA,micronutrientes,mujeres puerperas con dosis completa de hierro,2018-01-01,8,8
CABEZAS,micronutrientes,mujeres puerperas con dosis completa de hierro,2018-01-01,39,39
CAIROMA,micronutrientes,mujeres puerperas con dosis completa de hierro,2018-01-01,11,11
"CAIZA ""D""",micronutrientes,mujeres puerperas con dosis completa de hierro,2018-01-01,9,9
CAJUATA,micronutrientes,mujeres puerperas con dosis completa de hierro,2018-01-01,15,15
CALACOTO,micronutrientes,mujeres puerperas con dosis completa de hierro,2018-01-01,1,1
CALAMARCA,micronutrientes,mujeres puerperas con dosis completa de hierro,2018-01-01,14,14
CAMARGO,micronutrientes,mujeres puerperas con dosis completa de hierro,2018-01-01,15,15
CAMATAQUI (C. VILLA ABECIA),micronutrientes,mujeres puerperas con dosis completa de hierro,2018-01-01,1,1
CAMIRI,micronutrientes,mujeres puerperas con dosis completa de hierro,2018-01-01,76,76
CAPINOTA,micronutrientes,mujeres puerperas con dosis completa de hierro,2018-01-01,28,28
CAQUIAVIRI,micronutrientes,mujeres puerperas con dosis completa de hierro,2018-01-01,8,8
CARACOLLO,micronutrientes,mujeres puerperas con dosis completa de hierro,2018-01-01,19,19
CARANAVI,micronutrientes,mujeres puerperas con dosis completa de hierro,2018-01-01,70,70
CARAPARI,micronutrientes,mujeres puerperas con dosis completa de hierro,2018-01-01,1,1
CARIPUYO,micronutrientes,mujeres puerperas con dosis completa de hierro,2018-01-01,8,8
CARMEN RIVERO TORREZ,micronutrientes,mujeres puerperas con dosis completa de hierro,2018-01-01,9,9
CATACORA,micronutrientes,mujeres puerperas con dosis completa de hierro,2018-01-01,1,1
CHACARILLA,micronutrientes,mujeres puerperas con dosis completa de hierro,2018-01-01,1,1
CHALLAPATA,micronutrientes,mujeres puerperas con dosis completa de hierro,2018-01-01,66,66
CHAQUI,micronutrientes,mujeres puerperas con dosis completa de hierro,2018-01-01,3,3
CHARAGUA,micronutrientes,mujeres puerperas con dosis completa de hierro,2018-01-01,51,51
CHARAÑA,micronutrientes,mujeres puerperas con dosis completa de hierro,2018-01-01,2,2
CHAYANTA,micronutrientes,mujeres puerperas con dosis completa de hierro,2018-01-01,12,12
CHIMORE,micronutrientes,mujeres puerperas con dosis completa de hierro,2018-01-01,22,22
CHUA COCANI,micronutrientes,mujeres puerperas con dosis completa de hierro,2018-01-01,2,2
CHULUMANI (V. DE LA LIBERTAD),micronutrientes,mujeres puerperas con dosis completa de hierro,2018-01-01,15,15
CHUMA,micronutrientes,mujeres puerperas con dosis completa de hierro,2018-01-01,8,8
CHUQUIHUTA AYLLU JUCUMANI,micronutrientes,mujeres puerperas con dosis completa de hierro,2018-01-01,4,4
CKOCHAS,micronutrientes,mujeres puerperas con dosis completa de hierro,2018-01-01,13,13
CLIZA,micronutrientes,mujeres puerperas con dosis completa de hierro,2018-01-01,32,32
COBIJA,micronutrientes,mujeres puerperas con dosis completa de hierro,2018-01-01,144,144
COCAPATA,micronutrientes,mujeres puerperas con dosis completa de hierro,2018-01-01,15,15
COCHABAMBA,micronutrientes,mujeres puerperas con dosis completa de hierro,2018-01-01,263,263
COLCAPIRHUA,micronutrientes,mujeres puerperas con dosis completa de hierro,2018-01-01,41,41
"COLCHA ""K""",micronutrientes,mujeres puerperas con dosis completa de hierro,2018-01-01,13,13
COLLANA,micronutrientes,mujeres puerperas con dosis completa de hierro,2018-01-01,2,2
COLOMI,micronutrientes,mujeres puerperas con dosis completa de hierro,2018-01-01,25,25
COLPA BELGICA,micronutrientes,mujeres puerperas con dosis completa de hierro,2018-01-01,5,5
COLQUECHACA,micronutrientes,mujeres puerperas con dosis completa de hierro,2018-01-01,48,48
COLQUENCHA,micronutrientes,mujeres puerperas con dosis completa de hierro,2018-01-01,13,13
COLQUIRI,micronutrientes,mujeres puerperas con dosis completa de hierro,2018-01-01,19,19
COMANCHE,micronutrientes,mujeres puerperas con dosis completa de hierro,2018-01-01,1,1
COMARAPA,micronutrientes,mujeres puerperas con dosis completa de hierro,2018-01-01,36,36
COMBAYA,micronutrientes,mujeres puerperas con dosis completa de hierro,2018-01-01,4,4
CONCEPCION,micronutrientes,mujeres puerperas con dosis completa de hierro,2018-01-01,30,30
COPACABANA,micronutrientes,mujeres puerperas con dosis completa de hierro,2018-01-01,14,14
CORIPATA,micronutrientes,mujeres puerperas con dosis completa de hierro,2018-01-01,13,13
CORO CORO,micronutrientes,mujeres puerperas con dosis completa de hierro,2018-01-01,10,10
COROICO,micronutrientes,mujeres puerperas con dosis completa de hierro,2018-01-01,23,23
CORQUE,micronutrientes,mujeres puerperas con dosis completa de hierro,2018-01-01,4,4
COTAGAITA,micronutrientes,mujeres puerperas con dosis completa de hierro,2018-01-01,14,14
COTOCA,micronutrientes,mujeres puerperas con dosis completa de hierro,2018-01-01,60,60
CUATRO CAÑADAS,micronutrientes,mujeres puerperas con dosis completa de hierro,2018-01-01,17,17
CUCHUMUELA (V. G. VILLARROEL),micronutrientes,mujeres puerperas con dosis completa de hierro,2018-01-01,2,2
CUEVO,micronutrientes,mujeres puerperas con dosis completa de hierro,2018-01-01,1,1
CULPINA,micronutrientes,mujeres puerperas con dosis completa de hierro,2018-01-01,20,20
CURAHUARA DE CARANGAS,micronutrientes,mujeres puerperas con dosis completa de hierro,2018-01-01,3,3
CURVA,micronutrientes,mujeres puerperas con dosis completa de hierro,2018-01-01,3,3
DESAGUADERO,micronutrientes,mujeres puerperas con dosis completa de hierro,2018-01-01,8,8
EL ALTO,micronutrientes,mujeres puerperas con dosis completa de hierro,2018-01-01,1536,1536
EL CHORO,micronutrientes,mujeres puerperas con dosis completa de hierro,2018-01-01,2,2
EL PUENTE(STC),micronutrientes,mujeres puerperas con dosis completa de hierro,2018-01-01,8,8
EL PUENTE(TJA),micronutrientes,mujeres puerperas con dosis completa de hierro,2018-01-01,5,5
EL TORNO,micronutrientes,mujeres puerperas con dosis completa de hierro,2018-01-01,53,53
EL VILLAR,micronutrientes,mujeres puerperas con dosis completa de hierro,2018-01-01,7,7
ENTRE RIOS TRJ,micronutrientes,mujeres puerperas con dosis completa de hierro,2018-01-01,21,21
ENTRE RIOS CBBA,micronutrientes,mujeres puerperas con dosis completa de hierro,2018-01-01,37,37
ESCARA,micronutrientes,mujeres puerperas con dosis completa de hierro,2018-01-01,1,1
ESCOMA,micronutrientes,mujeres puerperas con dosis completa de hierro,2018-01-01,3,3
EUCALIPTUS,micronutrientes,mujeres puerperas con dosis completa de hierro,2018-01-01,2,2
EUREKA (SANTOS MERCADO),micronutrientes,mujeres puerperas con dosis completa de hierro,2018-01-01,1,1
EXALTACION,micronutrientes,mujeres puerperas con dosis completa de hierro,2018-01-01,1,1
FERNANDEZ ALONSO,micronutrientes,mujeres puerperas con dosis completa de hierro,2018-01-01,5,5
FILADELFIA,micronutrientes,mujeres puerperas con dosis completa de hierro,2018-01-01,5,5
GENERAL SAAVEDRA,micronutrientes,mujeres puerperas con dosis completa de hierro,2018-01-01,7,7
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes,mujeres puerperas con dosis completa de hierro,2018-01-01,4,4
GUANAY,micronutrientes,mujeres puerperas con dosis completa de hierro,2018-01-01,18,18
GUAQUI,micronutrientes,mujeres puerperas con dosis completa de hierro,2018-01-01,6,6
GUAYARAMERIN,micronutrientes,mujeres puerperas con dosis completa de hierro,2018-01-01,78,78
GUTIERREZ,micronutrientes,mujeres puerperas con dosis completa de hierro,2018-01-01,13,13
HUACARETA,micronutrientes,mujeres puerperas con dosis completa de hierro,2018-01-01,8,8
HUACAYA (VILLA DE HUACAYA),micronutrientes,mujeres puerperas con dosis completa de hierro,2018-01-01,1,1
HUACHACALLA,micronutrientes,mujeres puerperas con dosis completa de hierro,2018-01-01,3,3
HUANUNI,micronutrientes,mujeres puerperas con dosis completa de hierro,2018-01-01,19,19
HUARACAJE,micronutrientes,mujeres puerperas con dosis completa de hierro,2018-01-01,4,4
HUARINA,micronutrientes,mujeres puerperas con dosis completa de hierro,2018-01-01,3,3
HUATAJATA,micronutrientes,mujeres puerperas con dosis completa de hierro,2018-01-01,3,3
HUAYLLAMARCA,micronutrientes,mujeres puerperas con dosis completa de hierro,2018-01-01,3,3
HUMANATA,micronutrientes,mujeres puerperas con dosis completa de hierro,2018-01-01,4,4
ICHOCA,micronutrientes,mujeres puerperas con dosis completa de hierro,2018-01-01,2,2
ICLA,micronutrientes,mujeres puerperas con dosis completa de hierro,2018-01-01,8,8
INCAHUASI,micronutrientes,mujeres puerperas con dosis completa de hierro,2018-01-01,16,16
INQUISIVI,micronutrientes,mujeres puerperas con dosis completa de hierro,2018-01-01,5,5
IRUPANA (VILLA DE LANZA),micronutrientes,mujeres puerperas con dosis completa de hierro,2018-01-01,10,10
IXIAMAS,micronutrientes,mujeres puerperas con dosis completa de hierro,2018-01-01,14,14
