,group,variable,month,CONTROL DEL NIÑO MENOR DE 1 AÑO NUEVO,CONTROL DEL NIÑO MENOR DE 1 AÑO NUEVO,CONTROL DEL NIÑO MENOR DE 1 AÑO REPETIDO,CONTROL DEL NIÑO MENOR DE 1 AÑO REPETIDO,TOTALES,TOTALES,TOTALES
TIPUANI,control de crecimiento infantil,control del nino menor de 1 ano,2013-10-01,14,18,112,84,126,102,228
TIQUIPAYA,control de crecimiento infantil,control del nino menor de 1 ano,2013-10-01,133,130,549,525,682,655,1337
TIRAQUE (CBBA),control de crecimiento infantil,control del nino menor de 1 ano,2013-10-01,23,24,139,145,162,169,331
TITO YUPANQUI (PARQUIPUJIO),control de crecimiento infantil,control del nino menor de 1 ano,2013-10-01,0,0,6,4,6,4,10
TOCO,control de crecimiento infantil,control del nino menor de 1 ano,2013-10-01,5,8,60,35,65,43,108
TODOS SANTOS,control de crecimiento infantil,control del nino menor de 1 ano,2013-10-01,1,0,2,2,3,2,5
TOLATA,control de crecimiento infantil,control del nino menor de 1 ano,2013-10-01,10,3,54,33,64,36,100
TOLEDO,control de crecimiento infantil,control del nino menor de 1 ano,2013-10-01,5,3,58,38,63,41,104
TOMAVE,control de crecimiento infantil,control del nino menor de 1 ano,2013-10-01,12,7,81,78,93,85,178
TOMINA,control de crecimiento infantil,control del nino menor de 1 ano,2013-10-01,6,9,56,63,62,72,134
TORO TORO,control de crecimiento infantil,control del nino menor de 1 ano,2013-10-01,13,10,92,84,105,94,199
TOTORA(CBBA),control de crecimiento infantil,control del nino menor de 1 ano,2013-10-01,49,47,155,137,204,184,388
TOTORA(ORR),control de crecimiento infantil,control del nino menor de 1 ano,2013-10-01,7,4,47,31,54,35,89
TRIGAL,control de crecimiento infantil,control del nino menor de 1 ano,2013-10-01,0,0,14,10,14,10,24
TRINIDAD,control de crecimiento infantil,control del nino menor de 1 ano,2013-10-01,321,257,713,634,1034,891,1925
TUPIZA,control de crecimiento infantil,control del nino menor de 1 ano,2013-10-01,37,44,313,291,350,335,685
TURCO,control de crecimiento infantil,control del nino menor de 1 ano,2013-10-01,0,4,26,53,26,57,83
UMALA,control de crecimiento infantil,control del nino menor de 1 ano,2013-10-01,16,19,34,50,50,69,119
UNCIA,control de crecimiento infantil,control del nino menor de 1 ano,2013-10-01,40,49,162,125,202,174,376
URIONDO (A. CONCEPCION),control de crecimiento infantil,control del nino menor de 1 ano,2013-10-01,35,27,141,151,176,178,354
URUBICHA,control de crecimiento infantil,control del nino menor de 1 ano,2013-10-01,5,4,67,70,72,74,146
UYUNI,control de crecimiento infantil,control del nino menor de 1 ano,2013-10-01,33,32,179,184,212,216,428
VACAS,control de crecimiento infantil,control del nino menor de 1 ano,2013-10-01,13,16,78,58,91,74,165
VALLEGRANDE,control de crecimiento infantil,control del nino menor de 1 ano,2013-10-01,15,10,95,110,110,120,230
VIACHA,control de crecimiento infantil,control del nino menor de 1 ano,2013-10-01,104,102,475,427,579,529,1108
VILA VILA,control de crecimiento infantil,control del nino menor de 1 ano,2013-10-01,14,19,25,33,39,52,91
VILLA CHARCAS,control de crecimiento infantil,control del nino menor de 1 ano,2013-10-01,17,22,130,105,147,127,274
VILLA MONTES,control de crecimiento infantil,control del nino menor de 1 ano,2013-10-01,50,58,358,357,408,415,823
VILLA NUEVA (LOMA ALTA),control de crecimiento infantil,control del nino menor de 1 ano,2013-10-01,3,5,49,34,52,39,91
VILLA RIVERO,control de crecimiento infantil,control del nino menor de 1 ano,2013-10-01,22,21,92,109,114,130,244
VILLA SERRANO,control de crecimiento infantil,control del nino menor de 1 ano,2013-10-01,8,11,83,71,91,82,173
VILLA TUNARI,control de crecimiento infantil,control del nino menor de 1 ano,2013-10-01,129,155,811,677,940,832,1772
VILLA VACA GUZMAN (MUYUPAMPA),control de crecimiento infantil,control del nino menor de 1 ano,2013-10-01,9,13,90,73,99,86,185
VILLAZON,control de crecimiento infantil,control del nino menor de 1 ano,2013-10-01,46,48,295,313,341,361,702
VINTO,control de crecimiento infantil,control del nino menor de 1 ano,2013-10-01,133,155,284,283,417,438,855
VITICHI,control de crecimiento infantil,control del nino menor de 1 ano,2013-10-01,11,7,65,73,76,80,156
WALDO BALLIVIAN,control de crecimiento infantil,control del nino menor de 1 ano,2013-10-01,2,2,19,7,21,9,30
WARNES,control de crecimiento infantil,control del nino menor de 1 ano,2013-10-01,101,120,703,689,804,809,1613
YACO,control de crecimiento infantil,control del nino menor de 1 ano,2013-10-01,15,4,46,54,61,58,119
YACUIBA,control de crecimiento infantil,control del nino menor de 1 ano,2013-10-01,418,305,600,543,1018,848,1866
YAMPARAEZ,control de crecimiento infantil,control del nino menor de 1 ano,2013-10-01,8,10,51,47,59,57,116
YANACACHI,control de crecimiento infantil,control del nino menor de 1 ano,2013-10-01,5,5,58,62,63,67,130
YAPACANI,control de crecimiento infantil,control del nino menor de 1 ano,2013-10-01,27,27,189,253,216,280,496
YOCALLA,control de crecimiento infantil,control del nino menor de 1 ano,2013-10-01,9,18,100,76,109,94,203
YOTALA,control de crecimiento infantil,control del nino menor de 1 ano,2013-10-01,6,8,46,51,52,59,111
YUNCHARA,control de crecimiento infantil,control del nino menor de 1 ano,2013-10-01,3,7,48,32,51,39,90
YUNGUYO DE LITORAL,control de crecimiento infantil,control del nino menor de 1 ano,2013-10-01,0,0,1,0,1,0,1
ZUDAÑEZ,control de crecimiento infantil,control del nino menor de 1 ano,2013-10-01,5,5,41,42,46,47,93
ACACIO,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,5,2,48,41,53,43,96
ACHACACHI,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,51,37,270,251,321,288,609
ACHOCALLA,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,8,13,97,84,105,97,202
AIQUILE,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,68,68,198,169,266,237,503
ALALAY,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,1,1,31,19,32,20,52
ALCALA,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,2,1,20,24,22,25,47
ALTO BENI,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,3,8,103,91,106,99,205
ANCORAIMES,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,16,12,107,97,123,109,232
ANDAMARCA,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,5,3,35,32,40,35,75
ANTEQUERA,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,1,3,28,28,29,31,60
ANZALDO,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,11,7,61,37,72,44,116
APOLO,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,13,17,158,150,171,167,338
ARAMPAMPA,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,4,2,38,34,42,36,78
ARANI,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,22,23,103,90,125,113,238
ARBIETO,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,15,4,147,151,162,155,317
ARQUE,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,23,16,134,134,157,150,307
ASCENCION DE GUARAYOS,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,74,76,202,184,276,260,536
ATOCHA,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,17,31,95,81,112,112,224
AUCAPATA,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,6,2,37,27,43,29,72
AYATA,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,4,3,52,56,56,59,115
AYO AYO,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,5,13,73,73,78,86,164
AYOPAYA (V. DE INDEPENDENCIA),control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,24,18,258,267,282,285,567
AZURDUY,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,10,15,66,75,76,90,166
BATALLAS,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,17,13,151,145,168,158,326
BAURES,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,5,7,43,45,48,52,100
BELEN DE ANDAMARCA,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,1,1,12,13,13,14,27
BELEN DE URMIRI,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,2,4,12,15,14,19,33
BELLA FLOR,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,1,2,23,31,24,33,57
BERMEJO,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,95,96,178,177,273,273,546
BETANZOS,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,29,31,234,258,263,289,552
BOLIVAR,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,8,10,85,74,93,84,177
BOLPEBRA,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,3,0,25,17,28,17,45
BOYUIBE,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,10,4,32,26,42,30,72
BUENA VISTA,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,7,13,90,94,97,107,204
CABEZAS,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,4,7,146,143,150,150,300
CAIROMA,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,10,7,68,69,78,76,154
"CAIZA ""D""",control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,12,10,78,71,90,81,171
CAJUATA,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,2,2,119,96,121,98,219
CALACOTO,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,5,7,28,30,33,37,70
CALAMARCA,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,11,6,85,87,96,93,189
CAMARGO,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,11,9,113,118,124,127,251
CAMATAQUI (C. VILLA ABECIA),control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,5,0,19,17,24,17,41
CAMIRI,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,58,47,255,274,313,321,634
CAPINOTA,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,36,20,257,219,293,239,532
CAQUIAVIRI,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,3,11,84,72,87,83,170
CARACOLLO,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,15,11,167,159,182,170,352
CARANAVI,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,82,66,369,340,451,406,857
CARANGAS,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,2,0,1,0,3,0,3
CARAPARI,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,18,13,131,147,149,160,309
CARIPUYO,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,10,10,94,59,104,69,173
CARMEN RIVERO TORREZ,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,7,13,22,23,29,36,65
CATACORA,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,0,1,3,8,3,9,12
CHACARILLA,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,0,0,3,3,3,3,6
CHALLAPATA,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,40,28,383,345,423,373,796
CHAQUI,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,10,4,70,61,80,65,145
CHARAGUA,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,33,24,220,223,253,247,500
CHARAÑA,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,3,0,10,12,13,12,25
CHAYANTA,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,9,21,96,117,105,138,243
CHIMORE,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,47,51,275,222,322,273,595
CHIPAYA,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,0,1,22,13,22,14,36
CHOQUE COTA,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,0,2,10,14,10,16,26
CHUA COCANI,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,0,3,12,19,12,22,34
CHULUMANI (V. DE LA LIBERTAD),control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,44,43,77,80,121,123,244
CHUMA,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,9,8,74,75,83,83,166
CHUQUIHUTA AYLLU JUCUMANI,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,9,15,66,48,75,63,138
CKOCHAS,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,17,20,129,137,146,157,303
CLIZA,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,47,36,183,137,230,173,403
COBIJA,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,74,87,526,483,600,570,1170
COCAPATA,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,23,23,169,136,192,159,351
COCHABAMBA,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,1244,1219,3453,3176,4697,4395,9092
COIPASA,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,3,0,9,4,12,4,16
COLCAPIRHUA,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,56,72,331,248,387,320,707
"COLCHA ""K""",control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,5,14,138,118,143,132,275
COLLANA,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,2,3,16,22,18,25,43
COLOMI,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,29,15,199,179,228,194,422
COLPA BELGICA,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,11,8,2,1,13,9,22
COLQUECHACA,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,27,34,300,289,327,323,650
COLQUENCHA,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,5,6,69,70,74,76,150
COLQUIRI,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,10,23,130,135,140,158,298
COMANCHE,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,2,0,19,15,21,15,36
COMARAPA,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,21,19,111,126,132,145,277
COMBAYA,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,4,1,12,10,16,11,27
CONCEPCION,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,24,21,155,126,179,147,326
COPACABANA,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,9,13,84,58,93,71,164
CORIPATA,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,8,11,149,107,157,118,275
CORO CORO,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,9,6,55,68,64,74,138
COROICO,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,34,41,105,129,139,170,309
CORQUE,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,2,8,57,42,59,50,109
COTAGAITA,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,14,14,161,125,175,139,314
COTOCA,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,64,61,379,337,443,398,841
CRUZ DE MACHACAMARCA,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,0,0,2,1,2,1,3
CUATRO CAÑADAS,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,117,127,52,71,169,198,367
CUCHUMUELA (V. G. VILLARROEL),control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,4,1,9,9,13,10,23
CUEVO,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,3,2,24,14,27,16,43
CULPINA,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,22,21,156,150,178,171,349
CURAHUARA DE CARANGAS,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,7,6,38,49,45,55,100
CURVA,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,7,4,26,28,33,32,65
DESAGUADERO,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,2,4,26,51,28,55,83
EL ALTO,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,1103,1043,6103,5733,7206,6776,13982
EL CHORO,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,2,5,62,38,64,43,107
EL PUENTE(STC),control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,10,6,92,90,102,96,198
EL PUENTE(TJA),control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,6,8,93,74,99,82,181
EL TORNO,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,47,60,342,331,389,391,780
EL VILLAR,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,3,2,22,26,25,28,53
ENTRE RIOS TRJ,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,17,11,197,197,214,208,422
ENTRE RIOS CBBA,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,54,44,235,302,289,346,635
ESCARA,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,0,0,4,4,4,4,8
ESCOMA,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,7,7,24,37,31,44,75
ESMERALDA,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,0,0,3,1,3,1,4
EUCALIPTUS,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,5,7,58,37,63,44,107
EUREKA (SANTOS MERCADO),control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,2,1,30,15,32,16,48
EXALTACION,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,7,3,10,15,17,18,35
FERNANDEZ ALONSO,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,8,10,75,81,83,91,174
FILADELFIA,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,8,8,48,46,56,54,110
GENERAL SAAVEDRA,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,25,6,136,118,161,124,285
GRAL. J.J. PEREZ (CHARAZANI),control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,6,7,76,61,82,68,150
GUANAY,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,11,11,129,141,140,152,292
GUAQUI,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,1,5,50,47,51,52,103
GUAYARAMERIN,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,53,61,429,409,482,470,952
GUTIERREZ,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,9,19,144,147,153,166,319
HUACARETA,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,5,7,75,72,80,79,159
HUACAYA (VILLA DE HUACAYA),control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,3,3,32,32,35,35,70
HUACHACALLA,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,1,0,11,13,12,13,25
HUANUNI,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,14,24,193,209,207,233,440
HUARACAJE,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,6,3,19,30,25,33,58
HUARINA,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,2,4,36,27,38,31,69
HUATAJATA,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,10,7,25,18,35,25,60
HUAYLLAMARCA,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,6,2,50,38,56,40,96
HUMANATA,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,1,4,24,20,25,24,49
ICHOCA,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,2,6,30,33,32,39,71
ICLA,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,7,11,59,46,66,57,123
INCAHUASI,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,11,14,124,110,135,124,259
INGAVI (HUMAITA),control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,1,0,4,15,5,15,20
INQUISIVI,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,10,9,85,78,95,87,182
IRUPANA (VILLA DE LANZA),control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,12,5,94,77,106,82,188
IXIAMAS,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,10,5,96,82,106,87,193
JESUS DE MACHACA,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,13,15,96,87,109,102,211
LA ASUNTA,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,84,68,336,352,420,420,840
LA GUARDIA,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,53,55,650,619,703,674,1377
LA PAZ,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,1701,1458,3966,3569,5667,5027,10694
LA RIVERA,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,2,4,0,0,2,4,6
LAGUNILLAS,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,6,4,68,69,74,73,147
LAJA,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,16,14,122,134,138,148,286
LAS CARRERAS,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,2,2,24,23,26,25,51
LICOMA PAMPA,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,1,0,27,29,28,29,57
LLALLAGUA,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,67,72,328,293,395,365,760
LLICA,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,5,3,36,36,41,39,80
LORETO,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,6,11,25,24,31,35,66
LURIBAY,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,26,31,28,32,54,63,117
MACHACAMARCA,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,2,5,34,44,36,49,85
MACHARETI,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,5,4,55,56,60,60,120
MAGDALENA,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,18,15,112,94,130,109,239
MAIRANA,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,6,7,38,34,44,41,85
MALLA,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,1,3,16,9,17,12,29
MAPIRI,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,12,13,121,109,133,122,255
MECAPACA,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,4,7,80,70,84,77,161
MINEROS,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,15,23,188,207,203,230,433
MIZQUE,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,76,64,385,265,461,329,790
MOCOMOCO,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,17,15,94,96,111,111,222
MOJINETE,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,1,0,7,4,8,4,12
MOJOCOYA,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,8,3,58,46,66,49,115
MONTEAGUDO,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,29,27,193,174,222,201,423
MONTERO,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,268,219,980,977,1248,1196,2444
MORO MORO,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,0,1,11,14,11,15,26
MOROCHATA,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,19,18,110,95,129,113,242
NACEBE (SANTA ROSA DEL ABUNA),control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,0,1,22,14,22,15,37
NAZACARA DE PACAJES,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,0,0,1,5,1,5,6
NUEVO MANOA (NUEVA ESPERANZA),control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,2,0,28,15,30,15,45
OCURI,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,23,17,130,121,153,138,291
OKINAWA,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,9,12,178,134,187,146,333
OMEREQUE,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,15,11,74,77,89,88,177
ORURO,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,645,669,2105,1838,2750,2507,5257
PADCAYA,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,18,17,121,115,139,132,271
PADILLA,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,11,12,84,85,95,97,192
PAILON,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,24,11,179,161,203,172,375
PALCA,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,18,21,131,116,149,137,286
PALOS BLANCOS,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,53,43,268,239,321,282,603
PAMPA AULLAGAS,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,2,3,26,18,28,21,49
PAMPA GRANDE,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,5,2,53,57,58,59,117
PAPEL PAMPA,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,7,7,52,45,59,52,111
PASORAPA,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,7,2,21,13,28,15,43
PATACAMAYA,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,22,31,79,153,101,184,285
PAZÑA,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,3,8,74,48,77,56,133
PELECHUCO,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,8,7,81,55,89,62,151
POCOATA,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,32,24,179,176,211,200,411
POCONA,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,17,10,93,96,110,106,216
POJO (CBBA),control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,9,9,133,109,142,118,260
POOPO,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,6,7,73,60,79,67,146
PORCO,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,11,12,141,117,152,129,281
POROMA,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,16,10,139,121,155,131,286
PORONGO,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,19,30,52,51,71,81,152
PORTACHUELO,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,14,18,81,71,95,89,184
PORVENIR,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,8,5,49,46,57,51,108
POSTRER VALLE,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,0,1,11,9,11,10,21
POTOSI,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,474,457,1307,1229,1781,1686,3467
PRESTO,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,12,6,60,69,72,75,147
PUCARA,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,1,0,15,4,16,4,20
PUCARANI,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,25,25,205,202,230,227,457
PUERTO ACOSTA,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,16,11,69,70,85,81,166
PUERTO CARABUCO,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,16,6,84,106,100,112,212
PUERTO GONZALO MORENO,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,5,3,112,80,117,83,200
PUERTO PEREZ,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,2,9,44,44,46,53,99
PUERTO QUIJARRO,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,22,12,158,125,180,137,317
PUERTO RICO,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,11,9,68,61,79,70,149
PUERTO SILES,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,1,0,18,11,19,11,30
PUERTO SUAREZ,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,17,7,107,113,124,120,244
PUERTO VILLARROEL,control de crecimiento infantil,control del nino menor de 1 ano,2013-11-01,187,150,657,535,844,685,1529
