,group,variable,month,CONTROL DEL NIÑO (A) DE 1 AÑO A MENOR DE 2 AÑOS NUEVO,CONTROL DEL NIÑO (A) DE 1 AÑO A MENOR DE 2 AÑOS NUEVO,CONTROL DEL NIÑO (A) DE 1 AÑO A MENOR DE 2 AÑOS REPETIDO,CONTROL DEL NIÑO (A) DE 1 AÑO A MENOR DE 2 AÑOS REPETIDO,TOTALES,TOTALES,TOTALES
EL VILLAR,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,2,1,38,26,40,27,67
ENTRE RIOS TRJ,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,17,13,158,184,175,197,372
ENTRE RIOS CBBA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,24,31,261,238,285,269,554
ESCOMA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,5,3,22,24,27,27,54
ESMERALDA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,0,0,1,1,1,1,2
EUCALIPTUS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,8,6,58,51,66,57,123
EUREKA (SANTOS MERCADO),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,5,2,22,12,27,14,41
EXALTACION,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,0,1,9,16,9,17,26
FERNANDEZ ALONSO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,2,2,50,55,52,57,109
FILADELFIA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,7,13,50,52,57,65,122
GENERAL SAAVEDRA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,7,2,108,79,115,81,196
GRAL. J.J. PEREZ (CHARAZANI),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,1,2,68,67,69,69,138
GUANAY,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,17,11,93,105,110,116,226
GUAQUI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,0,11,27,36,27,47,74
GUAYARAMERIN,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,8,8,307,348,315,356,671
GUTIERREZ,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,12,14,107,121,119,135,254
HUACARETA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,5,6,78,67,83,73,156
HUACAYA (VILLA DE HUACAYA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,0,0,16,14,16,14,30
HUACHACALLA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,0,3,2,7,2,10,12
HUANUNI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,20,17,141,120,161,137,298
HUARACAJE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,0,2,23,29,23,31,54
HUARINA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,3,4,32,24,35,28,63
HUATAJATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,2,5,14,25,16,30,46
HUAYLLAMARCA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,4,1,24,20,28,21,49
HUMANATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,6,3,29,28,35,31,66
ICHOCA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,0,0,39,22,39,22,61
ICLA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,1,5,54,68,55,73,128
INCAHUASI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,11,7,86,94,97,101,198
INGAVI (HUMAITA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,2,1,24,16,26,17,43
INQUISIVI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,8,5,73,40,81,45,126
IRUPANA (VILLA DE LANZA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,7,1,45,60,52,61,113
IXIAMAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,8,8,48,52,56,60,116
JESUS DE MACHACA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,10,12,61,72,71,84,155
LA ASUNTA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,38,30,322,296,360,326,686
LA GUARDIA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,57,66,204,237,261,303,564
LA PAZ,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,770,695,2533,2252,3303,2947,6250
LA RIVERA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,3,1,0,0,3,1,4
LAGUNILLAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,10,6,55,44,65,50,115
LAJA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,13,11,83,80,96,91,187
LAS CARRERAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,3,2,22,28,25,30,55
LICOMA PAMPA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,0,2,15,15,15,17,32
LLALLAGUA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,33,37,270,209,303,246,549
LLICA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,0,1,21,28,21,29,50
LORETO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,7,4,16,19,23,23,46
LURIBAY,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,2,2,51,59,53,61,114
MACHACAMARCA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,3,1,45,39,48,40,88
MACHARETI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,9,9,61,52,70,61,131
MAGDALENA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,10,4,63,77,73,81,154
MAIRANA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,12,7,63,73,75,80,155
MALLA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,1,2,7,9,8,11,19
MAPIRI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,16,18,99,82,115,100,215
MECAPACA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,17,9,52,52,69,61,130
MINEROS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,4,6,121,132,125,138,263
MIZQUE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,58,44,283,221,341,265,606
MOCOMOCO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,10,9,99,71,109,80,189
MOJINETE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,0,0,4,14,4,14,18
MOJOCOYA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,7,6,51,49,58,55,113
MONTEAGUDO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,21,20,210,180,231,200,431
MONTERO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,69,85,590,622,659,707,1366
MORO MORO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,2,2,22,16,24,18,42
MOROCHATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,9,11,126,126,135,137,272
NACEBE (SANTA ROSA DEL ABUNA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,4,2,17,11,21,13,34
NAZACARA DE PACAJES,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,1,0,6,2,7,2,9
NUEVO MANOA (NUEVA ESPERANZA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,2,2,7,11,9,13,22
OCURI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,19,9,149,125,168,134,302
OKINAWA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,1,8,77,87,78,95,173
OMEREQUE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,11,8,98,58,109,66,175
ORURO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,267,267,1471,1395,1738,1662,3400
PADCAYA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,10,10,131,127,141,137,278
PADILLA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,5,7,77,88,82,95,177
PAILON,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,11,11,89,97,100,108,208
PALCA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,10,8,105,78,115,86,201
PALOS BLANCOS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,15,15,216,193,231,208,439
PAMPA AULLAGAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,5,2,17,17,22,19,41
PAMPA GRANDE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,8,6,43,52,51,58,109
PAPEL PAMPA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,0,0,52,40,52,40,92
PASORAPA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,6,6,23,20,29,26,55
PATACAMAYA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,15,11,98,115,113,126,239
PAZÑA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,5,5,67,46,72,51,123
PELECHUCO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,9,2,64,54,73,56,129
POCOATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,15,24,184,177,199,201,400
POCONA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,6,7,109,91,115,98,213
POJO (CBBA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,10,7,117,78,127,85,212
POOPO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,8,4,41,52,49,56,105
PORCO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,4,6,69,66,73,72,145
POROMA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,13,7,131,121,144,128,272
PORONGO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,8,1,29,34,37,35,72
PORTACHUELO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,3,3,26,35,29,38,67
PORVENIR,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,5,2,57,67,62,69,131
POSTRER VALLE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,1,1,11,10,12,11,23
POTOSI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,208,203,784,704,992,907,1899
PRESTO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,6,9,65,65,71,74,145
PUCARA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,4,0,11,9,15,9,24
PUCARANI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,26,32,174,180,200,212,412
PUERTO ACOSTA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,25,17,51,57,76,74,150
PUERTO CARABUCO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,9,9,80,78,89,87,176
PUERTO GONZALO MORENO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,3,1,83,68,86,69,155
PUERTO PEREZ,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,1,3,51,19,52,22,74
PUERTO QUIJARRO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,2,3,89,76,91,79,170
PUERTO RICO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,13,6,61,53,74,59,133
PUERTO SILES,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,1,1,9,10,10,11,21
PUERTO SUAREZ,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,2,3,62,53,64,56,120
PUERTO VILLARROEL,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,141,97,438,340,579,437,1016
PUNA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,8,9,148,188,156,197,353
PUNATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,47,53,140,109,187,162,349
QUIABAYA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,2,3,9,10,11,13,24
QUILLACOLLO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,263,219,699,652,962,871,1833
QUIME,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,5,3,60,59,65,62,127
QUIRUSILLAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,1,3,8,6,9,9,18
RAVELO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,13,11,127,147,140,158,298
REYES,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,0,0,82,80,82,80,162
RIBERALTA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,91,93,749,776,840,869,1709
ROBORE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,4,3,80,70,84,73,157
RURRENABAQUE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,0,0,95,95,95,95,190
SABAYA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,2,1,24,22,26,23,49
SACABA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,104,122,941,858,1045,980,2025
SACABAMBA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,2,1,41,25,43,26,69
SACACA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,15,14,178,158,193,172,365
SAIPINA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,0,0,50,44,50,44,94
SALINAS DE GARCI MENDOZA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,12,6,107,68,119,74,193
SAMAIPATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,8,5,55,54,63,59,122
SAN AGUSTIN,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,0,0,9,8,9,8,17
SAN ANDRES,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,23,16,76,72,99,88,187
SAN ANDRES DE MACHACA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,1,3,13,16,14,19,33
SAN ANTONIO DE ESMORUCO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,1,2,12,16,13,18,31
SAN ANTONIO DE LOMERIO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,5,12,41,44,46,56,102
SAN BENITO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,5,4,85,90,90,94,184
SAN BORJA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,4,2,297,242,301,244,545
SAN BUENA VENTURA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,13,8,45,49,58,57,115
SAN CARLOS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,13,8,65,123,78,131,209
SAN IGNACIO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,52,47,181,118,233,165,398
SAN IGNACIO DE VELASCO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,56,66,332,331,388,397,785
SAN JAVIER(BNI),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,2,4,12,12,14,16,30
SAN JAVIER(STC),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,6,12,46,55,52,67,119
SAN JOAQUIN,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,29,16,29,16,58,32,90
SAN JOSE DE CHIQUITOS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,4,7,63,53,67,60,127
SAN JUAN DE YAPACANI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,11,10,49,40,60,50,110
SAN JULIAN,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,17,17,296,293,313,310,623
SAN LORENZO(PND),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,1,4,78,86,79,90,169
SAN LORENZO(TJA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,14,22,176,180,190,202,392
SAN LUCAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,23,28,267,280,290,308,598
SAN MATIAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,22,20,41,30,63,50,113
SAN MIGUEL DE VELASCO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,17,12,99,97,116,109,225
SAN PABLO DE LIPEZ,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,1,0,19,19,20,19,39
SAN PEDRO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,8,6,113,104,121,110,231
SAN PEDRO DE BUENA VISTA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,33,27,254,263,287,290,577
SAN PEDRO DE CURAHUARA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,2,0,43,35,45,35,80
SAN PEDRO DE QUEMES,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,1,0,3,0,4,0,4
SAN PEDRO DE TIQUINA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,5,2,26,13,31,15,46
SAN PEDRO(PND),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,2,0,16,12,18,12,30
SAN RAFAEL,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,9,5,56,53,65,58,123
SAN RAMON BENI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,8,5,14,14,22,19,41
SAN RAMON SCZ,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,11,15,24,16,35,31,66
SANTA ANA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,7,5,108,96,115,101,216
SANTA CRUZ DE LA SIERRA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,931,807,2405,2236,3336,3043,6379
SANTA ROSA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,0,0,67,65,67,65,132
SANTA ROSA DEL SARA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,14,17,72,64,86,81,167
SANTIAGO DE CALLAPA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,2,4,19,29,21,33,54
SANTIAGO DE HUARI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,11,6,80,94,91,100,191
SANTIAGO DE HUATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,7,8,38,32,45,40,85
SANTIAGO DE MACHACA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,2,0,20,22,22,22,44
SANTIVAÑES,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,5,2,43,37,48,39,87
SANTUARIO DE QUILLACAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,8,11,27,31,35,42,77
SAPAHAQUI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,4,2,64,58,68,60,128
SENA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,4,1,18,18,22,19,41
SHINAOTA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,29,24,207,187,236,211,447
SICA SICA (VILLA AROMA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,11,7,118,102,129,109,238
SICAYA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,4,1,32,43,36,44,80
SIPE SIPE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,56,36,385,365,441,401,842
SOPACHUY,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,2,3,69,53,71,56,127
SORACACHI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,7,6,95,80,102,86,188
SORATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,7,9,86,76,93,85,178
SUCRE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,295,275,2130,2076,2425,2351,4776
TACACHI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,3,9,1,2,4,11,15
TACACOMA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,6,9,24,29,30,38,68
TACOBAMBA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,13,10,61,74,74,84,158
TACOPAYA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,3,7,84,87,87,94,181
TAHUA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,3,0,3,4,6,4,10
TAPACARI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,28,24,220,182,248,206,454
TARABUCO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,12,10,127,105,139,115,254
TARACO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,1,1,15,19,16,20,36
TARATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,14,6,70,81,84,87,171
TARIJA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,512,392,1104,975,1616,1367,2983
TARVITA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,8,7,137,127,145,134,279
TEOPONTE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,12,11,120,107,132,118,250
TIAWANACU,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,11,17,75,61,86,78,164
TINGUIPAYA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,11,11,159,166,170,177,347
TIPUANI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,6,9,92,65,98,74,172
TIQUIPAYA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,54,47,492,425,546,472,1018
TIRAQUE (CBBA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,9,17,147,132,156,149,305
TITO YUPANQUI (PARQUIPUJIO),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,0,0,5,6,5,6,11
TOCO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,10,8,37,50,47,58,105
TODOS SANTOS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,0,1,1,0,1,1,2
TOLATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,6,5,41,59,47,64,111
TOLEDO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,3,3,28,52,31,55,86
TOMAVE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,8,10,89,71,97,81,178
TOMINA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,2,6,84,79,86,85,171
TORO TORO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,6,4,90,95,96,99,195
TOTORA(CBBA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,39,27,157,104,196,131,327
TOTORA(ORR),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,3,2,38,31,41,33,74
TRIGAL,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,1,0,7,6,8,6,14
TRINIDAD,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,93,112,416,412,509,524,1033
TUPIZA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,24,29,277,260,301,289,590
TURCO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,0,3,31,46,31,49,80
UMALA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,7,6,53,56,60,62,122
UNCIA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,28,23,142,134,170,157,327
URIONDO (A. CONCEPCION),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,7,14,123,132,130,146,276
URUBICHA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,2,8,52,53,54,61,115
UYUNI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,7,7,134,173,141,180,321
VACAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,5,13,70,51,75,64,139
VALLEGRANDE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,9,13,89,90,98,103,201
VIACHA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,60,42,324,289,384,331,715
VILA VILA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-06-01,3,2,41,61,44,63,107
