,group,variable,month,CONTROL DEL NIÑO (A) DE 2 AÑOS A MENOR DE 5 AÑOS NUEVO,CONTROL DEL NIÑO (A) DE 2 AÑOS A MENOR DE 5 AÑOS NUEVO,CONTROL DEL NIÑO (A) DE 2 AÑOS A MENOR DE 5 AÑOS REPETIDO,CONTROL DEL NIÑO (A) DE 2 AÑOS A MENOR DE 5 AÑOS REPETIDO,TOTALES,TOTALES,TOTALES
MONTERO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,77,71,546,566,623,637,1260
MORO MORO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,2,1,13,20,15,21,36
MOROCHATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,6,10,143,147,149,157,306
NACEBE (SANTA ROSA DEL ABUNA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,4,3,17,19,21,22,43
NAZACARA DE PACAJES,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,0,0,8,8,8,8,16
NUEVO MANOA (NUEVA ESPERANZA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,9,10,24,13,33,23,56
OCURI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,22,15,185,167,207,182,389
OKINAWA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,4,5,130,110,134,115,249
OMEREQUE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,30,22,72,68,102,90,192
ORURO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,262,299,884,953,1146,1252,2398
PADCAYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,11,10,167,152,178,162,340
PADILLA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,5,6,200,192,205,198,403
PAILON,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,10,16,110,92,120,108,228
PALCA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,14,12,83,110,97,122,219
PALOS BLANCOS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,19,14,251,244,270,258,528
PAMPA AULLAGAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,2,3,15,11,17,14,31
PAMPA GRANDE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,6,6,22,32,28,38,66
PAPEL PAMPA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,1,0,56,35,57,35,92
PASORAPA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,3,5,27,28,30,33,63
PATACAMAYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,9,7,73,83,82,90,172
PAZÑA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,2,3,98,89,100,92,192
PELECHUCO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,6,8,78,80,84,88,172
POCOATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,25,24,256,233,281,257,538
POCONA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,13,10,142,108,155,118,273
POJO (CBBA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,7,9,88,106,95,115,210
POOPO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,4,9,45,48,49,57,106
PORCO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,4,0,59,49,63,49,112
POROMA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,11,6,204,232,215,238,453
PORONGO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,13,8,36,38,49,46,95
PORTACHUELO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,4,0,32,21,36,21,57
PORVENIR,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,6,3,60,68,66,71,137
POSTRER VALLE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,5,1,12,13,17,14,31
POTOSI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,287,245,516,456,803,701,1504
PRESTO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,5,8,126,130,131,138,269
PUCARA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,1,1,14,11,15,12,27
PUCARANI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,20,14,137,113,157,127,284
PUERTO ACOSTA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,14,24,45,53,59,77,136
PUERTO CARABUCO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,10,6,78,79,88,85,173
PUERTO GONZALO MORENO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,3,4,128,93,131,97,228
PUERTO PEREZ,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,7,4,25,48,32,52,84
PUERTO QUIJARRO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,3,3,66,71,69,74,143
PUERTO RICO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,7,8,52,39,59,47,106
PUERTO SILES,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,0,1,2,5,2,6,8
PUERTO SUAREZ,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,20,20,39,41,59,61,120
PUERTO VILLARROEL,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,85,77,321,285,406,362,768
PUNA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,14,34,186,186,200,220,420
PUNATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,70,32,104,125,174,157,331
QUIABAYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,0,0,12,16,12,16,28
QUILLACOLLO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,281,244,486,454,767,698,1465
QUIME,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,3,6,84,66,87,72,159
QUIRUSILLAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,4,2,10,9,14,11,25
RAVELO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,28,19,263,276,291,295,586
REYES,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,0,0,62,104,62,104,166
RIBERALTA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,151,165,526,495,677,660,1337
ROBORE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,3,2,47,50,50,52,102
RURRENABAQUE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,0,0,62,61,62,61,123
SABAYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,0,3,23,31,23,34,57
SACABA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,101,127,702,662,803,789,1592
SACABAMBA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,1,9,39,64,40,73,113
SACACA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,24,31,243,206,267,237,504
SAIPINA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,0,1,38,32,38,33,71
SALINAS DE GARCI MENDOZA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,13,15,128,125,141,140,281
SAMAIPATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,4,4,40,36,44,40,84
SAN AGUSTIN,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,1,0,13,9,14,9,23
SAN ANDRES,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,42,46,98,97,140,143,283
SAN ANDRES DE MACHACA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,2,3,7,9,9,12,21
SAN ANTONIO DE ESMORUCO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,0,1,33,25,33,26,59
SAN ANTONIO DE LOMERIO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,15,18,88,86,103,104,207
SAN BENITO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,14,6,86,69,100,75,175
SAN BORJA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,7,6,337,317,344,323,667
SAN BUENA VENTURA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,4,3,83,77,87,80,167
SAN CARLOS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,20,14,105,108,125,122,247
SAN IGNACIO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,70,82,201,220,271,302,573
SAN IGNACIO DE VELASCO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,90,83,315,315,405,398,803
SAN JAVIER(BNI),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,4,6,16,16,20,22,42
SAN JAVIER(STC),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,17,13,48,41,65,54,119
SAN JOAQUIN,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,17,10,26,30,43,40,83
SAN JOSE DE CHIQUITOS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,23,25,50,46,73,71,144
SAN JUAN DE YAPACANI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,5,5,36,38,41,43,84
SAN JULIAN,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,18,19,215,205,233,224,457
SAN LORENZO(PND),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,2,4,84,106,86,110,196
SAN LORENZO(TJA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,23,35,224,189,247,224,471
SAN LUCAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,42,45,620,690,662,735,1397
SAN MATIAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,18,25,32,44,50,69,119
SAN MIGUEL DE VELASCO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,12,9,90,95,102,104,206
SAN PABLO DE LIPEZ,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,0,0,20,30,20,30,50
SAN PEDRO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,9,13,117,104,126,117,243
SAN PEDRO DE BUENA VISTA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,31,28,355,318,386,346,732
SAN PEDRO DE CURAHUARA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,1,2,32,39,33,41,74
SAN PEDRO DE QUEMES,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,1,0,2,7,3,7,10
SAN PEDRO DE TIQUINA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,1,1,24,20,25,21,46
SAN PEDRO(PND),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,0,0,27,15,27,15,42
SAN RAFAEL,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,11,11,34,49,45,60,105
SAN RAMON BENI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,11,7,10,19,21,26,47
SAN RAMON SCZ,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,17,18,21,31,38,49,87
SANTA ANA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,14,10,66,78,80,88,168
SANTA CRUZ DE LA SIERRA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,1081,957,2278,2035,3359,2992,6351
SANTA ROSA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,0,0,79,92,79,92,171
SANTA ROSA DEL SARA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,21,19,33,35,54,54,108
SANTIAGO DE CALLAPA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,2,2,8,14,10,16,26
SANTIAGO DE HUARI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,3,2,77,66,80,68,148
SANTIAGO DE HUATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,6,1,38,48,44,49,93
SANTIAGO DE MACHACA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,3,1,13,15,16,16,32
SANTIVAÑES,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,5,7,64,64,69,71,140
SANTUARIO DE QUILLACAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,13,19,18,22,31,41,72
SAPAHAQUI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,6,3,63,67,69,70,139
SENA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,0,1,23,13,23,14,37
SHINAOTA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,30,42,207,226,237,268,505
SICA SICA (VILLA AROMA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,9,6,129,138,138,144,282
SICAYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,3,2,27,24,30,26,56
SIPE SIPE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,31,35,312,263,343,298,641
SOPACHUY,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,4,3,118,127,122,130,252
SORACACHI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,6,3,109,94,115,97,212
SORATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,10,8,94,69,104,77,181
SUCRE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,315,306,2117,2080,2432,2386,4818
TACACHI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,5,3,3,2,8,5,13
TACACOMA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,27,21,30,39,57,60,117
TACOBAMBA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,8,5,47,77,55,82,137
TACOPAYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,6,3,130,123,136,126,262
TAHUA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,2,1,6,12,8,13,21
TAPACARI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,41,49,192,200,233,249,482
TARABUCO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,15,19,234,229,249,248,497
TARACO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,1,0,30,22,31,22,53
TARATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,12,6,69,62,81,68,149
TARIJA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,592,525,1009,949,1601,1474,3075
TARVITA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,5,5,265,268,270,273,543
TEOPONTE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,14,13,119,95,133,108,241
TIAWANACU,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,9,10,61,62,70,72,142
TINGUIPAYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,9,14,162,140,171,154,325
TIPUANI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,6,9,80,77,86,86,172
TIQUIPAYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,66,66,502,465,568,531,1099
TIRAQUE (CBBA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,10,8,108,94,118,102,220
TITO YUPANQUI (PARQUIPUJIO),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,1,1,5,4,6,5,11
TOCO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,6,12,57,32,63,44,107
TODOS SANTOS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,5,0,0,0,5,0,5
TOLATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,12,14,54,55,66,69,135
TOLEDO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,0,1,56,41,56,42,98
TOMAVE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,10,7,92,77,102,84,186
TOMINA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,7,9,173,200,180,209,389
TORO TORO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,4,8,131,134,135,142,277
TOTORA(CBBA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,34,31,88,77,122,108,230
TOTORA(ORR),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,4,2,34,47,38,49,87
TRIGAL,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,1,0,16,9,17,9,26
TRINIDAD,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,116,118,366,381,482,499,981
