,group,variable,month,CONTROL DEL NIÑO(A) MENOR DE 1 AÑO DENTRO DEL ESTABLECIMIENTO NUEVO,CONTROL DEL NIÑO(A) MENOR DE 1 AÑO DENTRO DEL ESTABLECIMIENTO NUEVO,CONTROL DEL NIÑO(A) MENOR DE 1 AÑO DENTRO DEL ESTABLECIMIENTO REPETIDO,CONTROL DEL NIÑO(A) MENOR DE 1 AÑO DENTRO DEL ESTABLECIMIENTO REPETIDO,TOTALES,TOTALES,TOTALES
ASCENCION DE GUARAYOS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,53,68,244,249,297,317,614
ATOCHA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,16,16,49,45,65,61,126
AUCAPATA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,5,3,29,34,34,37,71
AYATA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,1,4,38,33,39,37,76
AYO AYO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,3,2,46,43,49,45,94
AYOPAYA (V. DE INDEPENDENCIA),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,24,8,116,136,140,144,284
AZURDUY,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,8,5,40,31,48,36,84
BATALLAS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,1,9,83,94,84,103,187
BAURES,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,9,5,34,27,43,32,75
BELEN DE ANDAMARCA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,1,0,1,1,2,1,3
BELEN DE URMIRI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,2,0,0,0,2,0,2
BELLA FLOR,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,1,6,18,20,19,26,45
BERMEJO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,73,81,108,134,181,215,396
BETANZOS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,16,15,140,124,156,139,295
BOLIVAR,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,5,5,19,28,24,33,57
BOLPEBRA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,3,3,1,2,4,5,9
BOYUIBE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,0,3,26,29,26,32,58
BUENA VISTA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,9,9,86,89,95,98,193
CABEZAS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,7,5,127,144,134,149,283
CAIROMA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,7,8,60,46,67,54,121
"CAIZA ""D""",control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,4,3,48,61,52,64,116
CAJUATA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,13,15,98,88,111,103,214
CALACOTO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,0,2,6,8,6,10,16
CALAMARCA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,3,2,66,73,69,75,144
CAMARGO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,17,10,70,42,87,52,139
CAMATAQUI (C. VILLA ABECIA),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,1,5,13,10,14,15,29
CAMIRI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,22,23,169,169,191,192,383
CAPINOTA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,50,48,155,186,205,234,439
CAQUIAVIRI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,3,1,44,43,47,44,91
CARACOLLO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,10,10,115,119,125,129,254
CARANAVI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,66,76,294,237,360,313,673
CARANGAS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,0,0,5,0,5,0,5
CARAPARI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,9,5,83,73,92,78,170
CARIPUYO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,4,6,33,40,37,46,83
CARMEN RIVERO TORREZ,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,6,11,42,42,48,53,101
CATACORA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,0,3,7,6,7,9,16
CHACARILLA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,2,1,7,5,9,6,15
CHALLAPATA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,19,15,148,149,167,164,331
CHAQUI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,5,4,41,44,46,48,94
CHARAGUA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,41,40,143,108,184,148,332
CHARAÑA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,2,0,5,12,7,12,19
CHAYANTA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,12,14,56,60,68,74,142
CHIMORE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,143,134,141,150,284,284,568
CHIPAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,0,2,5,4,5,6,11
CHOQUE COTA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,2,0,4,4,6,4,10
CHUA COCANI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,1,0,8,18,9,18,27
CHULUMANI (V. DE LA LIBERTAD),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,26,17,92,78,118,95,213
CHUMA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,1,6,35,26,36,32,68
CHUQUIHUTA AYLLU JUCUMANI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,6,0,32,27,38,27,65
CKOCHAS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,2,3,53,43,55,46,101
CLIZA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,34,26,127,107,161,133,294
COBIJA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,118,128,424,370,542,498,1040
COCAPATA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,29,19,60,57,89,76,165
COCHABAMBA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,1136,1051,2677,2445,3813,3496,7309
COIPASA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,0,0,2,2,2,2,4
COLCAPIRHUA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,36,45,223,187,259,232,491
"COLCHA ""K""",control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,8,3,62,41,70,44,114
COLLANA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,0,0,10,11,10,11,21
COLOMI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,26,18,169,161,195,179,374
COLPA BELGICA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,8,2,18,20,26,22,48
COLQUECHACA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,9,6,72,85,81,91,172
COLQUENCHA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,1,4,56,66,57,70,127
COLQUIRI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,18,12,82,73,100,85,185
COMANCHE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,0,0,12,9,12,9,21
COMARAPA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,16,15,74,83,90,98,188
COMBAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,0,0,7,3,7,3,10
CONCEPCION,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,22,6,170,143,192,149,341
COPACABANA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,1,3,44,30,45,33,78
CORIPATA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,21,7,114,110,135,117,252
CORO CORO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,2,3,45,25,47,28,75
COROICO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,17,12,76,83,93,95,188
CORQUE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,3,5,24,33,27,38,65
COTAGAITA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,10,8,125,112,135,120,255
COTOCA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,69,64,572,539,641,603,1244
CUATRO CAÑADAS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,20,10,156,128,176,138,314
CUCHUMUELA (V. G. VILLARROEL),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,0,1,10,6,10,7,17
CUEVO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,2,0,32,17,34,17,51
CULPINA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,15,14,67,65,82,79,161
CURAHUARA DE CARANGAS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,2,0,20,11,22,11,33
CURVA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,0,0,6,9,6,9,15
DESAGUADERO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,0,2,36,31,36,33,69
EL ALTO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,1304,1212,4048,3733,5352,4945,10297
EL CHORO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,1,0,17,11,18,11,29
EL PUENTE(STC),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,8,5,72,68,80,73,153
EL PUENTE(TJA),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,6,5,36,38,42,43,85
EL TORNO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,41,43,399,368,440,411,851
EL VILLAR,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,3,3,7,12,10,15,25
ENTRE RIOS TRJ,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,7,8,134,116,141,124,265
ENTRE RIOS CBBA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,85,73,363,314,448,387,835
ESCARA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,0,0,2,0,2,0,2
ESCOMA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,13,3,13,17,26,20,46
ESMERALDA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,0,0,1,1,1,1,2
EUCALIPTUS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,4,1,22,24,26,25,51
EUREKA (SANTOS MERCADO),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,1,0,9,5,10,5,15
EXALTACION,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,8,2,10,23,18,25,43
FERNANDEZ ALONSO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,14,10,80,65,94,75,169
FILADELFIA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,5,1,29,29,34,30,64
GAIOC JATUN AYLLU YURA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,2,3,15,18,17,21,38
GENERAL SAAVEDRA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,11,11,138,129,149,140,289
GRAL. J.J. PEREZ (CHARAZANI),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,11,8,46,36,57,44,101
GUANAY,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,13,14,89,103,102,117,219
GUAQUI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,3,3,35,32,38,35,73
GUAYARAMERIN,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,36,31,220,269,256,300,556
GUTIERREZ,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,6,9,86,65,92,74,166
HUACARETA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,4,9,27,31,31,40,71
HUACAYA (VILLA DE HUACAYA),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,0,1,6,9,6,10,16
HUACHACALLA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,0,0,5,7,5,7,12
HUANUNI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,17,13,56,76,73,89,162
HUARACAJE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,1,6,37,22,38,28,66
HUARINA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,3,1,21,29,24,30,54
HUATAJATA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,0,1,11,9,11,10,21
HUAYLLAMARCA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,1,1,18,13,19,14,33
HUMANATA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,1,1,9,10,10,11,21
ICHOCA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,4,6,7,9,11,15,26
ICLA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,1,2,10,16,11,18,29
INCAHUASI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,7,7,58,58,65,65,130
INGAVI (HUMAITA),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,0,0,13,7,13,7,20
INQUISIVI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,7,8,56,53,63,61,124
IRUPANA (VILLA DE LANZA),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,5,7,84,77,89,84,173
IXIAMAS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,10,14,60,51,70,65,135
JESUS DE MACHACA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,2,3,68,56,70,59,129
LA ASUNTA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,45,36,211,235,256,271,527
LA GUARDIA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,73,91,661,628,734,719,1453
LA PAZ,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,1603,1527,2347,2296,3950,3823,7773
LA RIVERA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,0,1,1,3,1,4,5
LAGUNILLAS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,9,1,29,24,38,25,63
LAJA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,5,4,106,98,111,102,213
LAS CARRERAS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,0,2,8,9,8,11,19
LICOMA PAMPA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,0,0,13,16,13,16,29
LLALLAGUA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,20,15,156,138,176,153,329
LLICA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,1,3,14,7,15,10,25
LORETO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,1,4,18,8,19,12,31
LURIBAY,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,0,2,38,35,38,37,75
MACHACAMARCA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,1,1,15,14,16,15,31
MACHARETI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,2,4,33,35,35,39,74
MAGDALENA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,9,8,104,90,113,98,211
MAIRANA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,9,15,113,92,122,107,229
MALLA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,0,0,7,4,7,4,11
MAPIRI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,20,16,127,119,147,135,282
MECAPACA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,10,8,59,50,69,58,127
MINEROS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,26,12,179,120,205,132,337
MIZQUE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,23,21,125,155,148,176,324
MOCOMOCO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,1,0,38,47,39,47,86
MOJINETE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,0,2,5,1,5,3,8
MOJOCOYA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,4,2,34,25,38,27,65
MONTEAGUDO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,33,21,131,104,164,125,289
MONTERO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,126,117,770,756,896,873,1769
MORO MORO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,2,0,7,7,9,7,16
MOROCHATA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,6,6,37,40,43,46,89
NACEBE (SANTA ROSA DEL ABUNA),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,0,0,15,21,15,21,36
NAZACARA DE PACAJES,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,1,1,4,8,5,9,14
NUEVO MANOA (NUEVA ESPERANZA),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,1,2,10,7,11,9,20
OCURI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,6,6,31,37,37,43,80
OKINAWA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,10,5,76,57,86,62,148
OMEREQUE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,2,1,50,44,52,45,97
ORURO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,595,456,1583,1639,2178,2095,4273
PADCAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,8,8,95,73,103,81,184
PADILLA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,7,10,44,49,51,59,110
PAILON,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,17,23,234,225,251,248,499
PALCA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,34,25,112,76,146,101,247
PALOS BLANCOS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,79,50,133,115,212,165,377
PAMPA AULLAGAS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,0,2,18,22,18,24,42
PAMPA GRANDE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,4,5,58,54,62,59,121
PAPEL PAMPA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,1,2,15,19,16,21,37
PASORAPA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,1,0,10,11,11,11,22
PATACAMAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,11,7,107,121,118,128,246
PAZÑA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,1,5,26,28,27,33,60
PELECHUCO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,0,1,38,34,38,35,73
POCOATA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,3,9,61,61,64,70,134
POCONA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,6,5,56,52,62,57,119
POJO (CBBA),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,5,12,70,79,75,91,166
POOPO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,11,4,25,29,36,33,69
PORCO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,15,9,92,98,107,107,214
POROMA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,5,4,60,63,65,67,132
PORONGO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,12,14,56,49,68,63,131
PORTACHUELO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,17,13,85,96,102,109,211
PORVENIR,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,2,3,41,36,43,39,82
POSTRER VALLE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,0,1,5,8,5,9,14
POTOSI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,229,229,1289,1186,1518,1415,2933
PRESTO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,4,3,23,23,27,26,53
PUCARA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,1,1,3,4,4,5,9
PUCARANI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,12,15,168,155,180,170,350
PUERTO ACOSTA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,5,3,29,26,34,29,63
PUERTO CARABUCO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,4,0,68,44,72,44,116
PUERTO GONZALO MORENO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,3,9,36,51,39,60,99
PUERTO PEREZ,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,1,0,18,17,19,17,36
PUERTO QUIJARRO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,14,14,72,66,86,80,166
PUERTO RICO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,2,3,59,41,61,44,105
PUERTO SILES,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,0,0,6,8,6,8,14
PUERTO SUAREZ,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,13,11,106,101,119,112,231
PUERTO VILLARROEL,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,141,122,728,687,869,809,1678
PUNA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,7,5,41,24,48,29,77
PUNATA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,56,84,204,241,260,325,585
QUIABAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,1,2,11,12,12,14,26
QUILLACOLLO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,152,152,624,579,776,731,1507
QUIME,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,6,11,47,40,53,51,104
QUIRUSILLAS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,0,0,6,6,6,6,12
RAQAYPAMPA(ETA),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,8,5,50,37,58,42,100
RAVELO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,1,2,42,31,43,33,76
REYES,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,11,13,58,58,69,71,140
RIBERALTA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,115,125,738,697,853,822,1675
ROBORE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,12,17,105,105,117,122,239
RURRENABAQUE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,29,26,146,134,175,160,335
SABAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,0,2,12,19,12,21,33
SACABA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,150,145,832,822,982,967,1949
SACABAMBA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,1,3,14,22,15,25,40
SACACA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,5,4,57,65,62,69,131
SAIPINA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-08-01,4,2,41,37,45,39,84
