,group,variable,month,CONTROL DEL NIÑO(A) MENOR DE 1 AÑO FUERA DEL ESTABLECIMIENTO NUEVO,CONTROL DEL NIÑO(A) MENOR DE 1 AÑO FUERA DEL ESTABLECIMIENTO NUEVO,CONTROL DEL NIÑO(A) MENOR DE 1 AÑO FUERA DEL ESTABLECIMIENTO REPETIDO,CONTROL DEL NIÑO(A) MENOR DE 1 AÑO FUERA DEL ESTABLECIMIENTO REPETIDO,TOTALES,TOTALES,TOTALES
TIQUIPAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-02-01,2,2,40,53,42,55,97
TIRAQUE (CBBA),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-02-01,0,1,20,17,20,18,38
TITO YUPANQUI (PARQUIPUJIO),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-02-01,1,0,0,0,1,0,1
TOCO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-02-01,0,0,11,3,11,3,14
TOLEDO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-02-01,0,0,1,0,1,0,1
TOMAVE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-02-01,3,0,16,15,19,15,34
TOMINA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-02-01,2,1,11,4,13,5,18
TORO TORO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-02-01,2,7,43,48,45,55,100
TOTORA(CBBA),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-02-01,3,3,5,8,8,11,19
TOTORA(ORR),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-02-01,0,0,1,1,1,1,2
TRIGAL,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-02-01,0,0,0,2,0,2,2
TUPIZA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-02-01,3,1,11,14,14,15,29
TURCO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-02-01,0,0,1,0,1,0,1
UMALA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-02-01,2,3,8,3,10,6,16
UNCIA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-02-01,3,4,32,23,35,27,62
UYUNI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-02-01,1,2,15,24,16,26,42
VACAS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-02-01,3,1,0,2,3,3,6
VALLEGRANDE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-02-01,0,1,4,2,4,3,7
VIACHA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-02-01,0,0,0,1,0,1,1
VILA VILA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-02-01,0,1,9,19,9,20,29
VILLA CHARCAS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-02-01,4,2,47,37,51,39,90
VILLA MONTES,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-02-01,0,0,10,6,10,6,16
VILLA RIVERO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-02-01,0,0,2,4,2,4,6
VILLA SERRANO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-02-01,4,0,13,14,17,14,31
VILLA TUNARI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-02-01,3,2,9,2,12,4,16
VILLA VACA GUZMAN (MUYUPAMPA),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-02-01,0,0,3,4,3,4,7
VILLAZON,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-02-01,0,1,4,6,4,7,11
VINTO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-02-01,4,0,81,82,85,82,167
VITICHI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-02-01,0,0,6,2,6,2,8
WARNES,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-02-01,0,0,1,0,1,0,1
YACO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-02-01,2,4,7,12,9,16,25
YACUIBA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-02-01,6,2,30,23,36,25,61
YAMPARAEZ,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-02-01,0,1,7,7,7,8,15
YAPACANI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-02-01,14,25,161,133,175,158,333
YOCALLA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-02-01,2,0,4,1,6,1,7
YOTALA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-02-01,3,1,18,14,21,15,36
YUNCHARA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-02-01,2,1,8,12,10,13,23
ZUDAÑEZ,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-02-01,0,0,25,32,25,32,57
ACACIO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-03-01,2,0,8,18,10,18,28
ACHACACHI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-03-01,8,5,5,9,13,14,27
ACHOCALLA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-03-01,0,1,1,2,1,3,4
AIQUILE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-03-01,1,2,36,31,37,33,70
ALALAY,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-03-01,0,0,1,0,1,0,1
ALCALA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-03-01,0,0,10,8,10,8,18
ANCORAIMES,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-03-01,4,4,3,2,7,6,13
ANDAMARCA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-03-01,2,0,8,4,10,4,14
ANTEQUERA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-03-01,0,0,3,1,3,1,4
ANZALDO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-03-01,1,2,18,17,19,19,38
APOLO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-03-01,0,3,7,12,7,15,22
ARAMPAMPA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-03-01,2,2,17,9,19,11,30
ARANI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-03-01,0,1,1,4,1,5,6
ARBIETO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-03-01,1,0,7,9,8,9,17
ARQUE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-03-01,0,1,5,5,5,6,11
ASCENCION DE GUARAYOS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-03-01,0,0,1,0,1,0,1
ATOCHA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-03-01,1,0,4,5,5,5,10
AYATA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-03-01,2,3,1,3,3,6,9
AYO AYO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-03-01,1,1,0,1,1,2,3
AYOPAYA (V. DE INDEPENDENCIA),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-03-01,3,7,18,28,21,35,56
AZURDUY,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-03-01,1,1,26,24,27,25,52
BATALLAS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-03-01,2,4,0,2,2,6,8
BAURES,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-03-01,0,2,0,3,0,5,5
BELEN DE ANDAMARCA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-03-01,3,0,6,5,9,5,14
BELEN DE URMIRI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-03-01,0,0,3,6,3,6,9
BELLA FLOR,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-03-01,2,1,4,0,6,1,7
BERMEJO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-03-01,0,1,0,1,0,2,2
BETANZOS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-03-01,5,3,45,59,50,62,112
BOLIVAR,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-03-01,1,3,6,3,7,6,13
BOLPEBRA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-03-01,0,0,0,3,0,3,3
BOYUIBE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-03-01,0,1,4,5,4,6,10
BUENA VISTA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-03-01,2,2,1,1,3,3,6
CABEZAS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-03-01,5,2,32,30,37,32,69
CAIROMA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-03-01,1,0,7,4,8,4,12
"CAIZA ""D""",control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-03-01,0,2,13,9,13,11,24
CALACOTO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-03-01,2,1,9,7,11,8,19
CALAMARCA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-03-01,1,5,3,3,4,8,12
CAMARGO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-03-01,2,0,12,13,14,13,27
CAMATAQUI (C. VILLA ABECIA),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-03-01,0,0,3,2,3,2,5
CAMIRI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-03-01,0,0,2,5,2,5,7
CAPINOTA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-03-01,0,0,1,3,1,3,4
CAQUIAVIRI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-03-01,2,2,1,0,3,2,5
CARACOLLO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-03-01,0,1,6,4,6,5,11
CARANAVI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-03-01,6,2,1,2,7,4,11
CARAPARI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-03-01,0,0,1,0,1,0,1
CARIPUYO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-03-01,0,3,8,2,8,5,13
CARMEN RIVERO TORREZ,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-03-01,0,7,0,0,0,7,7
CATACORA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-03-01,1,0,1,1,2,1,3
CHALLAPATA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-03-01,2,4,44,23,46,27,73
CHAQUI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-03-01,1,0,13,14,14,14,28
CHARAGUA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-03-01,0,2,16,14,16,16,32
CHARAÑA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-03-01,0,1,0,0,0,1,1
CHAYANTA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-03-01,1,2,10,14,11,16,27
CHIMORE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-03-01,19,15,10,7,29,22,51
CHOQUE COTA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-03-01,0,1,2,2,2,3,5
CHULUMANI (V. DE LA LIBERTAD),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-03-01,0,0,3,2,3,2,5
CHUMA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-03-01,3,4,11,21,14,25,39
CHUQUIHUTA AYLLU JUCUMANI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-03-01,1,1,10,7,11,8,19
CKOCHAS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-03-01,7,4,43,32,50,36,86
CLIZA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-03-01,0,0,9,13,9,13,22
COBIJA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-03-01,0,0,1,1,1,1,2
COCAPATA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-03-01,4,4,64,72,68,76,144
COCHABAMBA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-03-01,1,2,4,7,5,9,14
COLCAPIRHUA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-03-01,3,0,20,8,23,8,31
"COLCHA ""K""",control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-03-01,3,0,2,2,5,2,7
COLLANA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-03-01,0,1,0,0,0,1,1
COLOMI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-03-01,0,2,4,4,4,6,10
COLPA BELGICA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-03-01,0,0,2,1,2,1,3
COLQUECHACA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-03-01,3,6,30,27,33,33,66
COLQUENCHA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-03-01,1,3,0,0,1,3,4
COLQUIRI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-03-01,7,7,24,30,31,37,68
COMANCHE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-03-01,0,0,1,0,1,0,1
COMARAPA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-03-01,0,2,7,11,7,13,20
COMBAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-03-01,0,1,0,2,0,3,3
CONCEPCION,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-03-01,0,0,44,42,44,42,86
COPACABANA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-03-01,1,2,8,11,9,13,22
CORIPATA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-03-01,1,0,0,0,1,0,1
CORO CORO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-03-01,4,1,5,10,9,11,20
COROICO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-03-01,3,4,1,2,4,6,10
CORQUE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-03-01,0,0,3,0,3,0,3
COTAGAITA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-03-01,1,3,5,10,6,13,19
COTOCA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-03-01,3,0,9,10,12,10,22
CUATRO CAÑADAS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-03-01,0,0,2,2,2,2,4
CUCHUMUELA (V. G. VILLARROEL),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-03-01,0,0,3,3,3,3,6
CUEVO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-03-01,0,0,4,6,4,6,10
CULPINA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-03-01,2,2,18,26,20,28,48
CURAHUARA DE CARANGAS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-03-01,0,0,1,0,1,0,1
CURVA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-03-01,0,4,5,9,5,13,18
DESAGUADERO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-03-01,0,0,1,3,1,3,4
EL ALTO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-03-01,65,61,1040,958,1105,1019,2124
EL PUENTE(STC),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-03-01,0,0,1,1,1,1,2
EL PUENTE(TJA),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-03-01,1,0,4,6,5,6,11
EL TORNO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-03-01,0,0,1,1,1,1,2
EL VILLAR,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-03-01,2,0,10,8,12,8,20
ENTRE RIOS TRJ,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-03-01,2,2,6,5,8,7,15
ENTRE RIOS CBBA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-03-01,0,0,0,1,0,1,1
ESCOMA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-03-01,0,0,0,1,0,1,1
EUCALIPTUS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-03-01,0,0,1,1,1,1,2
EUREKA (SANTOS MERCADO),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-03-01,0,0,2,0,2,0,2
FERNANDEZ ALONSO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-03-01,1,1,4,9,5,10,15
FILADELFIA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-03-01,0,4,21,11,21,15,36
GAIOC JATUN AYLLU YURA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-03-01,1,0,9,7,10,7,17
GRAL. J.J. PEREZ (CHARAZANI),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-03-01,4,3,6,13,10,16,26
GUANAY,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-03-01,3,2,9,4,12,6,18
GUAQUI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-03-01,1,0,1,3,2,3,5
GUTIERREZ,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-03-01,0,0,2,2,2,2,4
HUACARETA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-03-01,0,0,6,8,6,8,14
HUACAYA (VILLA DE HUACAYA),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-03-01,0,1,4,2,4,3,7
HUANUNI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-03-01,1,3,16,9,17,12,29
HUARINA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-03-01,2,3,9,6,11,9,20
HUAYLLAMARCA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-03-01,2,0,2,3,4,3,7
HUMANATA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-03-01,2,1,10,7,12,8,20
ICHOCA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-03-01,1,2,8,10,9,12,21
ICLA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-03-01,0,3,24,19,24,22,46
INCAHUASI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-03-01,1,4,25,34,26,38,64
INGAVI (HUMAITA),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-03-01,0,0,3,3,3,3,6
INQUISIVI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-03-01,1,4,27,25,28,29,57
IRUPANA (VILLA DE LANZA),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-03-01,4,1,15,12,19,13,32
IXIAMAS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-03-01,2,0,0,0,2,0,2
JESUS DE MACHACA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-03-01,1,0,4,2,5,2,7
LA ASUNTA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-03-01,17,13,3,9,20,22,42
LA GUARDIA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-03-01,1,0,2,4,3,4,7
LA PAZ,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-03-01,2,1,1,0,3,1,4
LAGUNILLAS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-03-01,0,1,19,14,19,15,34
LAJA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-03-01,3,2,2,1,5,3,8
LAS CARRERAS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-03-01,0,0,2,0,2,0,2
LICOMA PAMPA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-03-01,0,1,0,0,0,1,1
LLALLAGUA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-03-01,24,26,126,112,150,138,288
LLICA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-03-01,1,2,2,2,3,4,7
LURIBAY,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-03-01,1,1,2,0,3,1,4
MACHARETI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-03-01,0,0,3,2,3,2,5
MAGDALENA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-03-01,0,1,2,2,2,3,5
MAIRANA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-03-01,0,1,7,5,7,6,13
MALLA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-03-01,0,1,17,9,17,10,27
MAPIRI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-03-01,0,0,5,2,5,2,7
MECAPACA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-03-01,3,1,4,5,7,6,13
MINEROS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-03-01,0,1,2,4,2,5,7
MIZQUE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-03-01,4,1,8,11,12,12,24
MOCOMOCO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-03-01,2,3,17,19,19,22,41
MOJOCOYA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-03-01,0,0,0,6,0,6,6
MONTEAGUDO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-03-01,0,0,3,6,3,6,9
MONTERO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-03-01,0,0,0,4,0,4,4
MORO MORO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-03-01,0,0,2,3,2,3,5
MOROCHATA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-03-01,9,11,27,18,36,29,65
NACEBE (SANTA ROSA DEL ABUNA),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-03-01,0,0,4,1,4,1,5
OCURI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-03-01,4,7,42,27,46,34,80
OKINAWA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-03-01,0,0,2,1,2,1,3
OMEREQUE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-03-01,0,0,14,11,14,11,25
ORURO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-03-01,2,2,28,22,30,24,54
PADCAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-03-01,0,0,4,1,4,1,5
PADILLA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-03-01,0,0,2,0,2,0,2
PAILON,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-03-01,7,9,11,11,18,20,38
PALCA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-03-01,8,7,7,17,15,24,39
PALOS BLANCOS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-03-01,1,0,5,6,6,6,12
PAMPA AULLAGAS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-03-01,1,0,0,0,1,0,1
PAMPA GRANDE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-03-01,1,1,1,0,2,1,3
PAPEL PAMPA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-03-01,0,0,2,2,2,2,4
PASORAPA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-03-01,0,0,2,3,2,3,5
PATACAMAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-03-01,1,1,1,0,2,1,3
PAZÑA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-03-01,0,2,5,0,5,2,7
POCOATA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-03-01,8,13,65,74,73,87,160
POCONA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-03-01,0,0,4,2,4,2,6
POOPO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-03-01,0,0,1,4,1,4,5
PORCO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-03-01,0,0,6,2,6,2,8
POROMA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-03-01,0,4,35,27,35,31,66
PORONGO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-03-01,0,2,3,3,3,5,8
POSTRER VALLE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-03-01,2,0,0,0,2,0,2
POTOSI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-03-01,12,10,51,70,63,80,143
PRESTO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-03-01,3,2,11,11,14,13,27
PUCARANI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-03-01,7,10,15,13,22,23,45
PUERTO ACOSTA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-03-01,1,4,14,5,15,9,24
